
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           Suspension Kinematics 2017                          

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
   -15.00     0.00   100.00    -0.11    -0.12     0.57    -0.58   -15.01   -15.60     0.01     0.03    -0.15    -0.14    -0.20     0.20     0.00    53.38
   -15.00     0.00  -100.00    -0.11    -0.10     0.57    -0.56   -15.01   -14.41     0.01    -0.05    -0.15    -0.16    -0.20     0.20     0.00   -53.87
   -20.00   100.00     0.00    -0.14    -0.15     0.59    -0.59   -19.43   -20.01    -0.10     0.14    -0.22    -0.20    -0.20     0.20   -51.65     0.00
   -20.00  -100.00     0.00    -0.16    -0.15     0.59    -0.59   -20.58   -20.01    -0.17     0.14    -0.19    -0.20    -0.20     0.20    51.19     0.00
   -20.00     0.00   100.00    -0.15    -0.16     0.59    -0.59   -20.01   -20.58    -0.14     0.17    -0.20    -0.19    -0.20     0.20     0.00    51.19
   -20.00     0.00  -100.00    -0.15    -0.14     0.59    -0.59   -20.01   -19.43    -0.14     0.10    -0.20    -0.22    -0.20     0.20     0.00   -51.65
   -25.00   100.00     0.00    -0.18    -0.19     0.54    -0.53   -24.46   -25.01    -0.25     0.28    -0.27    -0.26    -0.20     0.20   -49.44     0.00
   -25.00  -100.00     0.00    -0.19    -0.19     0.52    -0.53   -25.56   -25.01    -0.32     0.28    -0.24    -0.26    -0.20     0.20    49.00     0.00
   -25.00     0.00   100.00    -0.19    -0.19     0.53    -0.52   -25.01   -25.56    -0.28     0.32    -0.26    -0.24    -0.20     0.20     0.00    49.00
   -25.00     0.00  -100.00    -0.19    -0.18     0.53    -0.54   -25.01   -24.46    -0.28     0.25    -0.26    -0.27    -0.20     0.20     0.00   -49.44
   -30.00   100.00     0.00    -0.22    -0.22     0.41    -0.39   -29.49   -30.02    -0.39     0.42    -0.32    -0.31    -0.20     0.20   -47.23     0.00
   -30.00  -100.00     0.00    -0.23    -0.22     0.37    -0.39   -30.54   -30.02    -0.45     0.42    -0.30    -0.31    -0.20     0.20    46.82     0.00
   -30.00     0.00   100.00    -0.22    -0.23     0.39    -0.37   -30.02   -30.54    -0.42     0.45    -0.31    -0.30    -0.20     0.20     0.00    46.82
   -30.00     0.00  -100.00    -0.22    -0.22     0.39    -0.41   -30.02   -29.49    -0.42     0.39    -0.31    -0.32    -0.20     0.20     0.00   -47.23
