
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           Suspension Kinematics 2017                          

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    20.00     0.00  -100.00     0.15     0.16    -1.92     2.02    19.99    20.76     1.74    -1.79     0.20     0.19     0.00     0.01     0.00   -70.06
    25.00   100.00     0.00     0.19     0.18    -2.72     2.60    25.78    24.98     2.00    -1.95     0.24     0.25    -0.01     0.00   -72.52     0.00
    25.00  -100.00     0.00     0.17     0.18    -2.49     2.60    24.18    24.98     1.90    -1.95     0.26     0.25     0.00     0.00    71.75     0.00
    25.00     0.00   100.00     0.18     0.17    -2.60     2.49    24.98    24.18     1.95    -1.90     0.25     0.26     0.00     0.00     0.00    71.75
    25.00     0.00  -100.00     0.18     0.19    -2.60     2.72    24.98    25.78     1.95    -2.00     0.25     0.24     0.00     0.01     0.00   -72.52
    30.00   100.00     0.00     0.23     0.22    -3.51     3.37    30.80    29.97     2.21    -2.16     0.29     0.30    -0.01     0.01   -75.02     0.00
    30.00  -100.00     0.00     0.21     0.22    -3.24     3.37    29.15    29.97     2.11    -2.16     0.31     0.30     0.00     0.01    74.20     0.00
    30.00     0.00   100.00     0.22     0.21    -3.37     3.24    29.97    29.15     2.16    -2.11     0.30     0.31    -0.01     0.00     0.00    74.20
    30.00     0.00  -100.00     0.22     0.23    -3.37     3.51    29.97    30.80     2.16    -2.21     0.30     0.29    -0.01     0.01     0.00   -75.02
    -5.00   100.00     0.00    -0.03    -0.04     0.24    -0.27    -4.35    -5.00     0.87    -0.83    -0.06    -0.05     0.00     0.00   -58.36     0.00
    -5.00  -100.00     0.00    -0.05    -0.04     0.30    -0.27    -5.64    -5.00     0.79    -0.83    -0.04    -0.05     0.00     0.00    57.81     0.00
    -5.00     0.00   100.00    -0.04    -0.05     0.27    -0.30    -5.00    -5.64     0.83    -0.79    -0.05    -0.04     0.00     0.00     0.00    57.81
    -5.00     0.00  -100.00    -0.04    -0.03     0.27    -0.24    -5.00    -4.35     0.83    -0.87    -0.05    -0.06     0.00     0.00     0.00   -58.36
   -10.00   100.00     0.00    -0.07    -0.07     0.44    -0.46    -9.38   -10.00     0.70    -0.67    -0.11    -0.10     0.00     0.00   -56.11     0.00
   -10.00  -100.00     0.00    -0.08    -0.07     0.48    -0.46   -10.62   -10.00     0.63    -0.67    -0.09    -0.10     0.00     0.00    55.59     0.00
   -10.00     0.00   100.00    -0.07    -0.08     0.46    -0.48   -10.00   -10.62     0.67    -0.63    -0.10    -0.09     0.00     0.00     0.00    55.59
   -10.00     0.00  -100.00    -0.07    -0.07     0.46    -0.44   -10.00    -9.38     0.67    -0.70    -0.10    -0.11     0.00     0.00     0.00   -56.11
   -15.00   100.00     0.00    -0.10    -0.11     0.56    -0.57   -14.41   -15.01     0.55    -0.51    -0.16    -0.15     0.00     0.00   -53.87     0.00
   -15.00  -100.00     0.00    -0.12    -0.11     0.58    -0.57   -15.60   -15.01     0.47    -0.51    -0.14    -0.15     0.00     0.00    53.38     0.00
   -15.00     0.00   100.00    -0.11    -0.12     0.57    -0.58   -15.01   -15.60     0.51    -0.47    -0.15    -0.14     0.00     0.00     0.00    53.38
   -15.00     0.00  -100.00    -0.11    -0.10     0.57    -0.56   -15.01   -14.41     0.51    -0.55    -0.15    -0.16     0.00     0.00     0.00   -53.87
   -20.00   100.00     0.00    -0.14    -0.15     0.59    -0.59   -19.43   -20.01     0.40    -0.36    -0.21    -0.20     0.00     0.00   -51.65     0.00
   -20.00  -100.00     0.00    -0.16    -0.15     0.59    -0.59   -20.58   -20.01     0.33    -0.36    -0.19    -0.20     0.00     0.00    51.19     0.00
   -20.00     0.00   100.00    -0.15    -0.16     0.59    -0.59   -20.01   -20.58     0.36    -0.33    -0.20    -0.19     0.00     0.00     0.00    51.19
   -20.00     0.00  -100.00    -0.15    -0.14     0.59    -0.59   -20.01   -19.43     0.36    -0.40    -0.20    -0.21     0.00     0.00     0.00   -51.65
   -25.00   100.00     0.00    -0.18    -0.19     0.54    -0.53   -24.46   -25.01     0.25    -0.22    -0.27    -0.25     0.00     0.00   -49.44     0.00
   -25.00  -100.00     0.00    -0.19    -0.19     0.52    -0.53   -25.56   -25.01     0.18    -0.22    -0.24    -0.25     0.00     0.00    49.00     0.00
   -25.00     0.00   100.00    -0.19    -0.19     0.53    -0.52   -25.01   -25.56     0.22    -0.18    -0.25    -0.24     0.00     0.00     0.00    49.00
   -25.00     0.00  -100.00    -0.19    -0.18     0.53    -0.54   -25.01   -24.46     0.22    -0.25    -0.25    -0.27     0.00     0.00     0.00   -49.44
   -30.00   100.00     0.00    -0.22    -0.22     0.41    -0.39   -29.49   -30.02     0.11    -0.08    -0.32    -0.30     0.01    -0.01   -47.23     0.00
   -30.00  -100.00     0.00    -0.23    -0.22     0.37    -0.39   -30.54   -30.02     0.05    -0.08    -0.29    -0.30     0.01    -0.01    46.82     0.00
   -30.00     0.00   100.00    -0.22    -0.23     0.39    -0.37   -30.02   -30.54     0.08    -0.05    -0.30    -0.29     0.01    -0.01     0.00    46.82
   -30.00     0.00  -100.00    -0.22    -0.22     0.39    -0.41   -30.02   -29.49     0.08    -0.11    -0.30    -0.32     0.01    -0.01     0.00   -47.23
