
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Suspension Kinematics 2017                          

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
     5.00    20.00    30.38    34.10    21.59    -0.01    -0.21    -0.18    -0.73    -0.72     5.00    19.99     0.00     0.00
     5.00    25.00    46.01    33.30    18.29    -0.01    -0.34    -0.18    -0.92    -0.95     5.00    24.98     0.00     0.00
     5.00    30.00    66.74    32.24    14.73    -0.01    -0.50    -0.18    -1.12    -1.19     5.00    29.97     0.00     0.00
     5.00     0.00    -6.94    36.00    33.50    -0.01     0.00    -0.18     0.00     0.24     5.00     0.00     0.00     0.00
     5.00    -5.00   -12.91    36.31    36.31    -0.01    -0.02    -0.18     0.17     0.48     5.00    -5.00     0.00     0.00
     5.00   -10.00   -18.10    36.57    39.07    -0.01    -0.08    -0.18     0.34     0.72     5.00   -10.00     0.00     0.00
     5.00   -15.00   -22.68    36.80    41.80    -0.01    -0.17    -0.18     0.50     0.96     5.00   -15.01     0.00     0.00
     5.00   -20.00   -26.76    37.01    44.51    -0.01    -0.28    -0.18     0.65     1.19     5.00   -20.01     0.00     0.00
     5.00   -25.00   -30.42    37.20    47.19    -0.01    -0.43    -0.18     0.81     1.43     5.00   -25.02     0.00     0.00
     5.00   -30.00   -33.74    37.37    49.86    -0.01    -0.62    -0.18     0.95     1.67     5.00   -30.03     0.00     0.00
    10.00     0.00   -15.03    35.51    30.51    -0.04     0.00    -0.36     0.00     0.48    10.00     0.00     0.00     0.00
    10.00     5.00    -8.21    35.23    27.73    -0.04    -0.01    -0.36    -0.18     0.24    10.00     5.00     0.00     0.00
    10.00    10.00     0.00    34.89    24.88    -0.04    -0.04    -0.36    -0.36     0.00    10.00    10.00     0.00     0.00
    10.00    15.00    10.14    34.47    21.96    -0.04    -0.11    -0.36    -0.54    -0.24    10.00    14.99     0.00     0.00
    10.00    20.00    23.05    33.93    18.93    -0.04    -0.21    -0.36    -0.73    -0.48    10.00    19.99     0.00     0.00
    10.00    25.00    40.15    33.22    15.71    -0.04    -0.34    -0.36    -0.92    -0.72    10.00    24.98     0.00     0.00
    10.00    30.00    64.10    32.23    12.22    -0.04    -0.50    -0.36    -1.12    -0.95    10.00    29.97     0.00     0.00
    10.00     0.00   -15.03    35.51    30.51    -0.04     0.00    -0.36     0.00     0.48    10.00     0.00     0.00     0.00
    10.00    -5.00   -20.81    35.75    33.25    -0.04    -0.02    -0.36     0.17     0.72    10.00    -5.00     0.00     0.00
    10.00   -10.00   -25.79    35.96    35.95    -0.04    -0.08    -0.36     0.34     0.96    10.00   -10.00     0.00     0.00
    10.00   -15.00   -30.13    36.14    38.63    -0.04    -0.17    -0.36     0.50     1.19    10.00   -15.01     0.00     0.00
    10.00   -20.00   -33.97    36.29    41.29    -0.04    -0.28    -0.36     0.65     1.43    10.00   -20.01     0.00     0.00
    10.00   -25.00   -37.39    36.44    43.93    -0.04    -0.43    -0.36     0.81     1.67    10.00   -25.02     0.00     0.00
    10.00   -30.00   -40.47    36.56    46.55    -0.04    -0.62    -0.36     0.95     1.91    10.00   -30.03     0.00     0.00
    15.00     0.00   -24.62    34.93    27.43    -0.11     0.00    -0.54     0.00     0.72    14.99     0.00     0.00     0.00
    15.00     5.00   -18.13    34.72    24.72    -0.11    -0.01    -0.54    -0.18     0.48    14.99     5.00     0.00     0.00
    15.00    10.00   -10.14    34.47    21.96    -0.11    -0.04    -0.54    -0.36     0.24    14.99    10.00     0.00     0.00
    15.00    15.00     0.00    34.14    19.14    -0.11    -0.11    -0.54    -0.54     0.00    14.99    14.99     0.00     0.00
    15.00    20.00    13.40    33.72    16.21    -0.11    -0.21    -0.54    -0.73    -0.24    14.99    19.99     0.00     0.00
    15.00    25.00    32.13    33.12    13.11    -0.11    -0.34    -0.54    -0.92    -0.48    14.99    24.98     0.00     0.00
    15.00    30.00    60.42    32.22     9.71    -0.11    -0.50    -0.54    -1.12    -0.72    14.99    29.97     0.00     0.00
    15.00     0.00   -24.62    34.93    27.43    -0.11     0.00    -0.54     0.00     0.72    14.99     0.00     0.00     0.00
    15.00    -5.00   -30.03    35.10    30.10    -0.11    -0.02    -0.54     0.17     0.95    14.99    -5.00     0.00     0.00
    15.00   -10.00   -34.63    35.25    32.74    -0.11    -0.08    -0.54     0.34     1.19    14.99   -10.00     0.00     0.00
    15.00   -15.00   -38.60    35.37    35.37    -0.11    -0.17    -0.54     0.50     1.43    14.99   -15.01     0.00     0.00
    15.00   -20.00   -42.09    35.48    37.98    -0.11    -0.28    -0.54     0.65     1.67    14.99   -20.01     0.00     0.00
    15.00   -25.00   -45.18    35.58    40.57    -0.11    -0.43    -0.54     0.81     1.91    14.99   -25.02     0.00     0.00
    15.00   -30.00   -47.94    35.67    43.16    -0.11    -0.62    -0.54     0.95     2.15    14.99   -30.03     0.00     0.00
    20.00     0.00   -36.19    34.23    24.22    -0.21     0.00    -0.73     0.00     0.95    19.99     0.00     0.00     0.00
    20.00     5.00   -30.38    34.10    21.59    -0.21    -0.01    -0.73    -0.18     0.72    19.99     5.00     0.00     0.00
    20.00    10.00   -23.05    33.93    18.93    -0.21    -0.04    -0.73    -0.36     0.48    19.99    10.00     0.00     0.00
    20.00    15.00   -13.40    33.72    16.21    -0.21    -0.11    -0.73    -0.54     0.24    19.99    14.99     0.00     0.00
    20.00    20.00     0.00    33.42    13.41    -0.21    -0.21    -0.73    -0.73     0.00    19.99    19.99     0.00     0.00
    20.00    25.00    20.18    32.97    10.46    -0.21    -0.34    -0.73    -0.92    -0.24    19.99    24.98     0.00     0.00
    20.00    30.00    54.60    32.20     7.18    -0.21    -0.50    -0.73    -1.12    -0.48    19.99    29.97     0.00     0.00
    20.00     0.00   -36.19    34.23    24.22    -0.21     0.00    -0.73     0.00     0.95    19.99     0.00     0.00     0.00
    20.00    -5.00   -40.95    34.33    26.83    -0.21    -0.02    -0.73     0.17     1.19    19.99    -5.00     0.00     0.00
    20.00   -10.00   -44.94    34.42    29.42    -0.21    -0.08    -0.73     0.34     1.43    19.99   -10.00     0.00     0.00
    20.00   -15.00   -48.36    34.50    31.99    -0.21    -0.17    -0.73     0.50     1.67    19.99   -15.01     0.00     0.00
    20.00   -20.00   -51.33    34.56    34.55    -0.21    -0.28    -0.73     0.65     1.91    19.99   -20.01     0.00     0.00
    20.00   -25.00   -53.95    34.62    37.11    -0.21    -0.43    -0.73     0.81     2.15    19.99   -25.02     0.00     0.00
    20.00   -30.00   -56.29    34.67    39.66    -0.21    -0.62    -0.73     0.95     2.39    19.99   -30.03     0.00     0.00
    25.00     0.00   -50.52    33.36    20.85    -0.34     0.00    -0.92     0.00     1.19    24.98     0.00     0.00     0.00
    25.00     5.00   -46.01    33.30    18.29    -0.34    -0.01    -0.92    -0.18     0.95    24.98     5.00     0.00     0.00
    25.00    10.00   -40.15    33.22    15.71    -0.34    -0.04    -0.92    -0.36     0.72    24.98    10.00     0.00     0.00
    25.00    15.00   -32.13    33.12    13.11    -0.34    -0.11    -0.92    -0.54     0.48    24.98    14.99     0.00     0.00
    25.00    20.00   -20.18    32.97    10.46    -0.34    -0.21    -0.92    -0.73     0.24    24.98    19.99     0.00     0.00
    25.00    25.00     0.00    32.71     7.69    -0.34    -0.34    -0.92    -0.92     0.00    24.98    24.98     0.00     0.00
    25.00    30.00    42.85    32.16     4.64    -0.34    -0.50    -0.92    -1.12    -0.24    24.98    29.97     0.00     0.00
    25.00     0.00   -50.52    33.36    20.85    -0.34     0.00    -0.92     0.00     1.19    24.98     0.00     0.00     0.00
    25.00    -5.00   -54.15    33.40    23.39    -0.34    -0.02    -0.92     0.17     1.43    24.98    -5.00     0.00     0.00
    25.00   -10.00   -57.17    33.44    25.93    -0.34    -0.08    -0.92     0.34     1.67    24.98   -10.00     0.00     0.00
    25.00   -15.00   -59.74    33.47    28.46    -0.34    -0.17    -0.92     0.50     1.91    24.98   -15.01     0.00     0.00
    25.00   -20.00   -61.97    33.50    30.99    -0.34    -0.28    -0.92     0.65     2.15    24.98   -20.01     0.00     0.00
    25.00   -25.00   -63.93    33.53    33.51    -0.34    -0.43    -0.92     0.81     2.39    24.98   -25.02     0.00     0.00
    25.00   -30.00   -65.69    33.55    36.03    -0.34    -0.62    -0.92     0.95     2.63    24.98   -30.03     0.00     0.00
    30.00     0.00   -68.80    32.25    17.24    -0.50     0.00    -1.12     0.00     1.43    29.97     0.00     0.00     0.00
    30.00     5.00   -66.74    32.24    14.73    -0.50    -0.01    -1.12    -0.18     1.19    29.97     5.00     0.00     0.00
    30.00    10.00   -64.10    32.23    12.22    -0.50    -0.04    -1.12    -0.36     0.95    29.97    10.00     0.00     0.00
    30.00    15.00   -60.42    32.22     9.71    -0.50    -0.11    -1.12    -0.54     0.72    29.97    14.99     0.00     0.00
    30.00    20.00   -54.60    32.20     7.18    -0.50    -0.21    -1.12    -0.73     0.48    29.97    19.99     0.00     0.00
    30.00    25.00   -42.85    32.16     4.64    -0.50    -0.34    -1.12    -0.92     0.24    29.97    24.98     0.00     0.00
    30.00    30.00     0.00    32.02     2.00    -0.50    -0.50    -1.12    -1.12     0.00    29.97    29.97     0.00     0.00
    30.00     0.00   -68.80    32.25    17.24    -0.50     0.00    -1.12     0.00     1.43    29.97     0.00     0.00     0.00
    30.00    -5.00   -70.49    32.25    19.74    -0.50    -0.02    -1.12     0.17     1.67    29.97    -5.00     0.00     0.00
    30.00   -10.00   -71.95    32.26    22.25    -0.50    -0.08    -1.12     0.34     1.91    29.97   -10.00     0.00     0.00
    30.00   -15.00   -73.22    32.26    24.75    -0.50    -0.17    -1.12     0.50     2.15    29.97   -15.01     0.00     0.00
    30.00   -20.00   -74.37    32.27    27.25    -0.50    -0.28    -1.12     0.65     2.39    29.97   -20.01     0.00     0.00
    30.00   -25.00   -75.42    32.27    29.75    -0.50    -0.43    -1.12     0.81     2.63    29.97   -25.02     0.00     0.00
    30.00   -30.00   -76.39    32.27    32.25    -0.50    -0.62    -1.12     0.95     2.87    29.97   -30.03     0.00     0.00
     0.00     0.00     0.00    36.42    36.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
     0.00     5.00     6.94    36.00    33.50     0.00    -0.01     0.00    -0.18    -0.24     0.00     5.00     0.00     0.00
     0.00    10.00    15.03    35.51    30.51     0.00    -0.04     0.00    -0.36    -0.48     0.00    10.00     0.00     0.00
     0.00    15.00    24.62    34.93    27.43     0.00    -0.11     0.00    -0.54    -0.72     0.00    14.99     0.00     0.00
     0.00    20.00    36.19    34.23    24.22     0.00    -0.21     0.00    -0.73    -0.95     0.00    19.99     0.00     0.00
     0.00    25.00    50.52    33.36    20.85     0.00    -0.34     0.00    -0.92    -1.19     0.00    24.98     0.00     0.00
     0.00    30.00    68.80    32.25    17.24     0.00    -0.50     0.00    -1.12    -1.43     0.00    29.97     0.00     0.00
     0.00     0.00     0.00    36.42    36.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
     0.00    -5.00    -6.04    36.79    39.29     0.00    -0.02     0.00     0.17     0.24     0.00    -5.00     0.00     0.00
     0.00   -10.00   -11.35    37.11    42.11     0.00    -0.08     0.00     0.34     0.48     0.00   -10.00     0.00     0.00
     0.00   -15.00   -16.08    37.40    44.90     0.00    -0.17     0.00     0.50     0.72     0.00   -15.01     0.00     0.00
     0.00   -20.00   -20.32    37.66    47.65     0.00    -0.28     0.00     0.65     0.96     0.00   -20.01     0.00     0.00
     0.00   -25.00   -24.14    37.89    50.38     0.00    -0.43     0.00     0.81     1.20     0.00   -25.02     0.00     0.00
     0.00   -30.00   -27.62    38.10    53.09     0.00    -0.62     0.00     0.95     1.43     0.00   -30.03     0.00     0.00
    -5.00     0.00     6.04    36.79    39.29    -0.02     0.00     0.17     0.00    -0.24    -5.00     0.00     0.00     0.00
    -5.00     5.00    12.91    36.31    36.31    -0.02    -0.01     0.17    -0.18    -0.48    -5.00     5.00     0.00     0.00
    -5.00    10.00    20.81    35.75    33.25    -0.02    -0.04     0.17    -0.36    -0.72    -5.00    10.00     0.00     0.00
    -5.00    15.00    30.03    35.10    30.10    -0.02    -0.11     0.17    -0.54    -0.95    -5.00    14.99     0.00     0.00
    -5.00    20.00    40.95    34.33    26.83    -0.02    -0.21     0.17    -0.73    -1.19    -5.00    19.99     0.00     0.00
    -5.00    25.00    54.15    33.40    23.39    -0.02    -0.34     0.17    -0.92    -1.43    -5.00    24.98     0.00     0.00
    -5.00    30.00    70.49    32.25    19.74    -0.02    -0.50     0.17    -1.12    -1.67    -5.00    29.97     0.00     0.00
    -5.00     0.00     6.04    36.79    39.29    -0.02     0.00     0.17     0.00    -0.24    -5.00     0.00     0.00     0.00
    -5.00    -5.00     0.00    37.21    42.21    -0.02    -0.02     0.17     0.17     0.00    -5.00    -5.00     0.00     0.00
    -5.00   -10.00    -5.36    37.59    45.09    -0.02    -0.08     0.17     0.34     0.24    -5.00   -10.00     0.00     0.00
    -5.00   -15.00   -10.17    37.93    47.93    -0.02    -0.17     0.17     0.50     0.48    -5.00   -15.01     0.00     0.00
    -5.00   -20.00   -14.50    38.24    50.73    -0.02    -0.28     0.17     0.65     0.72    -5.00   -20.01     0.00     0.00
    -5.00   -25.00   -18.44    38.51    53.51    -0.02    -0.43     0.17     0.81     0.96    -5.00   -25.02     0.00     0.00
    -5.00   -30.00   -22.05    38.77    56.26    -0.02    -0.62     0.17     0.95     1.20    -5.00   -30.03     0.00     0.00
   -10.00     0.00    11.35    37.11    42.11    -0.08     0.00     0.34     0.00    -0.48   -10.00     0.00     0.00     0.00
   -10.00     5.00    18.10    36.57    39.07    -0.08    -0.01     0.34    -0.18    -0.72   -10.00     5.00     0.00     0.00
   -10.00    10.00    25.79    35.96    35.95    -0.08    -0.04     0.34    -0.36    -0.96   -10.00    10.00     0.00     0.00
   -10.00    15.00    34.63    35.25    32.74    -0.08    -0.11     0.34    -0.54    -1.19   -10.00    14.99     0.00     0.00
   -10.00    20.00    44.94    34.42    29.42    -0.08    -0.21     0.34    -0.73    -1.43   -10.00    19.99     0.00     0.00
   -10.00    25.00    57.17    33.44    25.93    -0.08    -0.34     0.34    -0.92    -1.67   -10.00    24.98     0.00     0.00
   -10.00    30.00    71.95    32.26    22.25    -0.08    -0.50     0.34    -1.12    -1.91   -10.00    29.97     0.00     0.00
   -10.00     0.00    11.35    37.11    42.11    -0.08     0.00     0.34     0.00    -0.48   -10.00     0.00     0.00     0.00
   -10.00    -5.00     5.36    37.59    45.09    -0.08    -0.02     0.34     0.17    -0.24   -10.00    -5.00     0.00     0.00
   -10.00   -10.00     0.00    38.02    48.02    -0.08    -0.08     0.34     0.34     0.00   -10.00   -10.00     0.00     0.00
   -10.00   -15.00    -4.84    38.41    50.91    -0.08    -0.17     0.34     0.50     0.24   -10.00   -15.01     0.00     0.00
   -10.00   -20.00    -9.23    38.76    53.76    -0.08    -0.28     0.34     0.65     0.48   -10.00   -20.01     0.00     0.00
   -10.00   -25.00   -13.24    39.08    56.58    -0.08    -0.43     0.34     0.81     0.72   -10.00   -25.02     0.00     0.00
   -10.00   -30.00   -16.93    39.38    59.37    -0.08    -0.62     0.34     0.95     0.96   -10.00   -30.03     0.00     0.00
   -15.00     0.00    16.08    37.40    44.90    -0.17     0.00     0.50     0.00    -0.72   -15.01     0.00     0.00     0.00
   -15.00     5.00    22.68    36.80    41.80    -0.17    -0.01     0.50    -0.18    -0.96   -15.01     5.00     0.00     0.00
   -15.00    10.00    30.13    36.14    38.63    -0.17    -0.04     0.50    -0.36    -1.19   -15.01    10.00     0.00     0.00
   -15.00    15.00    38.60    35.37    35.37    -0.17    -0.11     0.50    -0.54    -1.43   -15.01    14.99     0.00     0.00
   -15.00    20.00    48.36    34.50    31.99    -0.17    -0.21     0.50    -0.73    -1.67   -15.01    19.99     0.00     0.00
   -15.00    25.00    59.74    33.47    28.46    -0.17    -0.34     0.50    -0.92    -1.91   -15.01    24.98     0.00     0.00
   -15.00    30.00    73.22    32.26    24.75    -0.17    -0.50     0.50    -1.12    -2.15   -15.01    29.97     0.00     0.00
   -15.00     0.00    16.08    37.40    44.90    -0.17     0.00     0.50     0.00    -0.72   -15.01     0.00     0.00     0.00
   -15.00    -5.00    10.17    37.93    47.93    -0.17    -0.02     0.50     0.17    -0.48   -15.01    -5.00     0.00     0.00
   -15.00   -10.00     4.84    38.41    50.91    -0.17    -0.08     0.50     0.34    -0.24   -15.01   -10.00     0.00     0.00
   -15.00   -15.00     0.00    38.84    53.84    -0.17    -0.17     0.50     0.50     0.00   -15.01   -15.01     0.00     0.00
   -15.00   -20.00    -4.42    39.24    56.74    -0.17    -0.28     0.50     0.65     0.24   -15.01   -20.01     0.00     0.00
   -15.00   -25.00    -8.47    39.61    59.60    -0.17    -0.43     0.50     0.81     0.48   -15.01   -25.02     0.00     0.00
   -15.00   -30.00   -12.21    39.94    62.43    -0.17    -0.62     0.50     0.95     0.72   -15.01   -30.03     0.00     0.00
   -20.00     0.00    20.32    37.66    47.65    -0.28     0.00     0.65     0.00    -0.96   -20.01     0.00     0.00     0.00
   -20.00     5.00    26.76    37.01    44.51    -0.28    -0.01     0.65    -0.18    -1.19   -20.01     5.00     0.00     0.00
   -20.00    10.00    33.97    36.29    41.29    -0.28    -0.04     0.65    -0.36    -1.43   -20.01    10.00     0.00     0.00
   -20.00    15.00    42.09    35.48    37.98    -0.28    -0.11     0.65    -0.54    -1.67   -20.01    14.99     0.00     0.00
   -20.00    20.00    51.33    34.56    34.55    -0.28    -0.21     0.65    -0.73    -1.91   -20.01    19.99     0.00     0.00
   -20.00    25.00    61.97    33.50    30.99    -0.28    -0.34     0.65    -0.92    -2.15   -20.01    24.98     0.00     0.00
   -20.00    30.00    74.37    32.27    27.25    -0.28    -0.50     0.65    -1.12    -2.39   -20.01    29.97     0.00     0.00
   -20.00     0.00    20.32    37.66    47.65    -0.28     0.00     0.65     0.00    -0.96   -20.01     0.00     0.00     0.00
   -20.00    -5.00    14.50    38.24    50.73    -0.28    -0.02     0.65     0.17    -0.72   -20.01    -5.00     0.00     0.00
   -20.00   -10.00     9.23    38.76    53.76    -0.28    -0.08     0.65     0.34    -0.48   -20.01   -10.00     0.00     0.00
   -20.00   -15.00     4.42    39.24    56.74    -0.28    -0.17     0.65     0.50    -0.24   -20.01   -15.01     0.00     0.00
   -20.00   -20.00     0.00    39.68    59.67    -0.28    -0.28     0.65     0.65     0.00   -20.01   -20.01     0.00     0.00
   -20.00   -25.00    -4.07    40.09    62.58    -0.28    -0.43     0.65     0.81     0.24   -20.01   -25.02     0.00     0.00
   -20.00   -30.00    -7.84    40.46    65.45    -0.28    -0.62     0.65     0.95     0.48   -20.01   -30.03     0.00     0.00
   -25.00     0.00    24.14    37.89    50.38    -0.43     0.00     0.81     0.00    -1.20   -25.02     0.00     0.00     0.00
   -25.00     5.00    30.42    37.20    47.19    -0.43    -0.01     0.81    -0.18    -1.43   -25.02     5.00     0.00     0.00
   -25.00    10.00    37.39    36.44    43.93    -0.43    -0.04     0.81    -0.36    -1.67   -25.02    10.00     0.00     0.00
   -25.00    15.00    45.18    35.58    40.57    -0.43    -0.11     0.81    -0.54    -1.91   -25.02    14.99     0.00     0.00
   -25.00    20.00    53.95    34.62    37.11    -0.43    -0.21     0.81    -0.73    -2.15   -25.02    19.99     0.00     0.00
   -25.00    25.00    63.93    33.53    33.51    -0.43    -0.34     0.81    -0.92    -2.39   -25.02    24.98     0.00     0.00
   -25.00    30.00    75.42    32.27    29.75    -0.43    -0.50     0.81    -1.12    -2.63   -25.02    29.97     0.00     0.00
   -25.00     0.00    24.14    37.89    50.38    -0.43     0.00     0.81     0.00    -1.20   -25.02     0.00     0.00     0.00
   -25.00    -5.00    18.44    38.51    53.51    -0.43    -0.02     0.81     0.17    -0.96   -25.02    -5.00     0.00     0.00
   -25.00   -10.00    13.24    39.08    56.58    -0.43    -0.08     0.81     0.34    -0.72   -25.02   -10.00     0.00     0.00
   -25.00   -15.00     8.47    39.61    59.60    -0.43    -0.17     0.81     0.50    -0.48   -25.02   -15.01     0.00     0.00
   -25.00   -20.00     4.07    40.09    62.58    -0.43    -0.28     0.81     0.65    -0.24   -25.02   -20.01     0.00     0.00
   -25.00   -25.00     0.00    40.53    65.52    -0.43    -0.43     0.81     0.81     0.00   -25.02   -25.02     0.00     0.00
   -25.00   -30.00    -3.78    40.95    68.43    -0.43    -0.62     0.81     0.95     0.24   -25.02   -30.03     0.00     0.00
   -30.00     0.00    27.62    38.10    53.09    -0.62     0.00     0.95     0.00    -1.43   -30.03     0.00     0.00     0.00
   -30.00     5.00    33.74    37.37    49.86    -0.62    -0.01     0.95    -0.18    -1.67   -30.03     5.00     0.00     0.00
   -30.00    10.00    40.47    36.56    46.55    -0.62    -0.04     0.95    -0.36    -1.91   -30.03    10.00     0.00     0.00
   -30.00    15.00    47.94    35.67    43.16    -0.62    -0.11     0.95    -0.54    -2.15   -30.03    14.99     0.00     0.00
   -30.00    20.00    56.29    34.67    39.66    -0.62    -0.21     0.95    -0.73    -2.39   -30.03    19.99     0.00     0.00
   -30.00    25.00    65.69    33.55    36.03    -0.62    -0.34     0.95    -0.92    -2.63   -30.03    24.98     0.00     0.00
   -30.00    30.00    76.39    32.27    32.25    -0.62    -0.50     0.95    -1.12    -2.87   -30.03    29.97     0.00     0.00
   -30.00     0.00    27.62    38.10    53.09    -0.62     0.00     0.95     0.00    -1.43   -30.03     0.00     0.00     0.00
   -30.00    -5.00    22.05    38.77    56.26    -0.62    -0.02     0.95     0.17    -1.20   -30.03    -5.00     0.00     0.00
   -30.00   -10.00    16.93    39.38    59.37    -0.62    -0.08     0.95     0.34    -0.96   -30.03   -10.00     0.00     0.00
   -30.00   -15.00    12.21    39.94    62.43    -0.62    -0.17     0.95     0.50    -0.72   -30.03   -15.01     0.00     0.00
   -30.00   -20.00     7.84    40.46    65.45    -0.62    -0.28     0.95     0.65    -0.48   -30.03   -20.01     0.00     0.00
   -30.00   -25.00     3.78    40.95    68.43    -0.62    -0.43     0.95     0.81    -0.24   -30.03   -25.02     0.00     0.00
   -30.00   -30.00     0.00    41.40    71.38    -0.62    -0.62     0.95     0.95     0.00   -30.03   -30.03     0.00     0.00
