
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           Suspension Kinematics 2017                          

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    -5.00     0.00   100.00     0.06     0.05     0.37    -0.42    -5.00    -5.65    -0.17     0.21     0.08     0.10     0.00    -0.03     0.00    58.51
    -5.00     0.00  -100.00     0.06     0.07     0.37    -0.33    -5.00    -4.35    -0.17     0.13     0.08     0.07     0.00     0.03     0.00   -58.92
   -10.00   100.00     0.00     0.13     0.12     0.64    -0.68    -9.37   -10.00    -0.30     0.34     0.16     0.17    -0.03     0.00   -57.31     0.00
   -10.00  -100.00     0.00     0.11     0.12     0.71    -0.68   -10.64   -10.00    -0.37     0.34     0.18     0.17     0.03     0.00    56.92     0.00
   -10.00     0.00   100.00     0.12     0.11     0.68    -0.71   -10.00   -10.64    -0.34     0.37     0.17     0.18     0.00    -0.03     0.00    56.92
   -10.00     0.00  -100.00     0.12     0.13     0.68    -0.64   -10.00    -9.37    -0.34     0.30     0.17     0.16     0.00     0.03     0.00   -57.31
   -15.00   100.00     0.00     0.19     0.18     0.89    -0.91   -14.39   -15.01    -0.46     0.50     0.24     0.25    -0.03     0.00   -55.72     0.00
   -15.00  -100.00     0.00     0.17     0.18     0.94    -0.91   -15.62   -15.01    -0.53     0.50     0.26     0.25     0.03     0.00    55.34     0.00
   -15.00     0.00   100.00     0.18     0.17     0.91    -0.94   -15.01   -15.62    -0.50     0.53     0.25     0.26     0.00    -0.03     0.00    55.34
   -15.00     0.00  -100.00     0.18     0.19     0.91    -0.89   -15.01   -14.39    -0.50     0.46     0.25     0.24     0.00     0.03     0.00   -55.72
   -20.00   100.00     0.00     0.25     0.24     1.07    -1.08   -19.41   -20.01    -0.62     0.65     0.32     0.34    -0.03     0.00   -54.15     0.00
   -20.00  -100.00     0.00     0.23     0.24     1.10    -1.08   -20.61   -20.01    -0.69     0.65     0.35     0.34     0.04     0.00    53.79     0.00
   -20.00     0.00   100.00     0.24     0.23     1.08    -1.10   -20.01   -20.61    -0.65     0.69     0.34     0.35     0.00    -0.04     0.00    53.79
   -20.00     0.00  -100.00     0.24     0.25     1.08    -1.07   -20.01   -19.41    -0.65     0.62     0.34     0.32     0.00     0.03     0.00   -54.15
   -25.00   100.00     0.00     0.31     0.30     1.18    -1.19   -24.43   -25.02    -0.77     0.81     0.41     0.42    -0.02    -0.01   -52.59     0.00
   -25.00  -100.00     0.00     0.29     0.30     1.20    -1.19   -25.60   -25.02    -0.84     0.81     0.43     0.42     0.04    -0.01    52.25     0.00
   -25.00     0.00   100.00     0.30     0.29     1.19    -1.20   -25.02   -25.60    -0.81     0.84     0.42     0.43     0.01    -0.04     0.00    52.25
   -25.00     0.00  -100.00     0.30     0.31     1.19    -1.18   -25.02   -24.43    -0.81     0.77     0.42     0.41     0.01     0.02     0.00   -52.59
   -30.00   100.00     0.00     0.37     0.36     1.22    -1.22   -29.46   -30.03    -0.92     0.95     0.50     0.51    -0.02    -0.01   -51.05     0.00
   -30.00  -100.00     0.00     0.35     0.36     1.22    -1.22   -30.59   -30.03    -0.99     0.95     0.52     0.51     0.04    -0.01    50.73     0.00
   -30.00     0.00   100.00     0.36     0.35     1.22    -1.22   -30.03   -30.59    -0.95     0.99     0.51     0.52     0.01    -0.04     0.00    50.73
   -30.00     0.00  -100.00     0.36     0.37     1.22    -1.22   -30.03   -29.46    -0.95     0.92     0.51     0.50     0.01     0.02     0.00   -51.05
