
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           Suspension Kinematics 2017                          

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    15.00  -100.00     0.00     0.16     0.11    -1.32     1.31    14.99    14.99     1.05    -1.05     0.15     0.15    -0.27     0.20     0.13     0.00
    15.00     0.00   100.00     0.11     0.16    -1.31     1.32    14.99    14.99     1.05    -1.05     0.15     0.15    -0.20     0.27     0.00     0.13
    15.00     0.00  -100.00     0.11     0.06    -1.31     1.31    14.99    15.00     1.05    -1.05     0.15     0.15    -0.20     0.13     0.00    -0.19
    20.00   100.00     0.00     0.10     0.15    -1.91     1.92    19.99    19.99     1.24    -1.24     0.20     0.20    -0.13     0.20    -0.25     0.00
    20.00  -100.00     0.00     0.20     0.15    -1.92     1.92    19.99    19.99     1.25    -1.24     0.20     0.20    -0.27     0.20     0.17     0.00
    20.00     0.00   100.00     0.15     0.20    -1.92     1.92    19.99    19.99     1.24    -1.25     0.20     0.20    -0.20     0.27     0.00     0.17
    20.00     0.00  -100.00     0.15     0.10    -1.92     1.91    19.99    19.99     1.24    -1.24     0.20     0.20    -0.20     0.13     0.00    -0.25
    25.00   100.00     0.00     0.13     0.18    -2.60     2.60    24.98    24.98     1.45    -1.45     0.26     0.25    -0.13     0.20    -0.31     0.00
    25.00  -100.00     0.00     0.23     0.18    -2.61     2.60    24.98    24.98     1.45    -1.45     0.25     0.25    -0.27     0.20     0.20     0.00
    25.00     0.00   100.00     0.18     0.23    -2.60     2.61    24.98    24.98     1.45    -1.45     0.25     0.25    -0.20     0.27     0.00     0.20
    25.00     0.00  -100.00     0.18     0.13    -2.60     2.60    24.98    24.98     1.45    -1.45     0.25     0.26    -0.20     0.13     0.00    -0.31
    30.00   100.00     0.00     0.17     0.22    -3.37     3.37    29.97    29.97     1.66    -1.66     0.31     0.31    -0.13     0.20    -0.36     0.00
    30.00  -100.00     0.00     0.27     0.22    -3.38     3.37    29.97    29.97     1.66    -1.66     0.30     0.31    -0.27     0.20     0.22     0.00
    30.00     0.00   100.00     0.22     0.27    -3.37     3.38    29.97    29.97     1.66    -1.66     0.31     0.30    -0.20     0.27     0.00     0.22
    30.00     0.00  -100.00     0.22     0.17    -3.37     3.37    29.97    29.97     1.66    -1.66     0.31     0.31    -0.20     0.13     0.00    -0.36
    -5.00   100.00     0.00    -0.08    -0.04     0.28    -0.27    -5.00    -5.00     0.33    -0.33    -0.06    -0.05    -0.13     0.20     0.07     0.00
    -5.00  -100.00     0.00     0.01    -0.04     0.26    -0.27    -5.00    -5.00     0.33    -0.33    -0.04    -0.05    -0.27     0.20    -0.04     0.00
    -5.00     0.00   100.00    -0.04     0.01     0.27    -0.26    -5.00    -5.00     0.33    -0.33    -0.05    -0.04    -0.20     0.27     0.00    -0.04
    -5.00     0.00  -100.00    -0.04    -0.08     0.27    -0.28    -5.00    -5.00     0.33    -0.33    -0.05    -0.06    -0.20     0.13     0.00     0.07
   -10.00   100.00     0.00    -0.12    -0.07     0.47    -0.46   -10.00   -10.00     0.17    -0.17    -0.11    -0.10    -0.13     0.20     0.14     0.00
   -10.00  -100.00     0.00    -0.03    -0.07     0.45    -0.46   -10.00   -10.00     0.17    -0.17    -0.09    -0.10    -0.27     0.20    -0.08     0.00
   -10.00     0.00   100.00    -0.07    -0.03     0.46    -0.45   -10.00   -10.00     0.17    -0.17    -0.10    -0.09    -0.20     0.27     0.00    -0.08
   -10.00     0.00  -100.00    -0.07    -0.12     0.46    -0.47   -10.00   -10.00     0.17    -0.17    -0.10    -0.11    -0.20     0.13     0.00     0.14
   -15.00   100.00     0.00    -0.16    -0.11     0.58    -0.57   -15.01   -15.01     0.01    -0.01    -0.16    -0.15    -0.13     0.20     0.21     0.00
   -15.00  -100.00     0.00    -0.07    -0.11     0.56    -0.57   -15.00   -15.01     0.01    -0.01    -0.14    -0.15    -0.27     0.20    -0.12     0.00
   -15.00     0.00   100.00    -0.11    -0.07     0.57    -0.56   -15.01   -15.00     0.01    -0.01    -0.15    -0.14    -0.20     0.27     0.00    -0.12
   -15.00     0.00  -100.00    -0.11    -0.16     0.57    -0.58   -15.01   -15.01     0.01    -0.01    -0.15    -0.16    -0.20     0.13     0.00     0.21
   -20.00   100.00     0.00    -0.19    -0.15     0.60    -0.59   -20.01   -20.01    -0.14     0.14    -0.22    -0.20    -0.13     0.20     0.28     0.00
   -20.00  -100.00     0.00    -0.10    -0.15     0.58    -0.59   -20.01   -20.01    -0.14     0.14    -0.19    -0.20    -0.27     0.20    -0.16     0.00
   -20.00     0.00   100.00    -0.15    -0.10     0.59    -0.58   -20.01   -20.01    -0.14     0.14    -0.20    -0.19    -0.20     0.27     0.00    -0.16
   -20.00     0.00  -100.00    -0.15    -0.19     0.59    -0.60   -20.01   -20.01    -0.14     0.14    -0.20    -0.22    -0.20     0.13     0.00     0.28
   -25.00   100.00     0.00    -0.23    -0.19     0.54    -0.53   -25.02   -25.01    -0.28     0.28    -0.27    -0.26    -0.13     0.20     0.35     0.00
   -25.00  -100.00     0.00    -0.14    -0.19     0.53    -0.53   -25.01   -25.01    -0.28     0.28    -0.24    -0.26    -0.27     0.20    -0.20     0.00
   -25.00     0.00   100.00    -0.19    -0.14     0.53    -0.53   -25.01   -25.01    -0.28     0.28    -0.26    -0.24    -0.20     0.27     0.00    -0.20
   -25.00     0.00  -100.00    -0.19    -0.23     0.53    -0.54   -25.01   -25.02    -0.28     0.28    -0.26    -0.27    -0.20     0.13     0.00     0.35
   -30.00   100.00     0.00    -0.27    -0.22     0.40    -0.39   -30.02   -30.02    -0.42     0.42    -0.32    -0.31    -0.13     0.20     0.41     0.00
   -30.00  -100.00     0.00    -0.18    -0.22     0.38    -0.39   -30.02   -30.02    -0.42     0.42    -0.29    -0.31    -0.27     0.20    -0.23     0.00
   -30.00     0.00   100.00    -0.22    -0.18     0.39    -0.38   -30.02   -30.02    -0.42     0.42    -0.31    -0.29    -0.20     0.27     0.00    -0.23
   -30.00     0.00  -100.00    -0.22    -0.27     0.39    -0.40   -30.02   -30.02    -0.42     0.42    -0.31    -0.32    -0.20     0.13     0.00     0.41
