
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           Suspension Kinematics 2017                          

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    -5.00  -100.00     0.00     0.00    -0.04     0.29    -0.27    -5.20    -5.00     0.34    -0.33    -0.16    -0.05    -0.19     0.20    17.74     0.00
    -5.00     0.00   100.00    -0.04    -0.07     0.27    -0.26    -5.00    -4.81     0.33    -0.32    -0.05     0.06    -0.20     0.21     0.00   -17.56
    -5.00     0.00  -100.00    -0.04     0.00     0.27    -0.29    -5.00    -5.20     0.33    -0.34    -0.05    -0.16    -0.20     0.19     0.00    17.74
   -10.00   100.00     0.00    -0.11    -0.07     0.45    -0.46    -9.81   -10.00     0.16    -0.17     0.01    -0.10    -0.21     0.20   -17.59     0.00
   -10.00  -100.00     0.00    -0.04    -0.07     0.47    -0.46   -10.20   -10.00     0.18    -0.17    -0.21    -0.10    -0.19     0.20    17.77     0.00
   -10.00     0.00   100.00    -0.07    -0.11     0.46    -0.45   -10.00    -9.81     0.17    -0.16    -0.10     0.01    -0.20     0.21     0.00   -17.59
   -10.00     0.00  -100.00    -0.07    -0.04     0.46    -0.47   -10.00   -10.20     0.17    -0.18    -0.10    -0.21    -0.20     0.19     0.00    17.77
   -15.00   100.00     0.00    -0.15    -0.11     0.56    -0.57   -14.81   -15.01     0.00    -0.01    -0.04    -0.15    -0.21     0.20   -17.62     0.00
   -15.00  -100.00     0.00    -0.08    -0.11     0.58    -0.57   -15.20   -15.01     0.02    -0.01    -0.27    -0.15    -0.19     0.20    17.80     0.00
   -15.00     0.00   100.00    -0.11    -0.15     0.57    -0.56   -15.01   -14.81     0.01     0.00    -0.15    -0.04    -0.20     0.21     0.00   -17.62
   -15.00     0.00  -100.00    -0.11    -0.08     0.57    -0.58   -15.01   -15.20     0.01    -0.02    -0.15    -0.27    -0.20     0.19     0.00    17.80
   -20.00   100.00     0.00    -0.18    -0.15     0.59    -0.59   -19.81   -20.01    -0.15     0.14    -0.09    -0.20    -0.21     0.20   -17.64     0.00
   -20.00  -100.00     0.00    -0.12    -0.15     0.60    -0.59   -20.21   -20.01    -0.13     0.14    -0.32    -0.20    -0.19     0.20    17.83     0.00
   -20.00     0.00   100.00    -0.15    -0.18     0.59    -0.59   -20.01   -19.81    -0.14     0.15    -0.20    -0.09    -0.20     0.21     0.00   -17.64
   -20.00     0.00  -100.00    -0.15    -0.12     0.59    -0.60   -20.01   -20.21    -0.14     0.13    -0.20    -0.32    -0.20     0.19     0.00    17.83
   -25.00   100.00     0.00    -0.22    -0.19     0.53    -0.53   -24.82   -25.01    -0.30     0.28    -0.14    -0.26    -0.21     0.20   -17.67     0.00
   -25.00  -100.00     0.00    -0.15    -0.19     0.53    -0.53   -25.21   -25.01    -0.27     0.28    -0.37    -0.26    -0.18     0.20    17.86     0.00
   -25.00     0.00   100.00    -0.19    -0.22     0.53    -0.53   -25.01   -24.82    -0.28     0.30    -0.26    -0.14    -0.20     0.21     0.00   -17.67
   -25.00     0.00  -100.00    -0.19    -0.15     0.53    -0.53   -25.01   -25.21    -0.28     0.27    -0.26    -0.37    -0.20     0.18     0.00    17.86
   -30.00   100.00     0.00    -0.25    -0.22     0.39    -0.39   -29.82   -30.02    -0.43     0.42    -0.19    -0.31    -0.21     0.20   -17.69     0.00
   -30.00  -100.00     0.00    -0.19    -0.22     0.39    -0.39   -30.22   -30.02    -0.41     0.42    -0.42    -0.31    -0.18     0.20    17.88     0.00
   -30.00     0.00   100.00    -0.22    -0.25     0.39    -0.39   -30.02   -29.82    -0.42     0.43    -0.31    -0.19    -0.20     0.21     0.00   -17.69
   -30.00     0.00  -100.00    -0.22    -0.19     0.39    -0.39   -30.02   -30.22    -0.42     0.41    -0.31    -0.42    -0.20     0.18     0.00    17.88
