
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Suspension Kinematics 2017                          

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
     5.00     0.00   -10.60    45.95    43.45     0.05     0.00    -1.18    -1.00     0.24     5.00     0.00     0.00     0.00
     5.00    -5.00   -19.85    46.58    46.58     0.05    -0.05    -1.18    -0.83     0.49     5.00    -5.00     0.00     0.00
     5.00   -10.00   -28.00    47.13    49.63     0.05    -0.11    -1.18    -0.67     0.73     5.00   -10.00     0.00     0.00
     5.00   -15.00   -35.25    47.63    52.63     0.05    -0.16    -1.18    -0.51     0.97     5.00   -15.01     0.00     0.00
     5.00   -20.00   -41.73    48.07    55.57     0.05    -0.22    -1.18    -0.36     1.22     5.00   -20.01     0.00     0.00
     5.00   -25.00   -47.58    48.47    58.46     0.05    -0.28    -1.18    -0.22     1.46     5.00   -25.01     0.00     0.00
     5.00   -30.00   -52.89    48.83    61.32     0.05    -0.34    -1.18    -0.08     1.70     5.00   -30.02     0.00     0.00
    10.00     0.00   -22.75    44.99    39.98     0.10     0.00    -1.36    -1.00     0.49    10.00     0.00     0.00     0.00
    10.00     5.00   -12.29    44.39    36.89     0.10     0.05    -1.36    -1.18     0.24    10.00     5.00     0.00     0.00
    10.00    10.00     0.00    43.69    33.69     0.10     0.10    -1.36    -1.36     0.00    10.00    10.00     0.00     0.00
    10.00    15.00    14.69    42.85    30.35     0.10     0.16    -1.36    -1.55    -0.24    10.00    14.99     0.00     0.00
    10.00    20.00    32.62    41.83    26.82     0.10     0.21    -1.36    -1.74    -0.49    10.00    19.99     0.00     0.00
    10.00    25.00    55.05    40.55    23.04     0.10     0.27    -1.36    -1.95    -0.73    10.00    24.98     0.00     0.00
    10.00    30.00    84.02    38.90    18.88     0.10     0.33    -1.36    -2.16    -0.97    10.00    29.97     0.00     0.00
    10.00     0.00   -22.75    44.99    39.98     0.10     0.00    -1.36    -1.00     0.49    10.00     0.00     0.00     0.00
    10.00    -5.00   -31.77    45.50    43.00     0.10    -0.05    -1.36    -0.83     0.73    10.00    -5.00     0.00     0.00
    10.00   -10.00   -39.64    45.95    45.95     0.10    -0.11    -1.36    -0.67     0.97    10.00   -10.00     0.00     0.00
    10.00   -15.00   -46.59    46.34    48.84     0.10    -0.16    -1.36    -0.51     1.21    10.00   -15.01     0.00     0.00
    10.00   -20.00   -52.76    46.70    51.69     0.10    -0.22    -1.36    -0.36     1.46    10.00   -20.01     0.00     0.00
    10.00   -25.00   -58.29    47.01    54.51     0.10    -0.28    -1.36    -0.22     1.70    10.00   -25.01     0.00     0.00
    10.00   -30.00   -63.27    47.30    57.29     0.10    -0.34    -1.36    -0.08     1.95    10.00   -30.02     0.00     0.00
    15.00     0.00   -36.84    43.87    36.37     0.16     0.00    -1.55    -1.00     0.73    14.99     0.00     0.00     0.00
    15.00     5.00   -26.75    43.40    33.40     0.16     0.05    -1.55    -1.18     0.49    14.99     5.00     0.00     0.00
    15.00    10.00   -14.69    42.85    30.35     0.16     0.10    -1.55    -1.36     0.24    14.99    10.00     0.00     0.00
    15.00    15.00     0.00    42.17    27.17     0.16     0.16    -1.55    -1.55     0.00    14.99    14.99     0.00     0.00
    15.00    20.00    18.38    41.33    23.82     0.16     0.21    -1.55    -1.74    -0.24    14.99    19.99     0.00     0.00
    15.00    25.00    42.12    40.24    20.23     0.16     0.27    -1.55    -1.95    -0.49    14.99    24.98     0.00     0.00
    15.00    30.00    74.12    38.77    16.25     0.16     0.33    -1.55    -2.16    -0.73    14.99    29.97     0.00     0.00
    15.00     0.00   -36.84    43.87    36.37     0.16     0.00    -1.55    -1.00     0.73    14.99     0.00     0.00     0.00
    15.00    -5.00   -45.43    44.26    39.26     0.16    -0.05    -1.55    -0.83     0.97    14.99    -5.00     0.00     0.00
    15.00   -10.00   -52.85    44.60    42.10     0.16    -0.11    -1.55    -0.67     1.21    14.99   -10.00     0.00     0.00
    15.00   -15.00   -59.33    44.90    44.90     0.16    -0.16    -1.55    -0.51     1.46    14.99   -15.01     0.00     0.00
    15.00   -20.00   -65.05    45.16    47.66     0.16    -0.22    -1.55    -0.36     1.70    14.99   -20.01     0.00     0.00
    15.00   -25.00   -70.14    45.40    50.39     0.16    -0.28    -1.55    -0.22     1.94    14.99   -25.01     0.00     0.00
    15.00   -30.00   -74.70    45.61    53.10     0.16    -0.34    -1.55    -0.08     2.19    14.99   -30.02     0.00     0.00
    20.00     0.00   -53.40    42.55    32.55     0.21     0.00    -1.74    -1.00     0.97    19.99     0.00     0.00     0.00
    20.00     5.00   -44.03    42.23    29.72     0.21     0.05    -1.74    -1.18     0.73    19.99     5.00     0.00     0.00
    20.00    10.00   -32.62    41.83    26.82     0.21     0.10    -1.74    -1.36     0.49    19.99    10.00     0.00     0.00
    20.00    15.00   -18.38    41.33    23.82     0.21     0.16    -1.74    -1.55     0.24    19.99    14.99     0.00     0.00
    20.00    20.00     0.00    40.69    20.68     0.21     0.21    -1.74    -1.74     0.00    19.99    19.99     0.00     0.00
    20.00    25.00    24.76    39.82    17.31     0.21     0.27    -1.74    -1.95    -0.24    19.99    24.98     0.00     0.00
    20.00    30.00    60.14    38.58    13.57     0.21     0.33    -1.74    -2.16    -0.49    19.99    29.97     0.00     0.00
    20.00     0.00   -53.40    42.55    32.55     0.21     0.00    -1.74    -1.00     0.97    19.99     0.00     0.00     0.00
    20.00    -5.00   -61.27    42.83    35.32     0.21    -0.05    -1.74    -0.83     1.21    19.99    -5.00     0.00     0.00
    20.00   -10.00   -67.97    43.06    38.06     0.21    -0.11    -1.74    -0.67     1.46    19.99   -10.00     0.00     0.00
    20.00   -15.00   -73.78    43.27    40.76     0.21    -0.16    -1.74    -0.51     1.70    19.99   -15.01     0.00     0.00
    20.00   -20.00   -78.86    43.44    43.44     0.21    -0.22    -1.74    -0.36     1.94    19.99   -20.01     0.00     0.00
    20.00   -25.00   -83.34    43.60    46.09     0.21    -0.28    -1.74    -0.22     2.19    19.99   -25.01     0.00     0.00
    20.00   -30.00   -87.34    43.74    48.73     0.21    -0.34    -1.74    -0.08     2.43    19.99   -30.02     0.00     0.00
    25.00     0.00   -73.20    40.98    28.48     0.27     0.00    -1.95    -1.00     1.21    24.98     0.00     0.00     0.00
    25.00     5.00   -65.11    40.79    25.78     0.27     0.05    -1.95    -1.18     0.97    24.98     5.00     0.00     0.00
    25.00    10.00   -55.05    40.55    23.04     0.27     0.10    -1.95    -1.36     0.73    24.98    10.00     0.00     0.00
    25.00    15.00   -42.12    40.24    20.23     0.27     0.16    -1.95    -1.55     0.49    24.98    14.99     0.00     0.00
    25.00    20.00   -24.76    39.82    17.31     0.27     0.21    -1.95    -1.74     0.24    24.98    19.99     0.00     0.00
    25.00    25.00     0.00    39.23    14.21     0.27     0.27    -1.95    -1.95     0.00    24.98    24.98     0.00     0.00
    25.00    30.00    38.55    38.30    10.78     0.27     0.33    -1.95    -2.16    -0.24    24.98    29.97     0.00     0.00
    25.00     0.00   -73.20    40.98    28.48     0.27     0.00    -1.95    -1.00     1.21    24.98     0.00     0.00     0.00
    25.00    -5.00   -79.87    41.14    31.14     0.27    -0.05    -1.95    -0.83     1.46    24.98    -5.00     0.00     0.00
    25.00   -10.00   -85.49    41.28    33.77     0.27    -0.11    -1.95    -0.67     1.70    24.98   -10.00     0.00     0.00
    25.00   -15.00   -90.31    41.40    36.39     0.27    -0.16    -1.95    -0.51     1.94    24.98   -15.01     0.00     0.00
    25.00   -20.00   -94.49    41.50    38.99     0.27    -0.22    -1.95    -0.36     2.19    24.98   -20.01     0.00     0.00
    25.00   -25.00   -98.16    41.58    41.57     0.27    -0.28    -1.95    -0.22     2.43    24.98   -25.01     0.00     0.00
    25.00   -30.00  -101.42    41.66    44.15     0.27    -0.34    -1.95    -0.08     2.67    24.98   -30.02     0.00     0.00
    30.00     0.00   -97.33    39.07    24.06     0.33     0.00    -2.16    -1.00     1.46    29.97     0.00     0.00     0.00
    30.00     5.00   -91.47    38.99    21.48     0.33     0.05    -2.16    -1.18     1.21    29.97     5.00     0.00     0.00
    30.00    10.00   -84.02    38.90    18.88     0.33     0.10    -2.16    -1.36     0.97    29.97    10.00     0.00     0.00
    30.00    15.00   -74.12    38.77    16.25     0.33     0.16    -2.16    -1.55     0.73    29.97    14.99     0.00     0.00
    30.00    20.00   -60.14    38.58    13.57     0.33     0.21    -2.16    -1.74     0.49    29.97    19.99     0.00     0.00
    30.00    25.00   -38.55    38.30    10.78     0.33     0.27    -2.16    -1.95     0.24    29.97    24.98     0.00     0.00
    30.00    30.00     0.00    37.79     7.77     0.33     0.33    -2.16    -2.16     0.00    29.97    29.97     0.00     0.00
    30.00     0.00   -97.33    39.07    24.06     0.33     0.00    -2.16    -1.00     1.46    29.97     0.00     0.00     0.00
    30.00    -5.00  -102.09    39.13    26.62     0.33    -0.05    -2.16    -0.83     1.70    29.97    -5.00     0.00     0.00
    30.00   -10.00  -106.06    39.19    29.17     0.33    -0.11    -2.16    -0.67     1.94    29.97   -10.00     0.00     0.00
    30.00   -15.00  -109.44    39.23    31.72     0.33    -0.16    -2.16    -0.51     2.18    29.97   -15.01     0.00     0.00
    30.00   -20.00  -112.37    39.27    34.26     0.33    -0.22    -2.16    -0.36     2.43    29.97   -20.01     0.00     0.00
    30.00   -25.00  -114.93    39.30    36.79     0.33    -0.28    -2.16    -0.22     2.67    29.97   -25.01     0.00     0.00
    30.00   -30.00  -117.20    39.33    39.32     0.33    -0.34    -2.16    -0.08     2.92    29.97   -30.02     0.00     0.00
     0.00     0.00     0.00    46.79    46.79     0.00     0.00    -1.00    -1.00     0.00     0.00     0.00     0.00     0.00
     0.00     5.00    10.60    45.95    43.45     0.00     0.05    -1.00    -1.18    -0.24     0.00     5.00     0.00     0.00
     0.00    10.00    22.75    44.99    39.98     0.00     0.10    -1.00    -1.36    -0.49     0.00    10.00     0.00     0.00
     0.00    15.00    36.84    43.87    36.37     0.00     0.16    -1.00    -1.55    -0.73     0.00    14.99     0.00     0.00
     0.00    20.00    53.40    42.55    32.55     0.00     0.21    -1.00    -1.74    -0.97     0.00    19.99     0.00     0.00
     0.00    25.00    73.20    40.98    28.48     0.00     0.27    -1.00    -1.95    -1.21     0.00    24.98     0.00     0.00
     0.00    30.00    97.33    39.07    24.06     0.00     0.33    -1.00    -2.16    -1.46     0.00    29.97     0.00     0.00
     0.00     0.00     0.00    46.79    46.79     0.00     0.00    -1.00    -1.00     0.00     0.00     0.00     0.00     0.00
     0.00    -5.00    -9.34    47.53    50.03     0.00    -0.05    -1.00    -0.83     0.24     0.00    -5.00     0.00     0.00
     0.00   -10.00   -17.64    48.19    53.19     0.00    -0.11    -1.00    -0.67     0.49     0.00   -10.00     0.00     0.00
     0.00   -15.00   -25.08    48.78    56.28     0.00    -0.16    -1.00    -0.51     0.73     0.00   -15.01     0.00     0.00
     0.00   -20.00   -31.78    49.31    59.31     0.00    -0.22    -1.00    -0.36     0.97     0.00   -20.01     0.00     0.00
     0.00   -25.00   -37.86    49.79    62.29     0.00    -0.28    -1.00    -0.22     1.22     0.00   -25.01     0.00     0.00
     0.00   -30.00   -43.40    50.23    65.22     0.00    -0.34    -1.00    -0.08     1.46     0.00   -30.02     0.00     0.00
    -5.00     0.00     9.34    47.53    50.03    -0.05     0.00    -0.83    -1.00    -0.24    -5.00     0.00     0.00     0.00
    -5.00     5.00    19.85    46.58    46.58    -0.05     0.05    -0.83    -1.18    -0.49    -5.00     5.00     0.00     0.00
    -5.00    10.00    31.77    45.50    43.00    -0.05     0.10    -0.83    -1.36    -0.73    -5.00    10.00     0.00     0.00
    -5.00    15.00    45.43    44.26    39.26    -0.05     0.16    -0.83    -1.55    -0.97    -5.00    14.99     0.00     0.00
    -5.00    20.00    61.27    42.83    35.32    -0.05     0.21    -0.83    -1.74    -1.21    -5.00    19.99     0.00     0.00
    -5.00    25.00    79.87    41.14    31.14    -0.05     0.27    -0.83    -1.95    -1.46    -5.00    24.98     0.00     0.00
    -5.00    30.00   102.09    39.13    26.62    -0.05     0.33    -0.83    -2.16    -1.70    -5.00    29.97     0.00     0.00
    -5.00     0.00     9.34    47.53    50.03    -0.05     0.00    -0.83    -1.00    -0.24    -5.00     0.00     0.00     0.00
    -5.00    -5.00     0.00    48.38    53.38    -0.05    -0.05    -0.83    -0.83     0.00    -5.00    -5.00     0.00     0.00
    -5.00   -10.00    -8.37    49.13    56.63    -0.05    -0.11    -0.83    -0.67     0.24    -5.00   -10.00     0.00     0.00
    -5.00   -15.00   -15.91    49.82    59.81    -0.05    -0.16    -0.83    -0.51     0.49    -5.00   -15.01     0.00     0.00
    -5.00   -20.00   -22.75    50.44    62.93    -0.05    -0.22    -0.83    -0.36     0.73    -5.00   -20.01     0.00     0.00
    -5.00   -25.00   -28.98    51.00    65.99    -0.05    -0.28    -0.83    -0.22     0.97    -5.00   -25.01     0.00     0.00
    -5.00   -30.00   -34.69    51.52    69.01    -0.05    -0.34    -0.83    -0.08     1.22    -5.00   -30.02     0.00     0.00
   -10.00     0.00    17.64    48.19    53.19    -0.11     0.00    -0.67    -1.00    -0.49   -10.00     0.00     0.00     0.00
   -10.00     5.00    28.00    47.13    49.63    -0.11     0.05    -0.67    -1.18    -0.73   -10.00     5.00     0.00     0.00
   -10.00    10.00    39.64    45.95    45.95    -0.11     0.10    -0.67    -1.36    -0.97   -10.00    10.00     0.00     0.00
   -10.00    15.00    52.85    44.60    42.10    -0.11     0.16    -0.67    -1.55    -1.21   -10.00    14.99     0.00     0.00
   -10.00    20.00    67.97    43.06    38.06    -0.11     0.21    -0.67    -1.74    -1.46   -10.00    19.99     0.00     0.00
   -10.00    25.00    85.49    41.28    33.77    -0.11     0.27    -0.67    -1.95    -1.70   -10.00    24.98     0.00     0.00
   -10.00    30.00   106.06    39.19    29.17    -0.11     0.33    -0.67    -2.16    -1.94   -10.00    29.97     0.00     0.00
   -10.00     0.00    17.64    48.19    53.19    -0.11     0.00    -0.67    -1.00    -0.49   -10.00     0.00     0.00     0.00
   -10.00    -5.00     8.37    49.13    56.63    -0.11    -0.05    -0.67    -0.83    -0.24   -10.00    -5.00     0.00     0.00
   -10.00   -10.00     0.00    49.99    59.98    -0.11    -0.11    -0.67    -0.67     0.00   -10.00   -10.00     0.00     0.00
   -10.00   -15.00    -7.59    50.76    63.26    -0.11    -0.16    -0.67    -0.51     0.24   -10.00   -15.01     0.00     0.00
   -10.00   -20.00   -14.51    51.46    66.46    -0.11    -0.22    -0.67    -0.36     0.49   -10.00   -20.01     0.00     0.00
   -10.00   -25.00   -20.84    52.11    69.60    -0.11    -0.28    -0.67    -0.22     0.73   -10.00   -25.01     0.00     0.00
   -10.00   -30.00   -26.67    52.70    72.69    -0.11    -0.34    -0.67    -0.08     0.97   -10.00   -30.02     0.00     0.00
   -15.00     0.00    25.08    48.78    56.28    -0.16     0.00    -0.51    -1.00    -0.73   -15.01     0.00     0.00     0.00
   -15.00     5.00    35.25    47.63    52.63    -0.16     0.05    -0.51    -1.18    -0.97   -15.01     5.00     0.00     0.00
   -15.00    10.00    46.59    46.34    48.84    -0.16     0.10    -0.51    -1.36    -1.21   -15.01    10.00     0.00     0.00
   -15.00    15.00    59.33    44.90    44.90    -0.16     0.16    -0.51    -1.55    -1.46   -15.01    14.99     0.00     0.00
   -15.00    20.00    73.78    43.27    40.76    -0.16     0.21    -0.51    -1.74    -1.70   -15.01    19.99     0.00     0.00
   -15.00    25.00    90.31    41.40    36.39    -0.16     0.27    -0.51    -1.95    -1.94   -15.01    24.98     0.00     0.00
   -15.00    30.00   109.44    39.23    31.72    -0.16     0.33    -0.51    -2.16    -2.18   -15.01    29.97     0.00     0.00
   -15.00     0.00    25.08    48.78    56.28    -0.16     0.00    -0.51    -1.00    -0.73   -15.01     0.00     0.00     0.00
   -15.00    -5.00    15.91    49.82    59.81    -0.16    -0.05    -0.51    -0.83    -0.49   -15.01    -5.00     0.00     0.00
   -15.00   -10.00     7.59    50.76    63.26    -0.16    -0.11    -0.51    -0.67    -0.24   -15.01   -10.00     0.00     0.00
   -15.00   -15.00     0.00    51.62    66.61    -0.16    -0.16    -0.51    -0.51     0.00   -15.01   -15.01     0.00     0.00
   -15.00   -20.00    -6.95    52.40    69.90    -0.16    -0.22    -0.51    -0.36     0.24   -15.01   -20.01     0.00     0.00
   -15.00   -25.00   -13.35    53.13    73.12    -0.16    -0.28    -0.51    -0.22     0.49   -15.01   -25.01     0.00     0.00
   -15.00   -30.00   -19.26    53.80    76.29    -0.16    -0.34    -0.51    -0.08     0.73   -15.01   -30.02     0.00     0.00
   -20.00     0.00    31.78    49.31    59.31    -0.22     0.00    -0.36    -1.00    -0.97   -20.01     0.00     0.00     0.00
   -20.00     5.00    41.73    48.07    55.57    -0.22     0.05    -0.36    -1.18    -1.22   -20.01     5.00     0.00     0.00
   -20.00    10.00    52.76    46.70    51.69    -0.22     0.10    -0.36    -1.36    -1.46   -20.01    10.00     0.00     0.00
   -20.00    15.00    65.05    45.16    47.66    -0.22     0.16    -0.36    -1.55    -1.70   -20.01    14.99     0.00     0.00
   -20.00    20.00    78.86    43.44    43.44    -0.22     0.21    -0.36    -1.74    -1.94   -20.01    19.99     0.00     0.00
   -20.00    25.00    94.49    41.50    38.99    -0.22     0.27    -0.36    -1.95    -2.19   -20.01    24.98     0.00     0.00
   -20.00    30.00   112.37    39.27    34.26    -0.22     0.33    -0.36    -2.16    -2.43   -20.01    29.97     0.00     0.00
   -20.00     0.00    31.78    49.31    59.31    -0.22     0.00    -0.36    -1.00    -0.97   -20.01     0.00     0.00     0.00
   -20.00    -5.00    22.75    50.44    62.93    -0.22    -0.05    -0.36    -0.83    -0.73   -20.01    -5.00     0.00     0.00
   -20.00   -10.00    14.51    51.46    66.46    -0.22    -0.11    -0.36    -0.67    -0.49   -20.01   -10.00     0.00     0.00
   -20.00   -15.00     6.95    52.40    69.90    -0.22    -0.16    -0.36    -0.51    -0.24   -20.01   -15.01     0.00     0.00
   -20.00   -20.00     0.00    53.27    73.26    -0.22    -0.22    -0.36    -0.36     0.00   -20.01   -20.01     0.00     0.00
   -20.00   -25.00    -6.42    54.07    76.56    -0.22    -0.28    -0.36    -0.22     0.24   -20.01   -25.01     0.00     0.00
   -20.00   -30.00   -12.38    54.81    79.80    -0.22    -0.34    -0.36    -0.08     0.49   -20.01   -30.02     0.00     0.00
   -25.00     0.00    37.86    49.79    62.29    -0.28     0.00    -0.22    -1.00    -1.22   -25.01     0.00     0.00     0.00
   -25.00     5.00    47.58    48.47    58.46    -0.28     0.05    -0.22    -1.18    -1.46   -25.01     5.00     0.00     0.00
   -25.00    10.00    58.29    47.01    54.51    -0.28     0.10    -0.22    -1.36    -1.70   -25.01    10.00     0.00     0.00
   -25.00    15.00    70.14    45.40    50.39    -0.28     0.16    -0.22    -1.55    -1.94   -25.01    14.99     0.00     0.00
   -25.00    20.00    83.34    43.60    46.09    -0.28     0.21    -0.22    -1.74    -2.19   -25.01    19.99     0.00     0.00
   -25.00    25.00    98.16    41.58    41.57    -0.28     0.27    -0.22    -1.95    -2.43   -25.01    24.98     0.00     0.00
   -25.00    30.00   114.93    39.30    36.79    -0.28     0.33    -0.22    -2.16    -2.67   -25.01    29.97     0.00     0.00
   -25.00     0.00    37.86    49.79    62.29    -0.28     0.00    -0.22    -1.00    -1.22   -25.01     0.00     0.00     0.00
   -25.00    -5.00    28.98    51.00    65.99    -0.28    -0.05    -0.22    -0.83    -0.97   -25.01    -5.00     0.00     0.00
   -25.00   -10.00    20.84    52.11    69.60    -0.28    -0.11    -0.22    -0.67    -0.73   -25.01   -10.00     0.00     0.00
   -25.00   -15.00    13.35    53.13    73.12    -0.28    -0.16    -0.22    -0.51    -0.49   -25.01   -15.01     0.00     0.00
   -25.00   -20.00     6.42    54.07    76.56    -0.28    -0.22    -0.22    -0.36    -0.24   -25.01   -20.01     0.00     0.00
   -25.00   -25.00     0.00    54.94    79.94    -0.28    -0.28    -0.22    -0.22     0.00   -25.01   -25.01     0.00     0.00
   -25.00   -30.00    -5.97    55.76    83.25    -0.28    -0.34    -0.22    -0.08     0.24   -25.01   -30.02     0.00     0.00
   -30.00     0.00    43.40    50.23    65.22    -0.34     0.00    -0.08    -1.00    -1.46   -30.02     0.00     0.00     0.00
   -30.00     5.00    52.89    48.83    61.32    -0.34     0.05    -0.08    -1.18    -1.70   -30.02     5.00     0.00     0.00
   -30.00    10.00    63.27    47.30    57.29    -0.34     0.10    -0.08    -1.36    -1.95   -30.02    10.00     0.00     0.00
   -30.00    15.00    74.70    45.61    53.10    -0.34     0.16    -0.08    -1.55    -2.19   -30.02    14.99     0.00     0.00
   -30.00    20.00    87.34    43.74    48.73    -0.34     0.21    -0.08    -1.74    -2.43   -30.02    19.99     0.00     0.00
   -30.00    25.00   101.42    41.66    44.15    -0.34     0.27    -0.08    -1.95    -2.67   -30.02    24.98     0.00     0.00
   -30.00    30.00   117.20    39.33    39.32    -0.34     0.33    -0.08    -2.16    -2.92   -30.02    29.97     0.00     0.00
   -30.00     0.00    43.40    50.23    65.22    -0.34     0.00    -0.08    -1.00    -1.46   -30.02     0.00     0.00     0.00
   -30.00    -5.00    34.69    51.52    69.01    -0.34    -0.05    -0.08    -0.83    -1.22   -30.02    -5.00     0.00     0.00
   -30.00   -10.00    26.67    52.70    72.69    -0.34    -0.11    -0.08    -0.67    -0.97   -30.02   -10.00     0.00     0.00
   -30.00   -15.00    19.26    53.80    76.29    -0.34    -0.16    -0.08    -0.51    -0.73   -30.02   -15.01     0.00     0.00
   -30.00   -20.00    12.38    54.81    79.80    -0.34    -0.22    -0.08    -0.36    -0.49   -30.02   -20.01     0.00     0.00
   -30.00   -25.00     5.97    55.76    83.25    -0.34    -0.28    -0.08    -0.22    -0.24   -30.02   -25.01     0.00     0.00
   -30.00   -30.00     0.00    56.64    86.63    -0.34    -0.34    -0.08    -0.08     0.00   -30.02   -30.02     0.00     0.00
