
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           Suspension Kinematics 2017                          

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
   -10.00     0.00   100.00     0.12     0.09     0.68    -0.70   -10.00   -10.33    -0.34     0.35     0.17     0.28     0.00     0.01     0.00    29.45
   -10.00     0.00  -100.00     0.12     0.15     0.68    -0.66   -10.00    -9.68    -0.34     0.32     0.17     0.06     0.00    -0.01     0.00   -29.37
   -15.00   100.00     0.00     0.15     0.18     0.93    -0.91   -15.34   -15.01    -0.51     0.50     0.37     0.25    -0.01     0.00    29.57     0.00
   -15.00  -100.00     0.00     0.21     0.18     0.90    -0.91   -14.68   -15.01    -0.49     0.50     0.14     0.25     0.01     0.00   -29.49     0.00
   -15.00     0.00   100.00     0.18     0.15     0.91    -0.93   -15.01   -15.34    -0.50     0.51     0.25     0.37     0.00     0.01     0.00    29.57
   -15.00     0.00  -100.00     0.18     0.21     0.91    -0.90   -15.01   -14.68    -0.50     0.49     0.25     0.14     0.00    -0.01     0.00   -29.49
   -20.00   100.00     0.00     0.21     0.24     1.10    -1.08   -20.34   -20.01    -0.67     0.65     0.45     0.34    -0.01     0.00    29.68     0.00
   -20.00  -100.00     0.00     0.27     0.24     1.07    -1.08   -19.68   -20.01    -0.64     0.65     0.22     0.34     0.01     0.00   -29.60     0.00
   -20.00     0.00   100.00     0.24     0.21     1.08    -1.10   -20.01   -20.34    -0.65     0.67     0.34     0.45     0.00     0.01     0.00    29.68
   -20.00     0.00  -100.00     0.24     0.27     1.08    -1.07   -20.01   -19.68    -0.65     0.64     0.34     0.22     0.00    -0.01     0.00   -29.60
   -25.00   100.00     0.00     0.27     0.30     1.19    -1.19   -25.35   -25.02    -0.82     0.81     0.54     0.42     0.00    -0.01    29.80     0.00
   -25.00  -100.00     0.00     0.33     0.30     1.18    -1.19   -24.69   -25.02    -0.79     0.81     0.31     0.42     0.02    -0.01   -29.72     0.00
   -25.00     0.00   100.00     0.30     0.27     1.19    -1.19   -25.02   -25.35    -0.81     0.82     0.42     0.54     0.01     0.00     0.00    29.80
   -25.00     0.00  -100.00     0.30     0.33     1.19    -1.18   -25.02   -24.69    -0.81     0.79     0.42     0.31     0.01    -0.02     0.00   -29.72
   -30.00   100.00     0.00     0.33     0.36     1.22    -1.22   -30.36   -30.03    -0.97     0.95     0.62     0.51     0.00    -0.01    29.92     0.00
   -30.00  -100.00     0.00     0.39     0.36     1.22    -1.22   -29.69   -30.03    -0.94     0.95     0.39     0.51     0.02    -0.01   -29.84     0.00
   -30.00     0.00   100.00     0.36     0.33     1.22    -1.22   -30.03   -30.36    -0.95     0.97     0.51     0.62     0.01     0.00     0.00    29.92
   -30.00     0.00  -100.00     0.36     0.39     1.22    -1.22   -30.03   -29.69    -0.95     0.94     0.51     0.39     0.01    -0.02     0.00   -29.84
