
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Suspension Kinematics 2017                          

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
    20.00    -5.00   -61.27    42.83    35.32    12.11    11.97    -1.24    -0.33     1.21    19.99    -5.00     0.00     0.00
    20.00   -10.00   -67.98    43.06    38.06    12.11    11.95    -1.24    -0.17     1.45    19.99   -10.00     0.00     0.00
    20.00   -15.00   -73.78    43.27    40.76    12.11    11.92    -1.24    -0.01     1.69    19.99   -15.01     0.00     0.00
    20.00   -20.00   -78.86    43.44    43.44    12.11    11.89    -1.24     0.14     1.94    19.99   -20.01     0.00     0.00
    20.00   -25.00   -83.35    43.60    46.09    12.11    11.86    -1.24     0.28     2.18    19.99   -25.01     0.00     0.00
    20.00   -30.00   -87.35    43.74    48.73    12.11    11.82    -1.24     0.42     2.42    19.99   -30.02     0.00     0.00
    25.00     0.00   -73.20    40.98    28.48    12.14    12.00    -1.45    -0.50     1.21    24.98     0.00     0.00     0.00
    25.00     5.00   -65.11    40.79    25.78    12.14    12.03    -1.45    -0.68     0.97    24.98     5.00     0.00     0.00
    25.00    10.00   -55.05    40.55    23.04    12.14    12.05    -1.45    -0.86     0.73    24.98    10.00     0.00     0.00
    25.00    15.00   -42.12    40.24    20.23    12.14    12.08    -1.45    -1.05     0.48    24.98    14.99     0.00     0.00
    25.00    20.00   -24.76    39.82    17.31    12.14    12.11    -1.45    -1.24     0.24    24.98    19.99     0.00     0.00
    25.00    25.00     0.00    39.23    14.21    12.14    12.14    -1.45    -1.45     0.00    24.98    24.98     0.00     0.00
    25.00    30.00    38.55    38.30    10.78    12.14    12.18    -1.45    -1.66    -0.24    24.98    29.97     0.00     0.00
    25.00     0.00   -73.20    40.98    28.48    12.14    12.00    -1.45    -0.50     1.21    24.98     0.00     0.00     0.00
    25.00    -5.00   -79.87    41.14    31.14    12.14    11.97    -1.45    -0.33     1.45    24.98    -5.00     0.00     0.00
    25.00   -10.00   -85.49    41.28    33.77    12.14    11.95    -1.45    -0.17     1.69    24.98   -10.00     0.00     0.00
    25.00   -15.00   -90.31    41.40    36.39    12.14    11.92    -1.45    -0.01     1.94    24.98   -15.01     0.00     0.00
    25.00   -20.00   -94.49    41.50    38.99    12.14    11.89    -1.45     0.14     2.18    24.98   -20.01     0.00     0.00
    25.00   -25.00   -98.17    41.58    41.57    12.14    11.86    -1.45     0.28     2.42    24.98   -25.01     0.00     0.00
    25.00   -30.00  -101.42    41.66    44.15    12.14    11.82    -1.45     0.42     2.67    24.98   -30.02     0.00     0.00
    30.00     0.00   -97.33    39.07    24.06    12.18    12.00    -1.66    -0.50     1.45    29.97     0.00     0.00     0.00
    30.00     5.00   -91.47    38.99    21.48    12.18    12.03    -1.66    -0.68     1.21    29.97     5.00     0.00     0.00
    30.00    10.00   -84.02    38.90    18.88    12.18    12.05    -1.66    -0.86     0.97    29.97    10.00     0.00     0.00
    30.00    15.00   -74.12    38.77    16.25    12.18    12.08    -1.66    -1.05     0.73    29.97    14.99     0.00     0.00
    30.00    20.00   -60.14    38.58    13.57    12.18    12.11    -1.66    -1.24     0.48    29.97    19.99     0.00     0.00
    30.00    25.00   -38.55    38.30    10.78    12.18    12.14    -1.66    -1.45     0.24    29.97    24.98     0.00     0.00
    30.00    30.00     0.00    37.79     7.77    12.18    12.18    -1.66    -1.66     0.00    29.97    29.97     0.00     0.00
    30.00     0.00   -97.33    39.07    24.06    12.18    12.00    -1.66    -0.50     1.45    29.97     0.00     0.00     0.00
    30.00    -5.00  -102.09    39.13    26.62    12.18    11.97    -1.66    -0.33     1.69    29.97    -5.00     0.00     0.00
    30.00   -10.00  -106.06    39.19    29.17    12.18    11.95    -1.66    -0.17     1.94    29.97   -10.00     0.00     0.00
    30.00   -15.00  -109.44    39.23    31.72    12.18    11.92    -1.66    -0.01     2.18    29.97   -15.01     0.00     0.00
    30.00   -20.00  -112.37    39.27    34.26    12.18    11.89    -1.66     0.14     2.42    29.97   -20.01     0.00     0.00
    30.00   -25.00  -114.93    39.30    36.79    12.18    11.86    -1.66     0.28     2.66    29.97   -25.01     0.00     0.00
    30.00   -30.00  -117.21    39.33    39.32    12.18    11.82    -1.66     0.42     2.91    29.97   -30.02     0.00     0.00
     0.00     0.00     0.00    46.79    46.79    12.00    12.00    -0.50    -0.50     0.00     0.00     0.00     0.00     0.00
     0.00     5.00    10.60    45.95    43.45    12.00    12.03    -0.50    -0.68    -0.24     0.00     5.00     0.00     0.00
     0.00    10.00    22.75    44.99    39.98    12.00    12.05    -0.50    -0.86    -0.48     0.00    10.00     0.00     0.00
     0.00    15.00    36.84    43.87    36.37    12.00    12.08    -0.50    -1.05    -0.73     0.00    14.99     0.00     0.00
     0.00    20.00    53.40    42.55    32.55    12.00    12.11    -0.50    -1.24    -0.97     0.00    19.99     0.00     0.00
     0.00    25.00    73.20    40.98    28.48    12.00    12.14    -0.50    -1.45    -1.21     0.00    24.98     0.00     0.00
     0.00    30.00    97.33    39.07    24.06    12.00    12.18    -0.50    -1.66    -1.45     0.00    29.97     0.00     0.00
     0.00     0.00     0.00    46.79    46.79    12.00    12.00    -0.50    -0.50     0.00     0.00     0.00     0.00     0.00
     0.00    -5.00    -9.34    47.53    50.03    12.00    11.97    -0.50    -0.33     0.24     0.00    -5.00     0.00     0.00
     0.00   -10.00   -17.65    48.19    53.19    12.00    11.95    -0.50    -0.17     0.48     0.00   -10.00     0.00     0.00
     0.00   -15.00   -25.08    48.78    56.28    12.00    11.92    -0.50    -0.01     0.73     0.00   -15.01     0.00     0.00
     0.00   -20.00   -31.78    49.31    59.31    12.00    11.89    -0.50     0.14     0.97     0.00   -20.01     0.00     0.00
     0.00   -25.00   -37.86    49.79    62.29    12.00    11.86    -0.50     0.28     1.21     0.00   -25.01     0.00     0.00
     0.00   -30.00   -43.40    50.23    65.22    12.00    11.82    -0.50     0.42     1.46     0.00   -30.02     0.00     0.00
    -5.00     0.00     9.34    47.53    50.03    11.97    12.00    -0.33    -0.50    -0.24    -5.00     0.00     0.00     0.00
    -5.00     5.00    19.85    46.58    46.58    11.97    12.03    -0.33    -0.68    -0.48    -5.00     5.00     0.00     0.00
    -5.00    10.00    31.77    45.50    43.00    11.97    12.05    -0.33    -0.86    -0.73    -5.00    10.00     0.00     0.00
    -5.00    15.00    45.43    44.26    39.26    11.97    12.08    -0.33    -1.05    -0.97    -5.00    14.99     0.00     0.00
    -5.00    20.00    61.27    42.83    35.32    11.97    12.11    -0.33    -1.24    -1.21    -5.00    19.99     0.00     0.00
    -5.00    25.00    79.87    41.14    31.14    11.97    12.14    -0.33    -1.45    -1.45    -5.00    24.98     0.00     0.00
    -5.00    30.00   102.09    39.13    26.62    11.97    12.18    -0.33    -1.66    -1.69    -5.00    29.97     0.00     0.00
    -5.00     0.00     9.34    47.53    50.03    11.97    12.00    -0.33    -0.50    -0.24    -5.00     0.00     0.00     0.00
    -5.00    -5.00     0.00    48.38    53.38    11.97    11.97    -0.33    -0.33     0.00    -5.00    -5.00     0.00     0.00
    -5.00   -10.00    -8.37    49.13    56.63    11.97    11.95    -0.33    -0.17     0.24    -5.00   -10.00     0.00     0.00
    -5.00   -15.00   -15.91    49.82    59.81    11.97    11.92    -0.33    -0.01     0.48    -5.00   -15.01     0.00     0.00
    -5.00   -20.00   -22.75    50.44    62.93    11.97    11.89    -0.33     0.14     0.73    -5.00   -20.01     0.00     0.00
    -5.00   -25.00   -28.99    51.00    65.99    11.97    11.86    -0.33     0.28     0.97    -5.00   -25.01     0.00     0.00
    -5.00   -30.00   -34.69    51.52    69.01    11.97    11.82    -0.33     0.42     1.21    -5.00   -30.02     0.00     0.00
   -10.00     0.00    17.65    48.19    53.19    11.95    12.00    -0.17    -0.50    -0.48   -10.00     0.00     0.00     0.00
   -10.00     5.00    28.00    47.13    49.63    11.95    12.03    -0.17    -0.68    -0.73   -10.00     5.00     0.00     0.00
   -10.00    10.00    39.65    45.95    45.95    11.95    12.05    -0.17    -0.86    -0.97   -10.00    10.00     0.00     0.00
   -10.00    15.00    52.85    44.60    42.10    11.95    12.08    -0.17    -1.05    -1.21   -10.00    14.99     0.00     0.00
   -10.00    20.00    67.98    43.06    38.06    11.95    12.11    -0.17    -1.24    -1.45   -10.00    19.99     0.00     0.00
   -10.00    25.00    85.49    41.28    33.77    11.95    12.14    -0.17    -1.45    -1.69   -10.00    24.98     0.00     0.00
   -10.00    30.00   106.06    39.19    29.17    11.95    12.18    -0.17    -1.66    -1.94   -10.00    29.97     0.00     0.00
   -10.00     0.00    17.65    48.19    53.19    11.95    12.00    -0.17    -0.50    -0.48   -10.00     0.00     0.00     0.00
   -10.00    -5.00     8.37    49.13    56.63    11.95    11.97    -0.17    -0.33    -0.24   -10.00    -5.00     0.00     0.00
   -10.00   -10.00     0.00    49.99    59.98    11.95    11.95    -0.17    -0.17     0.00   -10.00   -10.00     0.00     0.00
   -10.00   -15.00    -7.59    50.76    63.26    11.95    11.92    -0.17    -0.01     0.24   -10.00   -15.01     0.00     0.00
   -10.00   -20.00   -14.51    51.46    66.46    11.95    11.89    -0.17     0.14     0.49   -10.00   -20.01     0.00     0.00
   -10.00   -25.00   -20.85    52.11    69.60    11.95    11.86    -0.17     0.28     0.73   -10.00   -25.01     0.00     0.00
   -10.00   -30.00   -26.67    52.70    72.69    11.95    11.82    -0.17     0.42     0.97   -10.00   -30.02     0.00     0.00
   -15.00     0.00    25.08    48.78    56.28    11.92    12.00    -0.01    -0.50    -0.73   -15.01     0.00     0.00     0.00
   -15.00     5.00    35.25    47.63    52.63    11.92    12.03    -0.01    -0.68    -0.97   -15.01     5.00     0.00     0.00
   -15.00    10.00    46.59    46.34    48.84    11.92    12.05    -0.01    -0.86    -1.21   -15.01    10.00     0.00     0.00
   -15.00    15.00    59.33    44.90    44.90    11.92    12.08    -0.01    -1.05    -1.45   -15.01    14.99     0.00     0.00
   -15.00    20.00    73.78    43.27    40.76    11.92    12.11    -0.01    -1.24    -1.69   -15.01    19.99     0.00     0.00
   -15.00    25.00    90.31    41.40    36.39    11.92    12.14    -0.01    -1.45    -1.94   -15.01    24.98     0.00     0.00
   -15.00    30.00   109.44    39.23    31.72    11.92    12.18    -0.01    -1.66    -2.18   -15.01    29.97     0.00     0.00
   -15.00     0.00    25.08    48.78    56.28    11.92    12.00    -0.01    -0.50    -0.73   -15.01     0.00     0.00     0.00
   -15.00    -5.00    15.91    49.82    59.81    11.92    11.97    -0.01    -0.33    -0.48   -15.01    -5.00     0.00     0.00
   -15.00   -10.00     7.59    50.76    63.26    11.92    11.95    -0.01    -0.17    -0.24   -15.01   -10.00     0.00     0.00
   -15.00   -15.00     0.00    51.62    66.61    11.92    11.92    -0.01    -0.01     0.00   -15.01   -15.01     0.00     0.00
   -15.00   -20.00    -6.95    52.40    69.90    11.92    11.89    -0.01     0.14     0.24   -15.01   -20.01     0.00     0.00
   -15.00   -25.00   -13.35    53.13    73.12    11.92    11.86    -0.01     0.28     0.49   -15.01   -25.01     0.00     0.00
   -15.00   -30.00   -19.26    53.80    76.29    11.92    11.82    -0.01     0.42     0.73   -15.01   -30.02     0.00     0.00
   -20.00     0.00    31.78    49.31    59.31    11.89    12.00     0.14    -0.50    -0.97   -20.01     0.00     0.00     0.00
   -20.00     5.00    41.74    48.07    55.57    11.89    12.03     0.14    -0.68    -1.21   -20.01     5.00     0.00     0.00
   -20.00    10.00    52.76    46.70    51.69    11.89    12.05     0.14    -0.86    -1.45   -20.01    10.00     0.00     0.00
   -20.00    15.00    65.05    45.16    47.66    11.89    12.08     0.14    -1.05    -1.70   -20.01    14.99     0.00     0.00
   -20.00    20.00    78.86    43.44    43.44    11.89    12.11     0.14    -1.24    -1.94   -20.01    19.99     0.00     0.00
   -20.00    25.00    94.49    41.50    38.99    11.89    12.14     0.14    -1.45    -2.18   -20.01    24.98     0.00     0.00
   -20.00    30.00   112.37    39.27    34.26    11.89    12.18     0.14    -1.66    -2.42   -20.01    29.97     0.00     0.00
   -20.00     0.00    31.78    49.31    59.31    11.89    12.00     0.14    -0.50    -0.97   -20.01     0.00     0.00     0.00
   -20.00    -5.00    22.75    50.44    62.93    11.89    11.97     0.14    -0.33    -0.73   -20.01    -5.00     0.00     0.00
   -20.00   -10.00    14.51    51.46    66.46    11.89    11.95     0.14    -0.17    -0.49   -20.01   -10.00     0.00     0.00
   -20.00   -15.00     6.95    52.40    69.90    11.89    11.92     0.14    -0.01    -0.24   -20.01   -15.01     0.00     0.00
   -20.00   -20.00     0.00    53.27    73.26    11.89    11.89     0.14     0.14     0.00   -20.01   -20.01     0.00     0.00
   -20.00   -25.00    -6.42    54.07    76.56    11.89    11.86     0.14     0.28     0.24   -20.01   -25.01     0.00     0.00
   -20.00   -30.00   -12.38    54.81    79.80    11.89    11.82     0.14     0.42     0.49   -20.01   -30.02     0.00     0.00
   -25.00     0.00    37.86    49.79    62.29    11.86    12.00     0.28    -0.50    -1.21   -25.01     0.00     0.00     0.00
   -25.00     5.00    47.59    48.47    58.46    11.86    12.03     0.28    -0.68    -1.45   -25.01     5.00     0.00     0.00
   -25.00    10.00    58.29    47.01    54.51    11.86    12.05     0.28    -0.86    -1.70   -25.01    10.00     0.00     0.00
   -25.00    15.00    70.14    45.40    50.39    11.86    12.08     0.28    -1.05    -1.94   -25.01    14.99     0.00     0.00
   -25.00    20.00    83.35    43.60    46.09    11.86    12.11     0.28    -1.24    -2.18   -25.01    19.99     0.00     0.00
   -25.00    25.00    98.17    41.58    41.57    11.86    12.14     0.28    -1.45    -2.42   -25.01    24.98     0.00     0.00
   -25.00    30.00   114.93    39.30    36.79    11.86    12.18     0.28    -1.66    -2.66   -25.01    29.97     0.00     0.00
   -25.00     0.00    37.86    49.79    62.29    11.86    12.00     0.28    -0.50    -1.21   -25.01     0.00     0.00     0.00
   -25.00    -5.00    28.99    51.00    65.99    11.86    11.97     0.28    -0.33    -0.97   -25.01    -5.00     0.00     0.00
   -25.00   -10.00    20.85    52.11    69.60    11.86    11.95     0.28    -0.17    -0.73   -25.01   -10.00     0.00     0.00
   -25.00   -15.00    13.35    53.13    73.12    11.86    11.92     0.28    -0.01    -0.49   -25.01   -15.01     0.00     0.00
   -25.00   -20.00     6.42    54.07    76.56    11.86    11.89     0.28     0.14    -0.24   -25.01   -20.01     0.00     0.00
   -25.00   -25.00     0.00    54.95    79.94    11.86    11.86     0.28     0.28     0.00   -25.01   -25.01     0.00     0.00
   -25.00   -30.00    -5.97    55.76    83.25    11.86    11.82     0.28     0.42     0.24   -25.01   -30.02     0.00     0.00
   -30.00     0.00    43.40    50.23    65.22    11.82    12.00     0.42    -0.50    -1.46   -30.02     0.00     0.00     0.00
   -30.00     5.00    52.89    48.83    61.32    11.82    12.03     0.42    -0.68    -1.70   -30.02     5.00     0.00     0.00
   -30.00    10.00    63.28    47.30    57.29    11.82    12.05     0.42    -0.86    -1.94   -30.02    10.00     0.00     0.00
   -30.00    15.00    74.70    45.61    53.10    11.82    12.08     0.42    -1.05    -2.18   -30.02    14.99     0.00     0.00
   -30.00    20.00    87.35    43.74    48.73    11.82    12.11     0.42    -1.24    -2.42   -30.02    19.99     0.00     0.00
   -30.00    25.00   101.42    41.66    44.15    11.82    12.14     0.42    -1.45    -2.67   -30.02    24.98     0.00     0.00
   -30.00    30.00   117.21    39.33    39.32    11.82    12.18     0.42    -1.66    -2.91   -30.02    29.97     0.00     0.00
   -30.00     0.00    43.40    50.23    65.22    11.82    12.00     0.42    -0.50    -1.46   -30.02     0.00     0.00     0.00
   -30.00    -5.00    34.69    51.52    69.01    11.82    11.97     0.42    -0.33    -1.21   -30.02    -5.00     0.00     0.00
   -30.00   -10.00    26.67    52.70    72.69    11.82    11.95     0.42    -0.17    -0.97   -30.02   -10.00     0.00     0.00
   -30.00   -15.00    19.26    53.80    76.29    11.82    11.92     0.42    -0.01    -0.73   -30.02   -15.01     0.00     0.00
   -30.00   -20.00    12.38    54.81    79.80    11.82    11.89     0.42     0.14    -0.49   -30.02   -20.01     0.00     0.00
   -30.00   -25.00     5.97    55.76    83.25    11.82    11.86     0.42     0.28    -0.24   -30.02   -25.01     0.00     0.00
   -30.00   -30.00     0.00    56.64    86.63    11.82    11.82     0.42     0.42     0.00   -30.02   -30.02     0.00     0.00
