
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.5                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             Suspension Kinematics 2017                          

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
     5.00     0.00     0.00     0.00    -0.18     6.66     0.56     0.00     0.00     0.00     0.00     0.00    67.80 ******** ********
     5.00     5.00     5.18     5.01     0.16     6.65     0.09     4.84     0.34     0.18     0.16    51.71    62.88    35.09    32.75
     5.00    10.00    10.60     9.88     0.55     6.64    -1.31     9.28     1.32     0.71     0.60    54.16    57.79    17.84    15.45
     5.00    15.00    16.33    14.67     1.02     6.62    -3.64    13.43     2.90     1.66     1.24    57.21    52.48    12.09     9.66
     5.00    20.00    22.50    19.41     1.58     6.60    -6.93    17.43     5.07     3.09     1.98    60.94    46.83     9.22     6.77
     5.00    25.00    29.30    24.13     2.25     6.58   -11.19    21.41     7.89     5.17     2.72    65.58    40.68     7.50     5.06
     5.00    30.00    37.08    28.86     3.08     6.55   -16.45    25.59    11.49     8.22     3.27    71.57    33.75     6.35     3.97
     5.00     0.00     0.00     0.00    -0.18     6.66     0.56     0.00     0.00     0.00     0.00     0.00    67.80 ******** ********
     5.00    -5.00    -5.01    -5.18    -0.45     6.67     0.09    -4.84    -0.34    -0.18    -0.16    51.71    72.62    35.09    32.75
     5.00   -10.00    -9.88   -10.60    -0.67     6.69    -1.31    -9.28    -1.32    -0.71    -0.60    54.16    77.37    17.84    15.45
     5.00   -15.00   -14.67   -16.33    -0.84     6.70    -3.64   -13.43    -2.90    -1.66    -1.24    57.21    82.08    12.09     9.66
     5.00   -20.00   -19.41   -22.50    -0.97     6.71    -6.93   -17.43    -5.07    -3.09    -1.98    60.94    86.81     9.22     6.77
     5.00   -25.00   -24.13   -29.30    -1.05     6.73   -11.19   -21.41    -7.89    -5.17    -2.72    65.58    91.56     7.50     5.06
     5.00   -30.00   -28.86   -37.08    -1.08     6.74   -16.45   -25.59   -11.49    -8.22    -3.27    71.57    96.39     6.35     3.97
    10.00     0.00     0.00     0.00    -0.36     6.66     1.02     0.00     0.00     0.00     0.00     0.00    67.75 ******** ********
    10.00     5.00     5.18     5.00    -0.02     6.65     0.54     4.84     0.34     0.18     0.16    52.07    62.83    35.12    32.78
    10.00    10.00    10.59     9.87     0.39     6.64    -0.90     9.27     1.31     0.71     0.60    54.26    57.74    17.86    15.46
    10.00    15.00    16.32    14.66     0.87     6.62    -3.29    13.42     2.89     1.66     1.24    57.26    52.43    12.10     9.67
    10.00    20.00    22.48    19.39     1.44     6.60    -6.67    17.42     5.06     3.09     1.98    60.98    46.78     9.23     6.78
    10.00    25.00    29.28    24.11     2.13     6.58   -11.03    21.40     7.88     5.17     2.71    65.61    40.63     7.51     5.07
    10.00    30.00    37.05    28.83     2.98     6.55   -16.43    25.57    11.47     8.22     3.26    71.61    33.69     6.36     3.97
    10.00     0.00     0.00     0.00    -0.36     6.66     1.02     0.00     0.00     0.00     0.00     0.00    67.75 ******** ********
    10.00    -5.00    -5.00    -5.18    -0.63     6.67     0.54    -4.84    -0.34    -0.18    -0.16    52.07    72.56    35.12    32.78
    10.00   -10.00    -9.87   -10.59    -0.86     6.69    -0.90    -9.27    -1.31    -0.71    -0.60    54.26    77.31    17.86    15.46
    10.00   -15.00   -14.66   -16.32    -1.04     6.70    -3.29   -13.42    -2.89    -1.66    -1.24    57.26    82.03    12.10     9.67
    10.00   -20.00   -19.39   -22.48    -1.16     6.71    -6.67   -17.42    -5.06    -3.09    -1.98    60.98    86.75     9.23     6.78
    10.00   -25.00   -24.11   -29.28    -1.24     6.73   -11.03   -21.40    -7.88    -5.17    -2.71    65.61    91.50     7.51     5.07
    10.00   -30.00   -28.83   -37.05    -1.28     6.75   -16.43   -25.57   -11.47    -8.22    -3.26    71.61    96.32     6.36     3.97
    15.00     0.00     0.00     0.00    -0.54     6.66     1.38     0.00     0.00     0.00     0.00     0.00    67.70 ******** ********
    15.00     5.00     5.17     4.99    -0.19     6.65     0.89     4.83     0.34     0.18     0.16    52.73    62.78    35.16    32.83
    15.00    10.00    10.58     9.86     0.22     6.64    -0.58     9.27     1.31     0.71     0.60    54.44    57.69    17.88    15.48
    15.00    15.00    16.30    14.64     0.71     6.62    -3.04    13.41     2.89     1.66     1.23    57.35    52.38    12.12     9.68
    15.00    20.00    22.46    19.37     1.30     6.60    -6.50    17.40     5.06     3.09     1.97    61.04    46.73     9.24     6.79
    15.00    25.00    29.25    24.08     2.00     6.57   -10.98    21.38     7.87     5.17     2.70    65.67    40.58     7.51     5.07
    15.00    30.00    37.01    28.80     2.88     6.54   -16.52    25.55    11.46     8.21     3.25    71.67    33.65     6.37     3.98
    15.00     0.00     0.00     0.00    -0.54     6.66     1.38     0.00     0.00     0.00     0.00     0.00    67.70 ******** ********
    15.00    -5.00    -4.99    -5.17    -0.83     6.68     0.89    -4.83    -0.34    -0.18    -0.16    52.73    72.51    35.16    32.83
    15.00   -10.00    -9.86   -10.58    -1.06     6.69    -0.58    -9.27    -1.31    -0.71    -0.60    54.44    77.25    17.88    15.48
    15.00   -15.00   -14.64   -16.30    -1.23     6.70    -3.04   -13.41    -2.89    -1.66    -1.23    57.35    81.97    12.12     9.68
    15.00   -20.00   -19.37   -22.46    -1.36     6.72    -6.50   -17.40    -5.06    -3.09    -1.97    61.04    86.68     9.24     6.79
    15.00   -25.00   -24.08   -29.25    -1.44     6.73   -10.98   -21.38    -7.87    -5.17    -2.70    65.67    91.44     7.51     5.07
    15.00   -30.00   -28.80   -37.01    -1.48     6.75   -16.52   -25.55   -11.46    -8.21    -3.25    71.67    96.25     6.37     3.98
    20.00     0.00     0.00     0.00    -0.73     6.66     1.64     0.00     0.00    -0.01     0.01     0.00    67.64 ******** ********
    20.00     5.00     5.17     4.99    -0.38     6.65     1.14     4.83     0.34     0.18     0.16    53.68    62.73    35.21    32.87
    20.00    10.00    10.57     9.85     0.05     6.64    -0.36     9.26     1.31     0.72     0.59    54.69    57.65    17.90    15.50
    20.00    15.00    16.29    14.63     0.55     6.62    -2.89    13.40     2.88     1.66     1.23    57.47    52.33    12.13     9.69
    20.00    20.00    22.44    19.35     1.15     6.60    -6.43    17.39     5.05     3.09     1.96    61.12    46.69     9.25     6.80
    20.00    25.00    29.22    24.05     1.87     6.57   -11.03    21.36     7.85     5.16     2.69    65.73    40.54     7.52     5.08
    20.00    30.00    36.97    28.77     2.77     6.54   -16.72    25.54    11.43     8.20     3.23    71.73    33.61     6.37     3.98
    20.00     0.00     0.00     0.00    -0.73     6.66     1.64     0.00     0.00    -0.01     0.01     0.00    67.64 ******** ********
    20.00    -5.00    -4.99    -5.17    -1.02     6.68     1.14    -4.83    -0.34    -0.18    -0.16    53.68    72.45    35.21    32.87
    20.00   -10.00    -9.85   -10.57    -1.26     6.69    -0.36    -9.26    -1.31    -0.72    -0.59    54.69    77.20    17.90    15.50
    20.00   -15.00   -14.63   -16.29    -1.44     6.71    -2.89   -13.40    -2.88    -1.66    -1.23    57.47    81.91    12.13     9.69
    20.00   -20.00   -19.35   -22.44    -1.57     6.72    -6.43   -17.39    -5.05    -3.09    -1.96    61.12    86.62     9.25     6.80
    20.00   -25.00   -24.05   -29.22    -1.65     6.74   -11.03   -21.36    -7.85    -5.16    -2.69    65.73    91.37     7.52     5.08
    20.00   -30.00   -28.77   -36.97    -1.68     6.76   -16.72   -25.54   -11.43    -8.20    -3.23    71.73    96.18     6.37     3.98
    25.00     0.00     0.01    -0.01    -0.92     6.67     1.82    -0.01     0.00    -0.01     0.01     0.00    67.59 ******** ********
    25.00     5.00     5.17     4.98    -0.56     6.65     1.30     4.83     0.34     0.19     0.15    54.93    62.68    35.26    32.92
    25.00    10.00    10.56     9.84    -0.13     6.64    -0.24     9.25     1.31     0.72     0.59    55.01    57.60    17.92    15.52
    25.00    15.00    16.27    14.61     0.38     6.62    -2.83    13.39     2.88     1.66     1.22    57.63    52.29    12.14     9.71
    25.00    20.00    22.42    19.33     1.00     6.60    -6.47    17.38     5.04     3.09     1.95    61.22    46.65     9.26     6.81
    25.00    25.00    29.19    24.03     1.74     6.57   -11.18    21.35     7.84     5.16     2.68    65.81    40.51     7.53     5.09
    25.00    30.00    36.93    28.74     2.66     6.53   -17.01    25.52    11.41     8.19     3.22    71.80    33.57     6.38     3.99
    25.00     0.00     0.01    -0.01    -0.92     6.67     1.82    -0.01     0.00    -0.01     0.01     0.00    67.59 ******** ********
    25.00    -5.00    -4.98    -5.17    -1.22     6.68     1.30    -4.83    -0.34    -0.19    -0.15    54.93    72.40    35.26    32.92
    25.00   -10.00    -9.84   -10.56    -1.46     6.69    -0.24    -9.25    -1.31    -0.72    -0.59    55.01    77.14    17.92    15.52
    25.00   -15.00   -14.61   -16.27    -1.65     6.71    -2.83   -13.39    -2.88    -1.66    -1.22    57.63    81.84    12.14     9.71
    25.00   -20.00   -19.33   -22.42    -1.78     6.73    -6.47   -17.38    -5.04    -3.09    -1.95    61.22    86.55     9.26     6.81
    25.00   -25.00   -24.03   -29.19    -1.86     6.74   -11.18   -21.35    -7.84    -5.16    -2.68    65.81    91.30     7.53     5.09
    25.00   -30.00   -28.74   -36.93    -1.89     6.76   -17.01   -25.52   -11.41    -8.19    -3.22    71.80    96.10     6.38     3.99
    30.00     0.00     0.01    -0.01    -1.12     6.67     1.89    -0.01     0.00    -0.02     0.02     0.00    67.54 ******** ********
    30.00     5.00     5.16     4.97    -0.76     6.65     1.36     4.83     0.34     0.19     0.15    56.48    62.63    35.32    32.98
    30.00    10.00    10.55     9.83    -0.32     6.64    -0.22     9.24     1.31     0.72     0.58    55.42    57.56    17.94    15.55
    30.00    15.00    16.25    14.59     0.21     6.62    -2.87    13.38     2.87     1.66     1.21    57.82    52.25    12.16     9.72
    30.00    20.00    22.39    19.31     0.84     6.60    -6.60    17.36     5.03     3.09     1.94    61.34    46.61     9.27     6.82
    30.00    25.00    29.15    24.00     1.60     6.57   -11.44    21.33     7.82     5.16     2.67    65.90    40.48     7.54     5.10
    30.00    30.00    36.88    28.70     2.54     6.53   -17.42    25.50    11.39     8.19     3.20    71.88    33.55     6.39     4.00
    30.00     0.00     0.01    -0.01    -1.12     6.67     1.89    -0.01     0.00    -0.02     0.02     0.00    67.54 ******** ********
    30.00    -5.00    -4.97    -5.16    -1.43     6.68     1.36    -4.83    -0.34    -0.19    -0.15    56.48    72.34    35.32    32.98
    30.00   -10.00    -9.83   -10.55    -1.67     6.70    -0.22    -9.24    -1.31    -0.72    -0.58    55.42    77.08    17.94    15.55
    30.00   -15.00   -14.59   -16.25    -1.86     6.71    -2.87   -13.38    -2.87    -1.66    -1.21    57.82    81.78    12.16     9.72
    30.00   -20.00   -19.31   -22.39    -1.99     6.73    -6.60   -17.36    -5.03    -3.09    -1.94    61.34    86.48     9.27     6.82
    30.00   -25.00   -24.00   -29.15    -2.08     6.75   -11.44   -21.33    -7.82    -5.16    -2.67    65.90    91.22     7.54     5.10
    30.00   -30.00   -28.70   -36.88    -2.11     6.77   -17.42   -25.50   -11.39    -8.19    -3.20    71.88    96.02     6.39     4.00
     0.00     0.00     0.00     0.00     0.00     6.66     0.00     0.00     0.00     0.00     0.00     0.00    67.85 ******** ********
     0.00     5.00     5.18     5.01     0.32     6.65    -0.45     4.85     0.34     0.18     0.16    51.64    62.93    35.06    32.72
     0.00    10.00    10.61     9.89     0.71     6.64    -1.82     9.29     1.32     0.71     0.60    54.14    57.85    17.83    15.43
     0.00    15.00    16.34    14.69     1.16     6.62    -4.09    13.45     2.90     1.66     1.24    57.19    52.53    12.08     9.65
     0.00    20.00    22.52    19.43     1.71     6.60    -7.30    17.44     5.08     3.09     1.98    60.92    46.88     9.21     6.76
     0.00    25.00    29.33    24.15     2.36     6.58   -11.45    21.43     7.90     5.18     2.72    65.55    40.74     7.49     5.05
     0.00    30.00    37.12    28.89     3.17     6.56   -16.57    25.61    11.51     8.23     3.27    71.54    33.81     6.35     3.96
     0.00     0.00     0.00     0.00     0.00     6.66     0.00     0.00     0.00     0.00     0.00     0.00    67.85 ******** ********
     0.00    -5.00    -5.01    -5.18    -0.27     6.67    -0.45    -4.85    -0.34    -0.18    -0.16    51.64    72.67    35.06    32.72
     0.00   -10.00    -9.89   -10.61    -0.48     6.68    -1.82    -9.29    -1.32    -0.71    -0.60    54.14    77.42    17.83    15.43
     0.00   -15.00   -14.69   -16.34    -0.65     6.70    -4.09   -13.45    -2.90    -1.66    -1.24    57.19    82.14    12.08     9.65
     0.00   -20.00   -19.43   -22.52    -0.77     6.71    -7.30   -17.44    -5.08    -3.09    -1.98    60.92    86.86     9.21     6.76
     0.00   -25.00   -24.15   -29.33    -0.85     6.72   -11.45   -21.43    -7.90    -5.18    -2.72    65.55    91.62     7.49     5.05
     0.00   -30.00   -28.89   -37.12    -0.89     6.73   -16.57   -25.61   -11.51    -8.23    -3.27    71.54    96.45     6.35     3.96
    -5.00     0.00     0.00     0.00     0.17     6.66    -0.65     0.00     0.00     0.00     0.00     0.00    67.91 ******** ********
    -5.00     5.00     5.19     5.01     0.49     6.65    -1.09     4.85     0.34     0.18     0.16    51.87    62.98    35.03    32.69
    -5.00    10.00    10.61     9.90     0.86     6.64    -2.42     9.30     1.32     0.72     0.60    54.19    57.90    17.81    15.42
    -5.00    15.00    16.36    14.70     1.31     6.62    -4.64    13.46     2.90     1.66     1.24    57.21    52.59    12.07     9.64
    -5.00    20.00    22.54    19.44     1.84     6.61    -7.76    17.46     5.08     3.10     1.99    60.92    46.94     9.21     6.75
    -5.00    25.00    29.36    24.17     2.47     6.59   -11.81    21.44     7.91     5.18     2.73    65.54    40.81     7.49     5.05
    -5.00    30.00    37.15    28.91     3.26     6.56   -16.80    25.63    11.52     8.24     3.28    71.52    33.89     6.34     3.96
    -5.00     0.00     0.00     0.00     0.17     6.66    -0.65     0.00     0.00     0.00     0.00     0.00    67.91 ******** ********
    -5.00    -5.00    -5.01    -5.19    -0.09     6.67    -1.09    -4.85    -0.34    -0.18    -0.16    51.87    72.72    35.03    32.69
    -5.00   -10.00    -9.90   -10.61    -0.30     6.68    -2.42    -9.30    -1.32    -0.72    -0.60    54.19    77.47    17.81    15.42
    -5.00   -15.00   -14.70   -16.36    -0.47     6.69    -4.64   -13.46    -2.90    -1.66    -1.24    57.21    82.19    12.07     9.64
    -5.00   -20.00   -19.44   -22.54    -0.59     6.71    -7.76   -17.46    -5.08    -3.10    -1.99    60.92    86.92     9.21     6.75
    -5.00   -25.00   -24.17   -29.36    -0.66     6.72   -11.81   -21.44    -7.91    -5.18    -2.73    65.54    91.68     7.49     5.05
    -5.00   -30.00   -28.91   -37.15    -0.70     6.73   -16.80   -25.63   -11.52    -8.24    -3.28    71.52    96.51     6.34     3.96
   -10.00     0.00     0.00     0.00     0.34     6.66    -1.40     0.00     0.00     0.00     0.00     0.00    67.96 ******** ********
   -10.00     5.00     5.19     5.02     0.64     6.65    -1.83     4.85     0.34     0.18     0.16    52.40    63.04    35.01    32.67
   -10.00    10.00    10.62     9.91     1.01     6.64    -3.13     9.30     1.32     0.72     0.60    54.32    57.96    17.80    15.41
   -10.00    15.00    16.37    14.71     1.44     6.62    -5.29    13.47     2.91     1.66     1.24    57.26    52.65    12.07     9.63
   -10.00    20.00    22.56    19.46     1.96     6.61    -8.33    17.47     5.09     3.10     1.99    60.95    47.01     9.20     6.75
   -10.00    25.00    29.38    24.19     2.58     6.59   -12.27    21.46     7.92     5.19     2.73    65.55    40.88     7.48     5.04
   -10.00    30.00    37.18    28.93     3.35     6.57   -17.14    25.65    11.53     8.25     3.29    71.51    33.97     6.34     3.95
   -10.00     0.00     0.00     0.00     0.34     6.66    -1.40     0.00     0.00     0.00     0.00     0.00    67.96 ******** ********
   -10.00    -5.00    -5.02    -5.19     0.08     6.67    -1.83    -4.85    -0.34    -0.18    -0.16    52.40    72.77    35.01    32.67
   -10.00   -10.00    -9.91   -10.62    -0.12     6.68    -3.13    -9.30    -1.32    -0.72    -0.60    54.32    77.52    17.80    15.41
   -10.00   -15.00   -14.71   -16.37    -0.29     6.69    -5.29   -13.47    -2.91    -1.66    -1.24    57.26    82.25    12.07     9.63
   -10.00   -20.00   -19.46   -22.56    -0.40     6.70    -8.33   -17.47    -5.09    -3.10    -1.99    60.95    86.97     9.20     6.75
   -10.00   -25.00   -24.19   -29.38    -0.48     6.71   -12.27   -21.46    -7.92    -5.19    -2.73    65.55    91.73     7.48     5.04
   -10.00   -30.00   -28.93   -37.18    -0.51     6.72   -17.14   -25.65   -11.53    -8.25    -3.29    71.51    96.56     6.34     3.95
   -15.00     0.00     0.00     0.00     0.50     6.66    -2.25     0.00     0.00    -0.01     0.01     0.00    68.01 ******** ********
   -15.00     5.00     5.20     5.02     0.80     6.65    -2.67     4.86     0.34     0.18     0.16    53.22    63.09    34.99    32.66
   -15.00    10.00    10.63     9.91     1.15     6.64    -3.93     9.31     1.32     0.72     0.60    54.53    58.02    17.79    15.40
   -15.00    15.00    16.39    14.72     1.58     6.62    -6.04    13.48     2.91     1.67     1.24    57.35    52.71    12.06     9.63
   -15.00    20.00    22.58    19.47     2.08     6.61    -9.00    17.48     5.09     3.11     1.99    60.99    47.07     9.19     6.74
   -15.00    25.00    29.40    24.21     2.68     6.59   -12.84    21.48     7.93     5.20     2.73    65.57    40.95     7.48     5.04
   -15.00    30.00    37.21    28.95     3.43     6.57   -17.58    25.67    11.55     8.26     3.29    71.51    34.05     6.33     3.95
   -15.00     0.00     0.00     0.00     0.50     6.66    -2.25     0.00     0.00    -0.01     0.01     0.00    68.01 ******** ********
   -15.00    -5.00    -5.02    -5.20     0.25     6.67    -2.67    -4.86    -0.34    -0.18    -0.16    53.22    72.83    34.99    32.66
   -15.00   -10.00    -9.91   -10.63     0.05     6.68    -3.93    -9.31    -1.32    -0.72    -0.60    54.53    77.58    17.79    15.40
   -15.00   -15.00   -14.72   -16.39    -0.11     6.69    -6.04   -13.48    -2.91    -1.67    -1.24    57.35    82.30    12.06     9.63
   -15.00   -20.00   -19.47   -22.58    -0.22     6.70    -9.00   -17.48    -5.09    -3.11    -1.99    60.99    87.02     9.19     6.74
   -15.00   -25.00   -24.21   -29.40    -0.30     6.71   -12.84   -21.48    -7.93    -5.20    -2.73    65.57    91.78     7.48     5.04
   -15.00   -30.00   -28.95   -37.21    -0.33     6.72   -17.58   -25.67   -11.55    -8.26    -3.29    71.51    96.61     6.33     3.95
   -20.00     0.00     0.00     0.00     0.65     6.66    -3.20     0.00     0.00    -0.01     0.01     0.00    68.07 ******** ********
   -20.00     5.00     5.21     5.02     0.95     6.65    -3.61     4.86     0.34     0.19     0.16    54.34    63.15    34.98    32.65
   -20.00    10.00    10.64     9.92     1.29     6.64    -4.83     9.32     1.32     0.73     0.60    54.81    58.08    17.78    15.39
   -20.00    15.00    16.40    14.73     1.70     6.63    -6.89    13.49     2.91     1.67     1.24    57.48    52.77    12.05     9.62
   -20.00    20.00    22.60    19.48     2.19     6.61    -9.77    17.50     5.10     3.11     1.99    61.06    47.14     9.19     6.74
   -20.00    25.00    29.43    24.22     2.78     6.60   -13.51    21.49     7.93     5.21     2.73    65.61    41.03     7.47     5.03
   -20.00    30.00    37.24    28.97     3.50     6.58   -18.13    25.68    11.56     8.27     3.29    71.53    34.15     6.33     3.95
   -20.00     0.00     0.00     0.00     0.65     6.66    -3.20     0.00     0.00    -0.01     0.01     0.00    68.07 ******** ********
   -20.00    -5.00    -5.02    -5.21     0.41     6.67    -3.61    -4.86    -0.34    -0.19    -0.16    54.34    72.88    34.98    32.65
   -20.00   -10.00    -9.92   -10.64     0.22     6.68    -4.83    -9.32    -1.32    -0.73    -0.60    54.81    77.62    17.78    15.39
   -20.00   -15.00   -14.73   -16.40     0.06     6.69    -6.89   -13.49    -2.91    -1.67    -1.24    57.48    82.34    12.05     9.62
   -20.00   -20.00   -19.48   -22.60    -0.05     6.70    -9.77   -17.50    -5.10    -3.11    -1.99    61.06    87.07     9.19     6.74
   -20.00   -25.00   -24.22   -29.43    -0.12     6.71   -13.51   -21.49    -7.93    -5.21    -2.73    65.61    91.83     7.47     5.03
   -20.00   -30.00   -28.97   -37.24    -0.16     6.72   -18.13   -25.68   -11.56    -8.27    -3.29    71.53    96.65     6.33     3.95
   -25.00     0.00     0.01    -0.01     0.81     6.66    -4.24    -0.01     0.00    -0.01     0.01     0.00    68.12 ******** ********
   -25.00     5.00     5.21     5.02     1.09     6.65    -4.64     4.87     0.34     0.19     0.15    55.77    63.21    34.98    32.64
   -25.00    10.00    10.65     9.92     1.43     6.64    -5.84     9.33     1.33     0.73     0.59    55.18    58.14    17.77    15.38
   -25.00    15.00    16.41    14.73     1.83     6.63    -7.84    13.50     2.91     1.68     1.23    57.65    52.84    12.04     9.61
   -25.00    20.00    22.62    19.50     2.30     6.61   -10.65    17.51     5.10     3.12     1.98    61.15    47.22     9.18     6.73
   -25.00    25.00    29.45    24.24     2.87     6.60   -14.29    21.51     7.94     5.21     2.73    65.66    41.12     7.47     5.03
   -25.00    30.00    37.27    28.99     3.58     6.58   -18.79    25.70    11.57     8.28     3.29    71.55    34.25     6.33     3.94
   -25.00     0.00     0.01    -0.01     0.81     6.66    -4.24    -0.01     0.00    -0.01     0.01     0.00    68.12 ******** ********
   -25.00    -5.00    -5.02    -5.21     0.57     6.67    -4.64    -4.87    -0.34    -0.19    -0.15    55.77    72.93    34.98    32.64
   -25.00   -10.00    -9.92   -10.65     0.38     6.68    -5.84    -9.33    -1.33    -0.73    -0.59    55.18    77.67    17.77    15.38
   -25.00   -15.00   -14.73   -16.41     0.23     6.69    -7.84   -13.50    -2.91    -1.68    -1.23    57.65    82.39    12.04     9.61
   -25.00   -20.00   -19.50   -22.62     0.12     6.69   -10.65   -17.51    -5.10    -3.12    -1.98    61.15    87.11     9.18     6.73
   -25.00   -25.00   -24.24   -29.45     0.05     6.70   -14.29   -21.51    -7.94    -5.21    -2.73    65.66    91.87     7.47     5.03
   -25.00   -30.00   -28.99   -37.27     0.02     6.71   -18.79   -25.70   -11.57    -8.28    -3.29    71.55    96.70     6.33     3.94
   -30.00     0.00     0.01    -0.01     0.95     6.66    -5.39    -0.01     0.00    -0.02     0.02     0.00    68.18 ******** ********
   -30.00     5.00     5.22     5.02     1.23     6.65    -5.78     4.88     0.34     0.20     0.15    57.51    63.27    34.97    32.64
   -30.00    10.00    10.66     9.93     1.56     6.64    -6.94     9.34     1.33     0.74     0.59    55.63    58.20    17.77    15.38
   -30.00    15.00    16.43    14.74     1.95     6.63    -8.89    13.51     2.92     1.69     1.23    57.85    52.91    12.04     9.61
   -30.00    20.00    22.63    19.51     2.41     6.62   -11.63    17.53     5.11     3.13     1.98    61.27    47.30     9.18     6.73
   -30.00    25.00    29.47    24.25     2.96     6.60   -15.17    21.53     7.95     5.22     2.72    65.73    41.21     7.46     5.03
   -30.00    30.00    37.30    29.01     3.64     6.59   -19.55    25.72    11.57     8.29     3.29    71.59    34.36     6.32     3.94
   -30.00     0.00     0.01    -0.01     0.95     6.66    -5.39    -0.01     0.00    -0.02     0.02     0.00    68.18 ******** ********
   -30.00    -5.00    -5.02    -5.22     0.73     6.67    -5.78    -4.88    -0.34    -0.20    -0.15    57.51    72.98    34.97    32.64
   -30.00   -10.00    -9.93   -10.66     0.54     6.68    -6.94    -9.34    -1.33    -0.74    -0.59    55.63    77.72    17.77    15.38
   -30.00   -15.00   -14.74   -16.43     0.40     6.68    -8.89   -13.51    -2.92    -1.69    -1.23    57.85    82.43    12.04     9.61
   -30.00   -20.00   -19.51   -22.63     0.29     6.69   -11.63   -17.53    -5.11    -3.13    -1.98    61.27    87.15     9.18     6.73
   -30.00   -25.00   -24.25   -29.47     0.22     6.70   -15.17   -21.53    -7.95    -5.22    -2.72    65.73    91.91     7.46     5.03
   -30.00   -30.00   -29.01   -37.30     0.19     6.71   -19.55   -25.72   -11.57    -8.29    -3.29    71.59    96.73     6.32     3.94
