
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           GnistRear                                           

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    15.00     0.00   100.00     0.00     0.09    -1.53     1.54    15.00    15.00     1.22    -1.20     0.00     0.03     0.00     0.18     0.00     0.09
    15.00     0.00  -100.00     0.00    -0.09    -1.53     1.52    15.00    15.00     1.22    -1.24     0.00    -0.03     0.00    -0.18     0.00     0.09
    20.00   100.00     0.00    -0.09     0.00    -2.19     2.20    19.99    19.99     1.49    -1.47    -0.03     0.00     0.18     0.00     0.08     0.00
    20.00  -100.00     0.00     0.09     0.00    -2.21     2.20    19.99    19.99     1.45    -1.47     0.03     0.00    -0.18     0.00     0.08     0.00
    20.00     0.00   100.00     0.00     0.09    -2.20     2.21    19.99    19.99     1.47    -1.45     0.00     0.03     0.00     0.18     0.00     0.08
    20.00     0.00  -100.00     0.00    -0.09    -2.20     2.19    19.99    19.99     1.47    -1.49     0.00    -0.03     0.00    -0.18     0.00     0.08
    25.00   100.00     0.00    -0.09     0.00    -2.95     2.95    24.98    24.98     1.74    -1.72    -0.03     0.00     0.18     0.00     0.06     0.00
    25.00  -100.00     0.00     0.09     0.00    -2.96     2.95    24.98    24.98     1.71    -1.72     0.03     0.00    -0.18     0.00     0.06     0.00
    25.00     0.00   100.00     0.00     0.09    -2.95     2.96    24.98    24.98     1.72    -1.71     0.00     0.03     0.00     0.18     0.00     0.06
    25.00     0.00  -100.00     0.00    -0.09    -2.95     2.95    24.98    24.98     1.72    -1.74     0.00    -0.03     0.00    -0.18     0.00     0.06
    30.00   100.00     0.00    -0.09     0.00    -3.78     3.79    29.97    29.97     2.00    -1.99    -0.03     0.00     0.18     0.00     0.05     0.00
    30.00  -100.00     0.00     0.09     0.00    -3.80     3.79    29.97    29.97     1.97    -1.99     0.03     0.00    -0.18     0.00     0.05     0.00
    30.00     0.00   100.00     0.00     0.09    -3.79     3.80    29.97    29.97     1.99    -1.97     0.00     0.03     0.00     0.18     0.00     0.05
    30.00     0.00  -100.00     0.00    -0.09    -3.79     3.78    29.97    29.97     1.99    -2.00     0.00    -0.03     0.00    -0.18     0.00     0.05
    35.00   100.00     0.00    -0.10     0.00    -4.70     4.71    34.96    34.96     2.27    -2.25    -0.03     0.00     0.18     0.00     0.03     0.00
    35.00  -100.00     0.00     0.10     0.00    -4.72     4.71    34.96    34.96     2.24    -2.25     0.03     0.00    -0.18     0.00     0.03     0.00
    35.00     0.00   100.00     0.00     0.10    -4.71     4.72    34.96    34.96     2.25    -2.24     0.00     0.03     0.00     0.18     0.00     0.03
    35.00     0.00  -100.00     0.00    -0.10    -4.71     4.70    34.96    34.96     2.25    -2.27     0.00    -0.03     0.00    -0.18     0.00     0.03
    40.00   100.00     0.00    -0.10     0.00    -5.70     5.71    39.94    39.94     2.55    -2.53    -0.03     0.00     0.18     0.00     0.02     0.00
    40.00  -100.00     0.00     0.10     0.00    -5.72     5.71    39.94    39.94     2.51    -2.53     0.03     0.00    -0.18     0.00     0.02     0.00
    40.00     0.00   100.00     0.00     0.10    -5.71     5.72    39.94    39.94     2.53    -2.51     0.00     0.03     0.00     0.18     0.00     0.02
    40.00     0.00  -100.00     0.00    -0.10    -5.71     5.70    39.94    39.94     2.53    -2.55     0.00    -0.03     0.00    -0.18     0.00     0.02
    -5.00   100.00     0.00    -0.09     0.00     0.36    -0.35    -5.00    -5.00     0.29    -0.27    -0.04     0.00     0.19     0.00     0.16     0.00
    -5.00  -100.00     0.00     0.09     0.00     0.34    -0.35    -5.00    -5.00     0.25    -0.27     0.04     0.00    -0.19     0.00     0.16     0.00
    -5.00     0.00   100.00     0.00     0.09     0.35    -0.34    -5.00    -5.00     0.27    -0.25     0.00     0.04     0.00     0.19     0.00     0.16
    -5.00     0.00  -100.00     0.00    -0.09     0.35    -0.36    -5.00    -5.00     0.27    -0.29     0.00    -0.04     0.00    -0.19     0.00     0.16
   -10.00   100.00     0.00    -0.09     0.00     0.62    -0.62   -10.01   -10.01     0.07    -0.05    -0.04     0.00     0.19     0.00     0.17     0.00
   -10.00  -100.00     0.00     0.09     0.00     0.61    -0.62   -10.01   -10.01     0.03    -0.05     0.04     0.00    -0.19     0.00     0.17     0.00
   -10.00     0.00   100.00     0.00     0.09     0.62    -0.61   -10.01   -10.01     0.05    -0.03     0.00     0.04     0.00     0.19     0.00     0.17
   -10.00     0.00  -100.00     0.00    -0.09     0.62    -0.62   -10.01   -10.01     0.05    -0.07     0.00    -0.04     0.00    -0.19     0.00     0.17
   -15.00   100.00     0.00    -0.09     0.00     0.81    -0.80   -15.01   -15.01    -0.15     0.17    -0.04     0.00     0.19     0.00     0.19     0.00
   -15.00  -100.00     0.00     0.09     0.00     0.80    -0.80   -15.02   -15.01    -0.19     0.17     0.04     0.00    -0.19     0.00     0.19     0.00
   -15.00     0.00   100.00     0.00     0.09     0.80    -0.80   -15.01   -15.02    -0.17     0.19     0.00     0.04     0.00     0.19     0.00     0.19
   -15.00     0.00  -100.00     0.00    -0.09     0.80    -0.81   -15.01   -15.01    -0.17     0.15     0.00    -0.04     0.00    -0.19     0.00     0.19
   -20.00   100.00     0.00    -0.09     0.00     0.92    -0.91   -20.02   -20.02    -0.37     0.39    -0.04     0.00     0.19     0.00     0.21     0.00
   -20.00  -100.00     0.00     0.09     0.00     0.90    -0.91   -20.02   -20.02    -0.41     0.39     0.04     0.00    -0.19     0.00     0.21     0.00
   -20.00     0.00   100.00     0.00     0.09     0.91    -0.90   -20.02   -20.02    -0.39     0.41     0.00     0.04     0.00     0.19     0.00     0.21
   -20.00     0.00  -100.00     0.00    -0.09     0.91    -0.92   -20.02   -20.02    -0.39     0.37     0.00    -0.04     0.00    -0.19     0.00     0.21
   -25.00   100.00     0.00    -0.09     0.00     0.94    -0.94   -25.03   -25.03    -0.57     0.60    -0.05     0.00     0.19     0.00     0.23     0.00
   -25.00  -100.00     0.00     0.09     0.00     0.93    -0.94   -25.03   -25.03    -0.62     0.60     0.05     0.00    -0.19     0.00     0.23     0.00
   -25.00     0.00   100.00     0.00     0.09     0.94    -0.93   -25.03   -25.03    -0.60     0.62     0.00     0.05     0.00     0.19     0.00     0.23
   -25.00     0.00  -100.00     0.00    -0.09     0.94    -0.94   -25.03   -25.03    -0.60     0.57     0.00    -0.05     0.00    -0.19     0.00     0.23
   -30.00   100.00     0.00    -0.09     0.00     0.89    -0.88   -30.04   -30.04    -0.78     0.80    -0.05     0.00     0.19     0.00     0.25     0.00
   -30.00  -100.00     0.00     0.10     0.00     0.87    -0.88   -30.04   -30.04    -0.82     0.80     0.05     0.00    -0.19     0.00     0.25     0.00
   -30.00     0.00   100.00     0.00     0.10     0.88    -0.87   -30.04   -30.04    -0.80     0.82     0.00     0.05     0.00     0.19     0.00     0.25
   -30.00     0.00  -100.00     0.00    -0.09     0.88    -0.89   -30.04   -30.04    -0.80     0.78     0.00    -0.05     0.00    -0.19     0.00     0.25
   -35.00   100.00     0.00    -0.10     0.00     0.75    -0.75   -35.05   -35.05    -0.98     1.00    -0.05     0.00     0.19     0.00     0.27     0.00
   -35.00  -100.00     0.00     0.10     0.00     0.74    -0.75   -35.06   -35.05    -1.02     1.00     0.05     0.00    -0.19     0.00     0.27     0.00
   -35.00     0.00   100.00     0.00     0.10     0.75    -0.74   -35.05   -35.06    -1.00     1.02     0.00     0.05     0.00     0.19     0.00     0.27
   -35.00     0.00  -100.00     0.00    -0.10     0.75    -0.75   -35.05   -35.05    -1.00     0.98     0.00    -0.05     0.00    -0.19     0.00     0.27
   -40.00   100.00     0.00    -0.10     0.00     0.53    -0.53   -40.07   -40.07    -1.18     1.20    -0.05     0.00     0.20     0.00     0.29     0.00
   -40.00  -100.00     0.00     0.10     0.00     0.52    -0.53   -40.07   -40.07    -1.22     1.20     0.05     0.00    -0.20     0.00     0.29     0.00
   -40.00     0.00   100.00     0.00     0.10     0.53    -0.52   -40.07   -40.07    -1.20     1.22     0.00     0.05     0.00     0.20     0.00     0.29
   -40.00     0.00  -100.00     0.00    -0.10     0.53    -0.53   -40.07   -40.07    -1.20     1.18     0.00    -0.05     0.00    -0.20     0.00     0.29
