
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           gnistFront                                          

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    25.00     0.00  -100.00     0.00    -0.26    -2.18     2.20    24.99    25.02     1.37    -1.33     0.00     0.00     0.01    -0.27     0.00    -3.86
    30.00   100.00     0.00    -0.27    -0.01    -2.85     2.83    30.03    29.99     1.52    -1.56     0.00     0.00     0.28    -0.02    -5.18     0.00
    30.00  -100.00     0.00     0.24    -0.01    -2.80     2.83    29.95    29.99     1.60    -1.56     0.00     0.00    -0.24    -0.02     4.88     0.00
    30.00     0.00   100.00    -0.01     0.24    -2.83     2.80    29.99    29.95     1.56    -1.60     0.00     0.00     0.02     0.24     0.00     4.88
    30.00     0.00  -100.00    -0.01    -0.27    -2.83     2.85    29.99    30.03     1.56    -1.52     0.00     0.00     0.02    -0.28     0.00    -5.18
    35.00   100.00     0.00    -0.28    -0.03    -3.57     3.54    35.03    34.98     1.71    -1.75     0.00     0.00     0.30    -0.03    -6.49     0.00
    35.00  -100.00     0.00     0.23    -0.03    -3.52     3.54    34.94    34.98     1.79    -1.75    -0.01     0.00    -0.23    -0.03     6.15     0.00
    35.00     0.00   100.00    -0.03     0.23    -3.54     3.52    34.98    34.94     1.75    -1.79     0.00    -0.01     0.03     0.23     0.00     6.15
    35.00     0.00  -100.00    -0.03    -0.28    -3.54     3.57    34.98    35.03     1.75    -1.71     0.00     0.00     0.03    -0.30     0.00    -6.49
    40.00   100.00     0.00    -0.30    -0.04    -4.36     4.33    40.03    39.97     1.91    -1.95    -0.01    -0.01     0.32    -0.05    -7.78     0.00
    40.00  -100.00     0.00     0.21    -0.04    -4.30     4.33    39.92    39.97     1.99    -1.95    -0.01    -0.01    -0.21    -0.05     7.40     0.00
    40.00     0.00   100.00    -0.04     0.21    -4.33     4.30    39.97    39.92     1.95    -1.99    -0.01    -0.01     0.05     0.21     0.00     7.40
    40.00     0.00  -100.00    -0.04    -0.30    -4.33     4.36    39.97    40.03     1.95    -1.91    -0.01    -0.01     0.05    -0.32     0.00    -7.78
    -5.00   100.00     0.00    -0.26    -0.01     0.21    -0.23    -5.03    -5.00     0.30    -0.34    -0.01     0.00     0.27    -0.01     4.44     0.00
    -5.00  -100.00     0.00     0.24    -0.01     0.24    -0.23    -4.97    -5.00     0.38    -0.34     0.01     0.00    -0.25    -0.01    -4.48     0.00
    -5.00     0.00   100.00    -0.01     0.24     0.23    -0.24    -5.00    -4.97     0.34    -0.38     0.00     0.01     0.01     0.25     0.00    -4.48
    -5.00     0.00  -100.00    -0.01    -0.26     0.23    -0.21    -5.00    -5.03     0.34    -0.30     0.00    -0.01     0.01    -0.27     0.00     4.44
   -10.00   100.00     0.00    -0.27    -0.02     0.36    -0.38   -10.05   -10.00     0.14    -0.19    -0.01     0.00     0.28    -0.03     5.90     0.00
   -10.00  -100.00     0.00     0.23    -0.02     0.40    -0.38    -9.96   -10.00     0.23    -0.19     0.01     0.00    -0.23    -0.03    -5.90     0.00
   -10.00     0.00   100.00    -0.02     0.23     0.38    -0.40   -10.00    -9.96     0.19    -0.23     0.00     0.01     0.03     0.23     0.00    -5.90
   -10.00     0.00  -100.00    -0.02    -0.27     0.38    -0.36   -10.00   -10.05     0.19    -0.14     0.00    -0.01     0.03    -0.28     0.00     5.90
   -15.00   100.00     0.00    -0.28    -0.04     0.45    -0.47   -15.06   -15.01    -0.01    -0.04    -0.02     0.00     0.30    -0.04     7.39     0.00
   -15.00  -100.00     0.00     0.21    -0.04     0.48    -0.47   -14.95   -15.01     0.08    -0.04     0.01     0.00    -0.21    -0.04    -7.35     0.00
   -15.00     0.00   100.00    -0.04     0.21     0.47    -0.48   -15.01   -14.95     0.04    -0.08     0.00     0.01     0.04     0.21     0.00    -7.35
   -15.00     0.00  -100.00    -0.04    -0.28     0.47    -0.45   -15.01   -15.06     0.04     0.01     0.00    -0.02     0.04    -0.30     0.00     7.39
   -20.00   100.00     0.00    -0.30    -0.05     0.46    -0.48   -20.08   -20.01    -0.15     0.11    -0.02    -0.01     0.33    -0.07     8.92     0.00
   -20.00  -100.00     0.00     0.19    -0.05     0.50    -0.48   -19.95   -20.01    -0.07     0.11     0.00    -0.01    -0.19    -0.07    -8.82     0.00
   -20.00     0.00   100.00    -0.05     0.19     0.48    -0.50   -20.01   -19.95    -0.11     0.07    -0.01     0.00     0.07     0.19     0.00    -8.82
   -20.00     0.00  -100.00    -0.05    -0.30     0.48    -0.46   -20.01   -20.08    -0.11     0.15    -0.01    -0.02     0.07    -0.33     0.00     8.92
   -25.00   100.00     0.00    -0.32    -0.08     0.41    -0.43   -25.09   -25.02    -0.29     0.25    -0.02    -0.01     0.36    -0.10    10.47     0.00
   -25.00  -100.00     0.00     0.17    -0.08     0.45    -0.43   -24.94   -25.02    -0.21     0.25     0.00    -0.01    -0.16    -0.10   -10.33     0.00
   -25.00     0.00   100.00    -0.08     0.17     0.43    -0.45   -25.02   -24.94    -0.25     0.21    -0.01     0.00     0.10     0.16     0.00   -10.33
   -25.00     0.00  -100.00    -0.08    -0.32     0.43    -0.41   -25.02   -25.09    -0.25     0.29    -0.01    -0.02     0.10    -0.36     0.00    10.47
   -30.00   100.00     0.00    -0.35    -0.10     0.28    -0.30   -30.11   -30.02    -0.43     0.39    -0.03    -0.01     0.39    -0.13    12.06     0.00
   -30.00  -100.00     0.00     0.14    -0.10     0.32    -0.30   -29.93   -30.02    -0.34     0.39     0.00    -0.01    -0.13    -0.13   -11.87     0.00
   -30.00     0.00   100.00    -0.10     0.14     0.30    -0.32   -30.02   -29.93    -0.39     0.34    -0.01     0.00     0.13     0.13     0.00   -11.87
   -30.00     0.00  -100.00    -0.10    -0.35     0.30    -0.28   -30.02   -30.11    -0.39     0.43    -0.01    -0.03     0.13    -0.39     0.00    12.06
   -35.00   100.00     0.00    -0.38    -0.13     0.08    -0.10   -35.13   -35.03    -0.56     0.52    -0.03    -0.02     0.42    -0.16    13.69     0.00
   -35.00  -100.00     0.00     0.12    -0.13     0.13    -0.10   -34.93   -35.03    -0.48     0.52     0.00    -0.02    -0.10    -0.16   -13.45     0.00
   -35.00     0.00   100.00    -0.13     0.12     0.10    -0.13   -35.03   -34.93    -0.52     0.48    -0.02     0.00     0.16     0.10     0.00   -13.45
   -35.00     0.00  -100.00    -0.13    -0.38     0.10    -0.08   -35.03   -35.13    -0.52     0.56    -0.02    -0.03     0.16    -0.42     0.00    13.69
   -40.00   100.00     0.00    -0.41    -0.16    -0.19     0.16   -40.15   -40.03    -0.69     0.65    -0.04    -0.02     0.47    -0.21    15.36     0.00
   -40.00  -100.00     0.00     0.08    -0.16    -0.14     0.16   -39.92   -40.03    -0.60     0.65     0.00    -0.02    -0.06    -0.21   -15.07     0.00
   -40.00     0.00   100.00    -0.16     0.08    -0.16     0.14   -40.03   -39.92    -0.65     0.60    -0.02     0.00     0.21     0.06     0.00   -15.07
   -40.00     0.00  -100.00    -0.16    -0.41    -0.16     0.19   -40.03   -40.15    -0.65     0.69    -0.02    -0.04     0.21    -0.47     0.00    15.36
