
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           GnistRear                                           

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    20.00     0.00   100.00     0.00    -0.02    -2.20     2.20    19.99    19.99     1.47    -1.45     0.00     0.14     0.00     0.04     0.00     0.04
    20.00     0.00  -100.00     0.00     0.02    -2.20     2.20    19.99    19.99     1.47    -1.49     0.00    -0.14     0.00    -0.04     0.00     0.05
    25.00   100.00     0.00    -0.02     0.00    -2.95     2.95    24.98    24.98     1.70    -1.72     0.14     0.00    -0.04     0.00     0.05     0.00
    25.00  -100.00     0.00     0.02     0.00    -2.96     2.95    24.98    24.98     1.75    -1.72    -0.14     0.00     0.04     0.00     0.05     0.00
    25.00     0.00   100.00     0.00    -0.02    -2.95     2.95    24.98    24.98     1.72    -1.70     0.00     0.14     0.00     0.04     0.00     0.05
    25.00     0.00  -100.00     0.00     0.02    -2.95     2.96    24.98    24.98     1.72    -1.75     0.00    -0.14     0.00    -0.04     0.00     0.05
    30.00   100.00     0.00    -0.02     0.00    -3.79     3.79    29.97    29.97     1.96    -1.99     0.14     0.00    -0.04     0.00     0.05     0.00
    30.00  -100.00     0.00     0.02     0.00    -3.79     3.79    29.97    29.97     2.01    -1.99    -0.14     0.00     0.04     0.00     0.05     0.00
    30.00     0.00   100.00     0.00    -0.02    -3.79     3.79    29.97    29.97     1.99    -1.96     0.00     0.14     0.00     0.04     0.00     0.05
    30.00     0.00  -100.00     0.00     0.02    -3.79     3.79    29.97    29.97     1.99    -2.01     0.00    -0.14     0.00    -0.04     0.00     0.05
    35.00   100.00     0.00    -0.02     0.00    -4.71     4.71    34.96    34.96     2.23    -2.25     0.14     0.00    -0.04     0.00     0.05     0.00
    35.00  -100.00     0.00     0.02     0.00    -4.71     4.71    34.95    34.96     2.28    -2.25    -0.14     0.00     0.04     0.00     0.05     0.00
    35.00     0.00   100.00     0.00    -0.02    -4.71     4.71    34.96    34.96     2.25    -2.23     0.00     0.14     0.00     0.04     0.00     0.05
    35.00     0.00  -100.00     0.00     0.02    -4.71     4.71    34.96    34.95     2.25    -2.28     0.00    -0.14     0.00    -0.04     0.00     0.05
    40.00   100.00     0.00    -0.02     0.00    -5.71     5.71    39.94    39.94     2.51    -2.53     0.14     0.00    -0.03     0.00     0.05     0.00
    40.00  -100.00     0.00     0.02     0.00    -5.71     5.71    39.94    39.94     2.55    -2.53    -0.14     0.00     0.03     0.00     0.05     0.00
    40.00     0.00   100.00     0.00    -0.02    -5.71     5.71    39.94    39.94     2.53    -2.51     0.00     0.14     0.00     0.03     0.00     0.05
    40.00     0.00  -100.00     0.00     0.02    -5.71     5.71    39.94    39.94     2.53    -2.55     0.00    -0.14     0.00    -0.03     0.00     0.05
    -5.00   100.00     0.00    -0.02     0.00     0.35    -0.35    -5.00    -5.00     0.25    -0.27     0.14     0.00    -0.04     0.00     0.04     0.00
    -5.00  -100.00     0.00     0.02     0.00     0.35    -0.35    -5.00    -5.00     0.29    -0.27    -0.14     0.00     0.04     0.00     0.04     0.00
    -5.00     0.00   100.00     0.00    -0.02     0.35    -0.35    -5.00    -5.00     0.27    -0.25     0.00     0.14     0.00     0.04     0.00     0.04
    -5.00     0.00  -100.00     0.00     0.02     0.35    -0.35    -5.00    -5.00     0.27    -0.29     0.00    -0.14     0.00    -0.04     0.00     0.04
   -10.00   100.00     0.00    -0.02     0.00     0.62    -0.62   -10.01   -10.01     0.02    -0.05     0.14     0.00    -0.04     0.00     0.04     0.00
   -10.00  -100.00     0.00     0.02     0.00     0.61    -0.62   -10.01   -10.01     0.07    -0.05    -0.14     0.00     0.04     0.00     0.04     0.00
   -10.00     0.00   100.00     0.00    -0.02     0.62    -0.62   -10.01   -10.01     0.05    -0.02     0.00     0.14     0.00     0.04     0.00     0.04
   -10.00     0.00  -100.00     0.00     0.02     0.62    -0.61   -10.01   -10.01     0.05    -0.07     0.00    -0.14     0.00    -0.04     0.00     0.04
   -15.00   100.00     0.00    -0.02     0.00     0.81    -0.80   -15.01   -15.01    -0.19     0.17     0.14     0.00    -0.04     0.00     0.03     0.00
   -15.00  -100.00     0.00     0.02     0.00     0.80    -0.80   -15.01   -15.01    -0.15     0.17    -0.14     0.00     0.04     0.00     0.03     0.00
   -15.00     0.00   100.00     0.00    -0.02     0.80    -0.81   -15.01   -15.01    -0.17     0.19     0.00     0.14     0.00     0.04     0.00     0.03
   -15.00     0.00  -100.00     0.00     0.02     0.80    -0.80   -15.01   -15.01    -0.17     0.15     0.00    -0.14     0.00    -0.04     0.00     0.03
   -20.00   100.00     0.00    -0.02     0.00     0.91    -0.91   -20.02   -20.02    -0.41     0.39     0.13     0.00    -0.04     0.00     0.03     0.00
   -20.00  -100.00     0.00     0.02     0.00     0.91    -0.91   -20.02   -20.02    -0.36     0.39    -0.14     0.00     0.04     0.00     0.03     0.00
   -20.00     0.00   100.00     0.00    -0.02     0.91    -0.91   -20.02   -20.02    -0.39     0.41     0.00     0.13     0.00     0.04     0.00     0.03
   -20.00     0.00  -100.00     0.00     0.02     0.91    -0.91   -20.02   -20.02    -0.39     0.36     0.00    -0.14     0.00    -0.04     0.00     0.03
   -25.00   100.00     0.00    -0.02     0.00     0.94    -0.94   -25.03   -25.03    -0.62     0.60     0.13     0.00    -0.04     0.00     0.03     0.00
   -25.00  -100.00     0.00     0.02     0.00     0.93    -0.94   -25.03   -25.03    -0.57     0.60    -0.13     0.00     0.04     0.00     0.03     0.00
   -25.00     0.00   100.00     0.00    -0.02     0.94    -0.94   -25.03   -25.03    -0.60     0.62     0.00     0.13     0.00     0.04     0.00     0.03
   -25.00     0.00  -100.00     0.00     0.02     0.94    -0.93   -25.03   -25.03    -0.60     0.57     0.00    -0.13     0.00    -0.04     0.00     0.03
   -30.00   100.00     0.00    -0.01     0.00     0.88    -0.88   -30.04   -30.04    -0.82     0.80     0.13     0.00    -0.04     0.00     0.03     0.00
   -30.00  -100.00     0.00     0.01     0.00     0.88    -0.88   -30.04   -30.04    -0.78     0.80    -0.13     0.00     0.04     0.00     0.03     0.00
   -30.00     0.00   100.00     0.00    -0.01     0.88    -0.88   -30.04   -30.04    -0.80     0.82     0.00     0.13     0.00     0.04     0.00     0.03
   -30.00     0.00  -100.00     0.00     0.01     0.88    -0.88   -30.04   -30.04    -0.80     0.78     0.00    -0.13     0.00    -0.04     0.00     0.03
   -35.00   100.00     0.00    -0.01     0.00     0.75    -0.75   -35.06   -35.05    -1.02     1.00     0.13     0.00    -0.05     0.00     0.03     0.00
   -35.00  -100.00     0.00     0.01     0.00     0.74    -0.75   -35.05   -35.05    -0.98     1.00    -0.13     0.00     0.05     0.00     0.03     0.00
   -35.00     0.00   100.00     0.00    -0.01     0.75    -0.75   -35.05   -35.06    -1.00     1.02     0.00     0.13     0.00     0.05     0.00     0.03
   -35.00     0.00  -100.00     0.00     0.01     0.75    -0.74   -35.05   -35.05    -1.00     0.98     0.00    -0.13     0.00    -0.05     0.00     0.03
   -40.00   100.00     0.00    -0.01     0.00     0.53    -0.53   -40.07   -40.07    -1.22     1.20     0.13     0.00    -0.05     0.00     0.03     0.00
   -40.00  -100.00     0.00     0.01     0.00     0.53    -0.53   -40.07   -40.07    -1.18     1.20    -0.13     0.00     0.05     0.00     0.03     0.00
   -40.00     0.00   100.00     0.00    -0.01     0.53    -0.53   -40.07   -40.07    -1.20     1.22     0.00     0.13     0.00     0.05     0.00     0.03
   -40.00     0.00  -100.00     0.00     0.01     0.53    -0.53   -40.07   -40.07    -1.20     1.18     0.00    -0.13     0.00    -0.05     0.00     0.03
