
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           gnistFront                                          

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
   -20.00     0.00  -100.00    -0.05    -0.02     0.48    -0.48   -20.01   -19.65    -0.11     0.08    -0.01    -0.02     0.07    -0.03     0.00   -50.05
   -25.00   100.00     0.00    -0.04    -0.08     0.43    -0.43   -24.67   -25.02    -0.22     0.25    -0.02    -0.01     0.05    -0.10   -48.47     0.00
   -25.00  -100.00     0.00    -0.11    -0.08     0.42    -0.43   -25.36   -25.02    -0.28     0.25     0.00    -0.01     0.14    -0.10    48.29     0.00
   -25.00     0.00   100.00    -0.08    -0.11     0.43    -0.42   -25.02   -25.36    -0.25     0.28    -0.01     0.00     0.10    -0.14     0.00    48.29
   -25.00     0.00  -100.00    -0.08    -0.04     0.43    -0.43   -25.02   -24.67    -0.25     0.22    -0.01    -0.02     0.10    -0.05     0.00   -48.47
   -30.00   100.00     0.00    -0.07    -0.10     0.31    -0.30   -29.69   -30.02    -0.35     0.39    -0.02    -0.01     0.08    -0.13   -46.90     0.00
   -30.00  -100.00     0.00    -0.13    -0.10     0.29    -0.30   -30.36   -30.02    -0.42     0.39     0.00    -0.01     0.17    -0.13    46.73     0.00
   -30.00     0.00   100.00    -0.10    -0.13     0.30    -0.29   -30.02   -30.36    -0.39     0.42    -0.01     0.00     0.13    -0.17     0.00    46.73
   -30.00     0.00  -100.00    -0.10    -0.07     0.30    -0.31   -30.02   -29.69    -0.39     0.35    -0.01    -0.02     0.13    -0.08     0.00   -46.90
   -35.00   100.00     0.00    -0.10    -0.13     0.12    -0.10   -34.70   -35.03    -0.49     0.52    -0.03    -0.02     0.12    -0.16   -45.34     0.00
   -35.00  -100.00     0.00    -0.16    -0.13     0.09    -0.10   -35.35   -35.03    -0.55     0.52    -0.01    -0.02     0.21    -0.16    45.18     0.00
   -35.00     0.00   100.00    -0.13    -0.16     0.10    -0.09   -35.03   -35.35    -0.52     0.55    -0.02    -0.01     0.16    -0.21     0.00    45.18
   -35.00     0.00  -100.00    -0.13    -0.10     0.10    -0.12   -35.03   -34.70    -0.52     0.49    -0.02    -0.03     0.16    -0.12     0.00   -45.34
   -40.00   100.00     0.00    -0.13    -0.16    -0.15     0.16   -39.72   -40.03    -0.61     0.65    -0.03    -0.02     0.16    -0.21   -43.79     0.00
   -40.00  -100.00     0.00    -0.20    -0.16    -0.18     0.16   -40.35   -40.03    -0.68     0.65    -0.01    -0.02     0.25    -0.21    43.64     0.00
   -40.00     0.00   100.00    -0.16    -0.20    -0.16     0.18   -40.03   -40.35    -0.65     0.68    -0.02    -0.01     0.21    -0.25     0.00    43.64
   -40.00     0.00  -100.00    -0.16    -0.13    -0.16     0.15   -40.03   -39.72    -0.65     0.61    -0.02    -0.03     0.21    -0.16     0.00   -43.79
