
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Force Z at Wheel Center                            GnistRear                                           

   WhTra  ForceZ_L ForceZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
    30.00  1000.00     0.00     0.00     0.00    -5.12     3.79    37.05    29.97     2.37    -1.99     0.00     0.00     0.00     0.00  -994.41     0.00
    30.00 -1000.00     0.00     0.00     0.00    -2.63     3.79    22.86    29.97     1.62    -1.99     0.00     0.00     0.00     0.00   997.14     0.00
    30.00     0.00  1000.00     0.00     0.00    -3.79     5.12    29.97    37.05     1.99    -2.37     0.00     0.00     0.00     0.00     0.00  -994.41
    30.00     0.00 -1000.00     0.00     0.00    -3.79     2.63    29.97    22.86     1.99    -1.62     0.00     0.00     0.00     0.00     0.00   997.14
    35.00  1000.00     0.00     0.00     0.00    -6.15     4.71    42.03    34.96     2.64    -2.25     0.00     0.00     0.00     0.00  -993.33     0.00
    35.00 -1000.00     0.00     0.00     0.00    -3.43     4.71    27.86    34.96     1.88    -2.25     0.00     0.00     0.00     0.00   996.24     0.00
    35.00     0.00  1000.00     0.00     0.00    -4.71     6.15    34.96    42.03     2.25    -2.64     0.00     0.00     0.00     0.00     0.00  -993.33
    35.00     0.00 -1000.00     0.00     0.00    -4.71     3.43    34.96    27.86     2.25    -1.88     0.00     0.00     0.00     0.00     0.00   996.24
    40.00  1000.00     0.00     0.00     0.00    -7.27     5.71    47.00    39.94     2.93    -2.53     0.00     0.00     0.00     0.00  -992.17     0.00
    40.00 -1000.00     0.00     0.00     0.00    -4.31     5.71    32.85    39.94     2.14    -2.53     0.00     0.00     0.00     0.00   995.27     0.00
    40.00     0.00  1000.00     0.00     0.00    -5.71     7.27    39.94    47.00     2.53    -2.93     0.00     0.00     0.00     0.00     0.00  -992.17
    40.00     0.00 -1000.00     0.00     0.00    -5.71     4.31    39.94    32.85     2.53    -2.14     0.00     0.00     0.00     0.00     0.00   995.27
    -5.00  1000.00     0.00     0.00     0.00    -0.17    -0.35     2.15    -5.00     0.60    -0.27     0.00     0.00     0.00     0.00 -1000.32     0.00
    -5.00 -1000.00     0.00     0.00     0.00     0.71    -0.35   -12.17    -5.00    -0.05    -0.27     0.00     0.00     0.00     0.00  1002.06     0.00
    -5.00     0.00  1000.00     0.00     0.00     0.35     0.17    -5.00     2.15     0.27    -0.60     0.00     0.00     0.00     0.00     0.00 -1000.32
    -5.00     0.00 -1000.00     0.00     0.00     0.35    -0.71    -5.00   -12.17     0.27     0.05     0.00     0.00     0.00     0.00     0.00  1002.06
   -10.00  1000.00     0.00     0.00     0.00     0.21    -0.62    -2.85   -10.01     0.37    -0.05     0.00     0.00     0.00     0.00 -1000.97     0.00
   -10.00 -1000.00     0.00     0.00     0.00     0.86    -0.62   -17.18   -10.01    -0.27    -0.05     0.00     0.00     0.00     0.00  1002.59     0.00
   -10.00     0.00  1000.00     0.00     0.00     0.62    -0.21   -10.01    -2.85     0.05    -0.37     0.00     0.00     0.00     0.00     0.00 -1000.97
   -10.00     0.00 -1000.00     0.00     0.00     0.62    -0.86   -10.01   -17.18     0.05     0.27     0.00     0.00     0.00     0.00     0.00  1002.59
   -15.00  1000.00     0.00     0.00     0.00     0.51    -0.80    -7.85   -15.01     0.14     0.17     0.00     0.00     0.00     0.00 -1001.57     0.00
   -15.00 -1000.00     0.00     0.00     0.00     0.93    -0.80   -22.19   -15.01    -0.48     0.17     0.00     0.00     0.00     0.00  1003.09     0.00
   -15.00     0.00  1000.00     0.00     0.00     0.80    -0.51   -15.01    -7.85    -0.17    -0.14     0.00     0.00     0.00     0.00     0.00 -1001.57
   -15.00     0.00 -1000.00     0.00     0.00     0.80    -0.93   -15.01   -22.19    -0.17     0.48     0.00     0.00     0.00     0.00     0.00  1003.09
   -20.00  1000.00     0.00     0.00     0.00     0.73    -0.91   -12.85   -20.02    -0.08     0.39     0.00     0.00     0.00     0.00 -1002.13     0.00
   -20.00 -1000.00     0.00     0.00     0.00     0.92    -0.91   -27.20   -20.02    -0.69     0.39     0.00     0.00     0.00     0.00  1003.55     0.00
   -20.00     0.00  1000.00     0.00     0.00     0.91    -0.73   -20.02   -12.85    -0.39     0.08     0.00     0.00     0.00     0.00     0.00 -1002.13
   -20.00     0.00 -1000.00     0.00     0.00     0.91    -0.92   -20.02   -27.20    -0.39     0.69     0.00     0.00     0.00     0.00     0.00  1003.55
   -25.00  1000.00     0.00     0.00     0.00     0.87    -0.94   -17.86   -25.03    -0.29     0.60     0.00     0.00     0.00     0.00 -1002.66     0.00
   -25.00 -1000.00     0.00     0.00     0.00     0.83    -0.94   -32.22   -25.03    -0.89     0.60     0.00     0.00     0.00     0.00  1003.99     0.00
   -25.00     0.00  1000.00     0.00     0.00     0.94    -0.87   -25.03   -17.86    -0.60     0.29     0.00     0.00     0.00     0.00     0.00 -1002.66
   -25.00     0.00 -1000.00     0.00     0.00     0.94    -0.83   -25.03   -32.22    -0.60     0.89     0.00     0.00     0.00     0.00     0.00  1003.99
   -30.00  1000.00     0.00     0.00     0.00     0.93    -0.88   -22.86   -30.04    -0.50     0.80     0.00     0.00     0.00     0.00 -1003.15     0.00
   -30.00 -1000.00     0.00     0.00     0.00     0.66    -0.88   -37.23   -30.04    -1.09     0.80     0.00     0.00     0.00     0.00  1004.39     0.00
   -30.00     0.00  1000.00     0.00     0.00     0.88    -0.93   -30.04   -22.86    -0.80     0.50     0.00     0.00     0.00     0.00     0.00 -1003.15
   -30.00     0.00 -1000.00     0.00     0.00     0.88    -0.66   -30.04   -37.23    -0.80     1.09     0.00     0.00     0.00     0.00     0.00  1004.39
   -35.00  1000.00     0.00     0.00     0.00     0.91    -0.75   -27.87   -35.05    -0.71     1.00     0.00     0.00     0.00     0.00 -1003.61     0.00
   -35.00 -1000.00     0.00     0.00     0.00     0.41    -0.75   -42.25   -35.05    -1.28     1.00     0.00     0.00     0.00     0.00  1004.76     0.00
   -35.00     0.00  1000.00     0.00     0.00     0.75    -0.91   -35.05   -27.87    -1.00     0.71     0.00     0.00     0.00     0.00     0.00 -1003.61
   -35.00     0.00 -1000.00     0.00     0.00     0.75    -0.41   -35.05   -42.25    -1.00     1.28     0.00     0.00     0.00     0.00     0.00  1004.76
   -40.00  1000.00     0.00     0.00     0.00     0.81    -0.53   -32.88   -40.07    -0.91     1.20     0.00     0.00     0.00     0.00 -1004.03     0.00
   -40.00 -1000.00     0.00     0.00     0.00     0.07    -0.53   -47.27   -40.07    -1.48     1.20     0.00     0.00     0.00     0.00  1005.10     0.00
   -40.00     0.00  1000.00     0.00     0.00     0.53    -0.81   -40.07   -32.88    -1.20     0.91     0.00     0.00     0.00     0.00     0.00 -1004.03
   -40.00     0.00 -1000.00     0.00     0.00     0.53    -0.07   -40.07   -47.27    -1.20     1.48     0.00     0.00     0.00     0.00     0.00  1005.10
