
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           gnistFront                                          

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
   -25.00   100.00     0.00    -0.10    -0.08     0.43    -0.43   -25.01   -25.02    -0.26     0.25     0.15    -0.01     0.08    -0.10    -1.01     0.00
   -25.00  -100.00     0.00    -0.05    -0.08     0.42    -0.43   -25.02   -25.02    -0.24     0.25    -0.17    -0.01     0.11    -0.10     1.14     0.00
   -25.00     0.00   100.00    -0.08    -0.10     0.43    -0.43   -25.02   -25.01    -0.25     0.26    -0.01     0.15     0.10    -0.08     0.00    -1.01
   -25.00     0.00  -100.00    -0.08    -0.05     0.43    -0.42   -25.02   -25.02    -0.25     0.24    -0.01    -0.17     0.10    -0.11     0.00     1.14
   -30.00   100.00     0.00    -0.13    -0.10     0.31    -0.30   -30.01   -30.02    -0.39     0.39     0.15    -0.01     0.11    -0.13    -1.14     0.00
   -30.00  -100.00     0.00    -0.08    -0.10     0.29    -0.30   -30.03   -30.02    -0.38     0.39    -0.17    -0.01     0.14    -0.13     1.27     0.00
   -30.00     0.00   100.00    -0.10    -0.13     0.30    -0.31   -30.02   -30.01    -0.39     0.39    -0.01     0.15     0.13    -0.11     0.00    -1.14
   -30.00     0.00  -100.00    -0.10    -0.08     0.30    -0.29   -30.02   -30.03    -0.39     0.38    -0.01    -0.17     0.13    -0.14     0.00     1.27
   -35.00   100.00     0.00    -0.15    -0.13     0.11    -0.10   -35.02   -35.03    -0.53     0.52     0.14    -0.02     0.15    -0.16    -1.28     0.00
   -35.00  -100.00     0.00    -0.11    -0.13     0.10    -0.10   -35.04   -35.03    -0.51     0.52    -0.18    -0.02     0.18    -0.16     1.40     0.00
   -35.00     0.00   100.00    -0.13    -0.15     0.10    -0.11   -35.03   -35.02    -0.52     0.53    -0.02     0.14     0.16    -0.15     0.00    -1.28
   -35.00     0.00  -100.00    -0.13    -0.11     0.10    -0.10   -35.03   -35.04    -0.52     0.51    -0.02    -0.18     0.16    -0.18     0.00     1.40
   -40.00   100.00     0.00    -0.19    -0.16    -0.16     0.16   -40.02   -40.03    -0.65     0.65     0.14    -0.02     0.19    -0.21    -1.40     0.00
   -40.00  -100.00     0.00    -0.14    -0.16    -0.17     0.16   -40.04   -40.03    -0.64     0.65    -0.18    -0.02     0.22    -0.21     1.53     0.00
   -40.00     0.00   100.00    -0.16    -0.19    -0.16     0.16   -40.03   -40.02    -0.65     0.65    -0.02     0.14     0.21    -0.19     0.00    -1.40
   -40.00     0.00  -100.00    -0.16    -0.14    -0.16     0.17   -40.03   -40.04    -0.65     0.64    -0.02    -0.18     0.21    -0.22     0.00     1.53
