
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           GnistRear                                           

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
    10.00    30.00   118.27    53.42    18.55     0.00     0.00    -0.97    -1.99    -0.98    10.00    29.97     0.00     0.00
    10.00    35.00   175.75    49.91    12.54     0.00     0.00    -0.97    -2.25    -1.22    10.00    34.96     0.00     0.00
    10.00    40.00   260.61    44.73     4.85     0.00     0.00    -0.97    -2.53    -1.47    10.00    39.94     0.00     0.00
    10.00     0.00   -30.77    62.53    42.67     0.00     0.00    -0.97    -0.50     0.49    10.00     0.00     0.00     0.00
    10.00    -5.00   -42.84    63.27    45.91     0.00     0.00    -0.97    -0.27     0.73    10.00    -5.00     0.00     0.00
    10.00   -10.00   -53.31    63.91    49.04     0.00     0.00    -0.97    -0.05     0.98    10.00   -10.01     0.00     0.00
    10.00   -15.00   -62.50    64.47    52.10     0.00     0.00    -0.97     0.17     1.22    10.00   -15.01     0.00     0.00
    10.00   -20.00   -70.65    64.97    55.10     0.00     0.00    -0.97     0.39     1.47    10.00   -20.02     0.00     0.00
    10.00   -25.00   -77.93    65.41    58.04     0.00     0.00    -0.97     0.60     1.72    10.00   -25.03     0.00     0.00
    10.00   -30.00   -84.49    65.81    60.94     0.00     0.00    -0.97     0.80     1.96    10.00   -30.04     0.00     0.00
    10.00   -35.00   -90.45    66.18    63.80     0.00     0.00    -0.97     1.00     2.21    10.00   -35.05     0.00     0.00
    10.00   -40.00   -95.88    66.51    66.62     0.00     0.00    -0.97     1.20     2.45    10.00   -40.07     0.00     0.00
    15.00     0.00   -50.02    60.87    38.51     0.00     0.00    -1.22    -0.50     0.73    15.00     0.00     0.00     0.00
    15.00     5.00   -36.48    60.21    35.35     0.00     0.00    -1.22    -0.73     0.49    15.00     5.00     0.00     0.00
    15.00    10.00   -20.15    59.42    32.06     0.00     0.00    -1.22    -0.97     0.24    15.00    10.00     0.00     0.00
    15.00    15.00     0.00    58.43    28.57     0.00     0.00    -1.22    -1.22     0.00    15.00    15.00     0.00     0.00
    15.00    20.00    25.59    57.19    24.82     0.00     0.00    -1.22    -1.47    -0.24    15.00    19.99     0.00     0.00
    15.00    25.00    59.29    55.54    20.68     0.00     0.00    -1.22    -1.72    -0.49    15.00    24.98     0.00     0.00
    15.00    30.00   105.88    53.27    15.90     0.00     0.00    -1.22    -1.99    -0.73    15.00    29.97     0.00     0.00
    15.00    35.00   174.83    49.91    10.03     0.00     0.00    -1.22    -2.25    -0.98    15.00    34.96     0.00     0.00
    15.00    40.00   287.89    44.40     2.02     0.00     0.00    -1.22    -2.53    -1.22    15.00    39.94     0.00     0.00
    15.00     0.00   -50.02    60.87    38.51     0.00     0.00    -1.22    -0.50     0.73    15.00     0.00     0.00     0.00
    15.00    -5.00   -61.45    61.43    41.57     0.00     0.00    -1.22    -0.27     0.98    15.00    -5.00     0.00     0.00
    15.00   -10.00   -71.26    61.91    44.55     0.00     0.00    -1.22    -0.05     1.22    15.00   -10.01     0.00     0.00
    15.00   -15.00   -79.78    62.32    47.46     0.00     0.00    -1.22     0.17     1.47    15.00   -15.01     0.00     0.00
    15.00   -20.00   -87.27    62.69    50.32     0.00     0.00    -1.22     0.39     1.71    15.00   -20.02     0.00     0.00
    15.00   -25.00   -93.93    63.01    53.14     0.00     0.00    -1.22     0.60     1.96    15.00   -25.03     0.00     0.00
    15.00   -30.00   -99.88    63.30    55.93     0.00     0.00    -1.22     0.80     2.21    15.00   -30.04     0.00     0.00
    15.00   -35.00  -105.26    63.57    58.69     0.00     0.00    -1.22     1.00     2.45    15.00   -35.05     0.00     0.00
    15.00   -40.00  -110.14    63.80    61.42     0.00     0.00    -1.22     1.20     2.70    15.00   -40.07     0.00     0.00
    20.00     0.00   -72.84    58.91    34.05     0.00     0.00    -1.47    -0.50     0.98    19.99     0.00     0.00     0.00
    20.00     5.00   -60.39    58.46    31.09     0.00     0.00    -1.47    -0.73     0.73    19.99     5.00     0.00     0.00
    20.00    10.00   -45.04    57.90    28.03     0.00     0.00    -1.47    -0.97     0.49    19.99    10.00     0.00     0.00
    20.00    15.00   -25.59    57.19    24.82     0.00     0.00    -1.47    -1.22     0.24    19.99    15.00     0.00     0.00
    20.00    20.00     0.00    56.25    21.39     0.00     0.00    -1.47    -1.47     0.00    19.99    19.99     0.00     0.00
    20.00    25.00    35.37    54.96    17.59     0.00     0.00    -1.47    -1.72    -0.24    19.99    24.98     0.00     0.00
    20.00    30.00    87.74    53.05    13.18     0.00     0.00    -1.47    -1.99    -0.49    19.99    29.97     0.00     0.00
    20.00    35.00   173.86    49.91     7.53     0.00     0.00    -1.47    -2.25    -0.73    19.99    34.96     0.00     0.00
    20.00    40.00   343.16    43.73    -1.15     0.00     0.00    -1.47    -2.53    -0.98    19.99    39.94     0.00     0.00
    20.00     0.00   -72.84    58.91    34.05     0.00     0.00    -1.47    -0.50     0.98    19.99     0.00     0.00     0.00
    20.00    -5.00   -83.19    59.29    36.92     0.00     0.00    -1.47    -0.27     1.22    19.99    -5.00     0.00     0.00
    20.00   -10.00   -91.94    59.61    39.74     0.00     0.00    -1.47    -0.05     1.47    19.99   -10.01     0.00     0.00
    20.00   -15.00   -99.47    59.88    42.51     0.00     0.00    -1.47     0.17     1.71    19.99   -15.01     0.00     0.00
    20.00   -20.00  -106.04    60.12    45.25     0.00     0.00    -1.47     0.39     1.96    19.99   -20.02     0.00     0.00
    20.00   -25.00  -111.82    60.33    47.96     0.00     0.00    -1.47     0.60     2.21    19.99   -25.03     0.00     0.00
    20.00   -30.00  -116.97    60.52    50.64     0.00     0.00    -1.47     0.80     2.45    19.99   -30.04     0.00     0.00
    20.00   -35.00  -121.60    60.69    53.31     0.00     0.00    -1.47     1.00     2.70    19.99   -35.05     0.00     0.00
    20.00   -40.00  -125.78    60.84    55.96     0.00     0.00    -1.47     1.20     2.94    19.99   -40.07     0.00     0.00
    25.00     0.00  -100.39    56.54    29.18     0.00     0.00    -1.72    -0.50     1.22    24.98     0.00     0.00     0.00
    25.00     5.00   -89.90    56.29    26.42     0.00     0.00    -1.72    -0.73     0.98    24.98     5.00     0.00     0.00
    25.00    10.00   -76.66    55.97    23.60     0.00     0.00    -1.72    -0.97     0.73    24.98    10.00     0.00     0.00
    25.00    15.00   -59.29    55.54    20.68     0.00     0.00    -1.72    -1.22     0.49    24.98    15.00     0.00     0.00
    25.00    20.00   -35.37    54.96    17.59     0.00     0.00    -1.72    -1.47     0.24    24.98    19.99     0.00     0.00
    25.00    25.00     0.00    54.10    14.23     0.00     0.00    -1.72    -1.72     0.00    24.98    24.98     0.00     0.00
    25.00    30.00    58.14    52.69    10.32     0.00     0.00    -1.72    -1.99    -0.24    24.98    29.97     0.00     0.00
    25.00    35.00   172.79    49.91     5.03     0.00     0.00    -1.72    -2.25    -0.49    24.98    34.96     0.00     0.00
    25.00    40.00   509.66    41.73    -5.65     0.00     0.00    -1.72    -2.53    -0.73    24.98    39.94     0.00     0.00
    25.00     0.00  -100.39    56.54    29.18     0.00     0.00    -1.72    -0.50     1.22    24.98     0.00     0.00     0.00
    25.00    -5.00  -108.94    56.75    31.88     0.00     0.00    -1.72    -0.27     1.47    24.98    -5.00     0.00     0.00
    25.00   -10.00  -116.08    56.92    34.55     0.00     0.00    -1.72    -0.05     1.71    24.98   -10.01     0.00     0.00
    25.00   -15.00  -122.16    57.07    37.20     0.00     0.00    -1.72     0.17     1.96    24.98   -15.01     0.00     0.00
    25.00   -20.00  -127.41    57.20    39.82     0.00     0.00    -1.72     0.39     2.20    24.98   -20.02     0.00     0.00
    25.00   -25.00  -132.01    57.31    42.43     0.00     0.00    -1.72     0.60     2.45    24.98   -25.03     0.00     0.00
    25.00   -30.00  -136.09    57.41    45.03     0.00     0.00    -1.72     0.80     2.70    24.98   -30.04     0.00     0.00
    25.00   -35.00  -139.73    57.50    47.61     0.00     0.00    -1.72     1.00     2.94    24.98   -35.05     0.00     0.00
    25.00   -40.00  -143.03    57.58    50.19     0.00     0.00    -1.72     1.20     3.19    24.98   -40.07     0.00     0.00
    30.00     0.00  -134.38    53.62    23.75     0.00     0.00    -1.99    -0.50     1.47    29.97     0.00     0.00     0.00
    30.00     5.00  -127.36    53.53    21.16     0.00     0.00    -1.99    -0.73     1.22    29.97     5.00     0.00     0.00
    30.00    10.00  -118.27    53.42    18.55     0.00     0.00    -1.99    -0.97     0.98    29.97    10.00     0.00     0.00
    30.00    15.00  -105.88    53.27    15.90     0.00     0.00    -1.99    -1.22     0.73    29.97    15.00     0.00     0.00
    30.00    20.00   -87.74    53.05    13.18     0.00     0.00    -1.99    -1.47     0.49    29.97    19.99     0.00     0.00
    30.00    25.00   -58.14    52.69    10.32     0.00     0.00    -1.99    -1.72     0.24    29.97    24.98     0.00     0.00
    30.00    30.00     0.00    51.99     7.11     0.00     0.00    -1.99    -1.99     0.00    29.97    29.97     0.00     0.00
    30.00    35.00   171.43    49.91     2.53     0.00     0.00    -1.99    -2.25    -0.24    29.97    34.96     0.00     0.00
    30.00    40.00 37406.43  -401.45  -451.34     0.00     0.00    -1.99    -2.53    -0.49    29.97    39.94     0.00     0.00
    30.00     0.00  -134.38    53.62    23.75     0.00     0.00    -1.99    -0.50     1.47    29.97     0.00     0.00     0.00
    30.00    -5.00  -140.01    53.69    26.32     0.00     0.00    -1.99    -0.27     1.71    29.97    -5.00     0.00     0.00
    30.00   -10.00  -144.67    53.74    28.87     0.00     0.00    -1.99    -0.05     1.96    29.97   -10.01     0.00     0.00
    30.00   -15.00  -148.60    53.79    31.42     0.00     0.00    -1.99     0.17     2.20    29.97   -15.01     0.00     0.00
    30.00   -20.00  -152.00    53.83    33.95     0.00     0.00    -1.99     0.39     2.45    29.97   -20.02     0.00     0.00
    30.00   -25.00  -154.98    53.87    36.49     0.00     0.00    -1.99     0.60     2.69    29.97   -25.03     0.00     0.00
    30.00   -30.00  -157.62    53.90    39.02     0.00     0.00    -1.99     0.80     2.94    29.97   -30.04     0.00     0.00
    30.00   -35.00  -160.00    53.93    41.54     0.00     0.00    -1.99     1.00     3.19    29.97   -35.05     0.00     0.00
    30.00   -40.00  -162.15    53.95    44.06     0.00     0.00    -1.99     1.20     3.43    29.97   -40.07     0.00     0.00
    35.00     0.00  -177.48    49.91    17.54     0.00     0.00    -2.25    -0.50     1.71    34.96     0.00     0.00     0.00
    35.00     5.00  -176.63    49.91    15.04     0.00     0.00    -2.25    -0.73     1.47    34.96     5.00     0.00     0.00
    35.00    10.00  -175.75    49.91    12.54     0.00     0.00    -2.25    -0.97     1.22    34.96    10.00     0.00     0.00
    35.00    15.00  -174.83    49.91    10.03     0.00     0.00    -2.25    -1.22     0.98    34.96    15.00     0.00     0.00
    35.00    20.00  -173.86    49.91     7.53     0.00     0.00    -2.25    -1.47     0.73    34.96    19.99     0.00     0.00
    35.00    25.00  -172.79    49.91     5.03     0.00     0.00    -2.25    -1.72     0.49    34.96    24.98     0.00     0.00
    35.00    30.00  -171.43    49.91     2.53     0.00     0.00    -2.25    -1.99     0.24    34.96    29.97     0.00     0.00
    35.00    35.00     0.00    49.91     0.02     0.00     0.00    -2.25    -2.25     0.00    34.96    34.96     0.00     0.00
    35.00    40.00  -171.05    49.91    -2.48     0.00     0.00    -2.25    -2.53    -0.24    34.96    39.94     0.00     0.00
    35.00     0.00  -177.48    49.91    17.54     0.00     0.00    -2.25    -0.50     1.71    34.96     0.00     0.00     0.00
    35.00    -5.00  -178.31    49.91    20.04     0.00     0.00    -2.25    -0.27     1.96    34.96    -5.00     0.00     0.00
    35.00   -10.00  -179.11    49.91    22.53     0.00     0.00    -2.25    -0.05     2.20    34.96   -10.01     0.00     0.00
    35.00   -15.00  -179.89    49.91    25.03     0.00     0.00    -2.25     0.17     2.45    34.96   -15.01     0.00     0.00
    35.00   -20.00  -180.65    49.91    27.53     0.00     0.00    -2.25     0.39     2.69    34.96   -20.02     0.00     0.00
    35.00   -25.00  -181.39    49.91    30.03     0.00     0.00    -2.25     0.60     2.94    34.96   -25.03     0.00     0.00
    35.00   -30.00  -182.11    49.91    32.52     0.00     0.00    -2.25     0.80     3.19    34.96   -30.04     0.00     0.00
    35.00   -35.00  -182.81    49.91    35.02     0.00     0.00    -2.25     1.00     3.43    34.96   -35.05     0.00     0.00
    35.00   -40.00  -183.50    49.91    37.51     0.00     0.00    -2.25     1.20     3.68    34.96   -40.07     0.00     0.00
    40.00     0.00  -234.06    45.04    10.16     0.00     0.00    -2.53    -0.50     1.96    39.94     0.00     0.00     0.00
    40.00     5.00  -244.53    44.92     7.54     0.00     0.00    -2.53    -0.73     1.71    39.94     5.00     0.00     0.00
    40.00    10.00  -260.61    44.73     4.85     0.00     0.00    -2.53    -0.97     1.47    39.94    10.00     0.00     0.00
    40.00    15.00  -287.89    44.40     2.02     0.00     0.00    -2.53    -1.22     1.22    39.94    15.00     0.00     0.00
    40.00    20.00  -343.16    43.73    -1.15     0.00     0.00    -2.53    -1.47     0.98    39.94    19.99     0.00     0.00
    40.00    25.00  -509.66    41.73    -5.65     0.00     0.00    -2.53    -1.72     0.73    39.94    24.98     0.00     0.00
    40.00    30.00 ********  -401.45  -451.34     0.00     0.00    -2.53    -1.99     0.49    39.94    29.97     0.00     0.00
    40.00    35.00   171.05    49.91    -2.48     0.00     0.00    -2.53    -2.25     0.24    39.94    34.96     0.00     0.00
    40.00    40.00     0.00    47.86    -7.04     0.00     0.00    -2.53    -2.53     0.00    39.94    39.94     0.00     0.00
    40.00     0.00  -234.06    45.04    10.16     0.00     0.00    -2.53    -0.50     1.96    39.94     0.00     0.00     0.00
    40.00    -5.00  -226.78    45.13    12.75     0.00     0.00    -2.53    -0.27     2.20    39.94    -5.00     0.00     0.00
    40.00   -10.00  -221.49    45.20    15.31     0.00     0.00    -2.53    -0.05     2.45    39.94   -10.01     0.00     0.00
    40.00   -15.00  -217.53    45.24    17.86     0.00     0.00    -2.53     0.17     2.69    39.94   -15.01     0.00     0.00
    40.00   -20.00  -214.48    45.28    20.39     0.00     0.00    -2.53     0.39     2.94    39.94   -20.02     0.00     0.00
    40.00   -25.00  -212.11    45.31    22.92     0.00     0.00    -2.53     0.60     3.18    39.94   -25.03     0.00     0.00
    40.00   -30.00  -210.22    45.33    25.44     0.00     0.00    -2.53     0.80     3.43    39.94   -30.04     0.00     0.00
    40.00   -35.00  -208.72    45.35    27.95     0.00     0.00    -2.53     1.00     3.68    39.94   -35.05     0.00     0.00
    40.00   -40.00  -207.51    45.36    30.46     0.00     0.00    -2.53     1.20     3.92    39.94   -40.07     0.00     0.00
     0.00     0.00     0.00    65.18    50.32     0.00     0.00    -0.50    -0.50     0.00     0.00     0.00     0.00     0.00
     0.00     5.00    14.29    63.95    46.59     0.00     0.00    -0.50    -0.73    -0.24     0.00     5.00     0.00     0.00
     0.00    10.00    30.77    62.53    42.67     0.00     0.00    -0.50    -0.97    -0.49     0.00    10.00     0.00     0.00
     0.00    15.00    50.02    60.87    38.51     0.00     0.00    -0.50    -1.22    -0.73     0.00    15.00     0.00     0.00
     0.00    20.00    72.84    58.91    34.05     0.00     0.00    -0.50    -1.47    -0.98     0.00    19.99     0.00     0.00
     0.00    25.00   100.39    56.54    29.18     0.00     0.00    -0.50    -1.72    -1.22     0.00    24.98     0.00     0.00
     0.00    30.00   134.38    53.62    23.75     0.00     0.00    -0.50    -1.99    -1.47     0.00    29.97     0.00     0.00
     0.00    35.00   177.48    49.91    17.54     0.00     0.00    -0.50    -2.25    -1.71     0.00    34.96     0.00     0.00
     0.00    40.00   234.06    45.04    10.16     0.00     0.00    -0.50    -2.53    -1.96     0.00    39.94     0.00     0.00
     0.00     0.00     0.00    65.18    50.32     0.00     0.00    -0.50    -0.50     0.00     0.00     0.00     0.00     0.00
     0.00    -5.00   -12.53    66.25    53.89     0.00     0.00    -0.50    -0.27     0.24     0.00    -5.00     0.00     0.00
     0.00   -10.00   -23.63    67.21    57.35     0.00     0.00    -0.50    -0.05     0.49     0.00   -10.01     0.00     0.00
     0.00   -15.00   -33.53    68.06    60.70     0.00     0.00    -0.50     0.17     0.74     0.00   -15.01     0.00     0.00
     0.00   -20.00   -42.44    68.83    63.96     0.00     0.00    -0.50     0.39     0.98     0.00   -20.02     0.00     0.00
     0.00   -25.00   -50.50    69.52    67.15     0.00     0.00    -0.50     0.60     1.23     0.00   -25.03     0.00     0.00
     0.00   -30.00   -57.85    70.15    70.28     0.00     0.00    -0.50     0.80     1.47     0.00   -30.04     0.00     0.00
     0.00   -35.00   -64.58    70.73    73.35     0.00     0.00    -0.50     1.00     1.72     0.00   -35.05     0.00     0.00
     0.00   -40.00   -70.77    71.26    76.38     0.00     0.00    -0.50     1.20     1.97     0.00   -40.07     0.00     0.00
    -5.00     0.00    12.53    66.25    53.89     0.00     0.00    -0.27    -0.50    -0.24    -5.00     0.00     0.00     0.00
    -5.00     5.00    26.69    64.86    50.00     0.00     0.00    -0.27    -0.73    -0.49    -5.00     5.00     0.00     0.00
    -5.00    10.00    42.84    63.27    45.91     0.00     0.00    -0.27    -0.97    -0.73    -5.00    10.00     0.00     0.00
    -5.00    15.00    61.45    61.43    41.57     0.00     0.00    -0.27    -1.22    -0.98    -5.00    15.00     0.00     0.00
    -5.00    20.00    83.19    59.29    36.92     0.00     0.00    -0.27    -1.47    -1.22    -5.00    19.99     0.00     0.00
    -5.00    25.00   108.94    56.75    31.88     0.00     0.00    -0.27    -1.72    -1.47    -5.00    24.98     0.00     0.00
    -5.00    30.00   140.01    53.69    26.32     0.00     0.00    -0.27    -1.99    -1.71    -5.00    29.97     0.00     0.00
    -5.00    35.00   178.31    49.91    20.04     0.00     0.00    -0.27    -2.25    -1.96    -5.00    34.96     0.00     0.00
    -5.00    40.00   226.78    45.13    12.75     0.00     0.00    -0.27    -2.53    -2.20    -5.00    39.94     0.00     0.00
    -5.00     0.00    12.53    66.25    53.89     0.00     0.00    -0.27    -0.50    -0.24    -5.00     0.00     0.00     0.00
    -5.00    -5.00     0.00    67.49    57.63     0.00     0.00    -0.27    -0.27     0.00    -5.00    -5.00     0.00     0.00
    -5.00   -10.00   -11.19    68.59    61.23     0.00     0.00    -0.27    -0.05     0.25    -5.00   -10.01     0.00     0.00
    -5.00   -15.00   -21.24    69.58    64.72     0.00     0.00    -0.27     0.17     0.49    -5.00   -15.01     0.00     0.00
    -5.00   -20.00   -30.35    70.48    68.11     0.00     0.00    -0.27     0.39     0.74    -5.00   -20.02     0.00     0.00
    -5.00   -25.00   -38.64    71.30    71.43     0.00     0.00    -0.27     0.60     0.98    -5.00   -25.03     0.00     0.00
    -5.00   -30.00   -46.22    72.05    74.67     0.00     0.00    -0.27     0.80     1.23    -5.00   -30.04     0.00     0.00
    -5.00   -35.00   -53.20    72.73    77.86     0.00     0.00    -0.27     1.00     1.47    -5.00   -35.05     0.00     0.00
    -5.00   -40.00   -59.64    73.37    80.99     0.00     0.00    -0.27     1.20     1.72    -5.00   -40.07     0.00     0.00
   -10.00     0.00    23.63    67.21    57.35     0.00     0.00    -0.05    -0.50    -0.49   -10.01     0.00     0.00     0.00
   -10.00     5.00    37.56    65.66    53.30     0.00     0.00    -0.05    -0.73    -0.73   -10.01     5.00     0.00     0.00
   -10.00    10.00    53.31    63.91    49.04     0.00     0.00    -0.05    -0.97    -0.98   -10.01    10.00     0.00     0.00
   -10.00    15.00    71.26    61.91    44.55     0.00     0.00    -0.05    -1.22    -1.22   -10.01    15.00     0.00     0.00
   -10.00    20.00    91.94    59.61    39.74     0.00     0.00    -0.05    -1.47    -1.47   -10.01    19.99     0.00     0.00
   -10.00    25.00   116.08    56.92    34.55     0.00     0.00    -0.05    -1.72    -1.71   -10.01    24.98     0.00     0.00
   -10.00    30.00   144.67    53.74    28.87     0.00     0.00    -0.05    -1.99    -1.96   -10.01    29.97     0.00     0.00
   -10.00    35.00   179.11    49.91    22.53     0.00     0.00    -0.05    -2.25    -2.20   -10.01    34.96     0.00     0.00
   -10.00    40.00   221.49    45.20    15.31     0.00     0.00    -0.05    -2.53    -2.45   -10.01    39.94     0.00     0.00
   -10.00     0.00    23.63    67.21    57.35     0.00     0.00    -0.05    -0.50    -0.49   -10.01     0.00     0.00     0.00
   -10.00    -5.00    11.19    68.59    61.23     0.00     0.00    -0.05    -0.27    -0.25   -10.01    -5.00     0.00     0.00
   -10.00   -10.00     0.00    69.84    64.97     0.00     0.00    -0.05    -0.05     0.00   -10.01   -10.01     0.00     0.00
   -10.00   -15.00   -10.12    70.96    68.60     0.00     0.00    -0.05     0.17     0.25   -10.01   -15.01     0.00     0.00
   -10.00   -20.00   -19.34    71.99    72.12     0.00     0.00    -0.05     0.39     0.49   -10.01   -20.02     0.00     0.00
   -10.00   -25.00   -27.77    72.93    75.55     0.00     0.00    -0.05     0.60     0.74   -10.01   -25.03     0.00     0.00
   -10.00   -30.00   -35.52    73.79    78.91     0.00     0.00    -0.05     0.80     0.98   -10.01   -30.04     0.00     0.00
   -10.00   -35.00   -42.68    74.59    82.20     0.00     0.00    -0.05     1.00     1.23   -10.01   -35.05     0.00     0.00
   -10.00   -40.00   -49.32    75.32    85.44     0.00     0.00    -0.05     1.20     1.48   -10.01   -40.07     0.00     0.00
   -15.00     0.00    33.53    68.06    60.70     0.00     0.00     0.17    -0.50    -0.74   -15.01     0.00     0.00     0.00
   -15.00     5.00    47.20    66.37    56.50     0.00     0.00     0.17    -0.73    -0.98   -15.01     5.00     0.00     0.00
   -15.00    10.00    62.50    64.47    52.10     0.00     0.00     0.17    -0.97    -1.22   -15.01    10.00     0.00     0.00
   -15.00    15.00    79.78    62.32    47.46     0.00     0.00     0.17    -1.22    -1.47   -15.01    15.00     0.00     0.00
   -15.00    20.00    99.47    59.88    42.51     0.00     0.00     0.17    -1.47    -1.71   -15.01    19.99     0.00     0.00
