
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           GnistRear                                           

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    -5.00     0.00   100.00     0.00     0.01     0.35    -0.39    -5.00    -5.57     0.27    -0.23     0.00     0.02     0.00     0.02     0.00    78.87
    -5.00     0.00  -100.00     0.00    -0.01     0.35    -0.31    -5.00    -4.44     0.27    -0.32     0.00    -0.02     0.00    -0.02     0.00   -79.24
   -10.00   100.00     0.00    -0.01     0.00     0.59    -0.62    -9.45   -10.01     0.09    -0.05    -0.02     0.00     0.02     0.00   -77.54     0.00
   -10.00  -100.00     0.00     0.01     0.00     0.64    -0.62   -10.56   -10.01     0.00    -0.05     0.02     0.00    -0.02     0.00    77.18     0.00
   -10.00     0.00   100.00     0.00     0.01     0.62    -0.64   -10.01   -10.56     0.05     0.00     0.00     0.02     0.00     0.02     0.00    77.18
   -10.00     0.00  -100.00     0.00    -0.01     0.62    -0.59   -10.01    -9.45     0.05    -0.09     0.00    -0.02     0.00    -0.02     0.00   -77.54
   -15.00   100.00     0.00    -0.01     0.00     0.78    -0.80   -14.47   -15.01    -0.13     0.17    -0.02     0.00     0.02     0.00   -75.88     0.00
   -15.00  -100.00     0.00     0.01     0.00     0.82    -0.80   -15.55   -15.01    -0.21     0.17     0.02     0.00    -0.02     0.00    75.54     0.00
   -15.00     0.00   100.00     0.00     0.01     0.80    -0.82   -15.01   -15.55    -0.17     0.21     0.00     0.02     0.00     0.02     0.00    75.54
   -15.00     0.00  -100.00     0.00    -0.01     0.80    -0.78   -15.01   -14.47    -0.17     0.13     0.00    -0.02     0.00    -0.02     0.00   -75.88
   -20.00   100.00     0.00    -0.01     0.00     0.90    -0.91   -19.49   -20.02    -0.34     0.39    -0.02     0.00     0.02     0.00   -74.25     0.00
   -20.00  -100.00     0.00     0.01     0.00     0.92    -0.91   -20.55   -20.02    -0.43     0.39     0.02     0.00    -0.02     0.00    73.94     0.00
   -20.00     0.00   100.00     0.00     0.01     0.91    -0.92   -20.02   -20.55    -0.39     0.43     0.00     0.02     0.00     0.02     0.00    73.94
   -20.00     0.00  -100.00     0.00    -0.01     0.91    -0.90   -20.02   -19.49    -0.39     0.34     0.00    -0.02     0.00    -0.02     0.00   -74.25
   -25.00   100.00     0.00    -0.01     0.00     0.93    -0.94   -24.51   -25.03    -0.55     0.60    -0.02     0.00     0.02     0.00   -72.67     0.00
   -25.00  -100.00     0.00     0.01     0.00     0.94    -0.94   -25.55   -25.03    -0.64     0.60     0.02     0.00    -0.02     0.00    72.37     0.00
   -25.00     0.00   100.00     0.00     0.01     0.94    -0.94   -25.03   -25.55    -0.60     0.64     0.00     0.02     0.00     0.02     0.00    72.37
   -25.00     0.00  -100.00     0.00    -0.01     0.94    -0.93   -25.03   -24.51    -0.60     0.55     0.00    -0.02     0.00    -0.02     0.00   -72.67
   -30.00   100.00     0.00    -0.01     0.00     0.89    -0.88   -29.53   -30.04    -0.76     0.80    -0.02     0.00     0.02     0.00   -71.13     0.00
   -30.00  -100.00     0.00     0.01     0.00     0.88    -0.88   -30.55   -30.04    -0.84     0.80     0.02     0.00    -0.02     0.00    70.84     0.00
   -30.00     0.00   100.00     0.00     0.01     0.88    -0.88   -30.04   -30.55    -0.80     0.84     0.00     0.02     0.00     0.02     0.00    70.84
   -30.00     0.00  -100.00     0.00    -0.01     0.88    -0.89   -30.04   -29.53    -0.80     0.76     0.00    -0.02     0.00    -0.02     0.00   -71.13
   -35.00   100.00     0.00    -0.01     0.00     0.76    -0.75   -34.55   -35.05    -0.96     1.00    -0.02     0.00     0.02     0.00   -69.61     0.00
   -35.00  -100.00     0.00     0.01     0.00     0.73    -0.75   -35.55   -35.05    -1.04     1.00     0.02     0.00    -0.02     0.00    69.34     0.00
   -35.00     0.00   100.00     0.00     0.01     0.75    -0.73   -35.05   -35.55    -1.00     1.04     0.00     0.02     0.00     0.02     0.00    69.34
   -35.00     0.00  -100.00     0.00    -0.01     0.75    -0.76   -35.05   -34.55    -1.00     0.96     0.00    -0.02     0.00    -0.02     0.00   -69.61
   -40.00   100.00     0.00    -0.01     0.00     0.55    -0.53   -39.58   -40.07    -1.16     1.20    -0.02     0.00     0.02     0.00   -68.13     0.00
   -40.00  -100.00     0.00     0.01     0.00     0.51    -0.53   -40.55   -40.07    -1.24     1.20     0.02     0.00    -0.02     0.00    67.88     0.00
   -40.00     0.00   100.00     0.00     0.01     0.53    -0.51   -40.07   -40.55    -1.20     1.24     0.00     0.02     0.00     0.02     0.00    67.88
   -40.00     0.00  -100.00     0.00    -0.01     0.53    -0.55   -40.07   -39.58    -1.20     1.16     0.00    -0.02     0.00    -0.02     0.00   -68.13
