
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             Suspension Kinematics 2018                          

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
     5.00     0.00     0.00     0.00    -0.21     6.37     0.64     0.00     0.00     0.00     0.00     0.00    65.66 ******** ********
     5.00     5.00     5.16     4.96     0.19     6.36     0.29     4.82     0.34     0.19     0.15    56.79    60.79    35.37    33.03
     5.00    10.00    10.57     9.79     0.65     6.35    -0.77     9.26     1.31     0.78     0.53    59.30    55.74    18.01    15.62
     5.00    15.00    16.32    14.51     1.17     6.34    -2.52    13.42     2.90     1.81     1.09    62.44    50.43    12.23     9.79
     5.00    20.00    22.55    19.17     1.77     6.33    -4.98    17.45     5.10     3.38     1.72    66.31    44.76     9.33     6.88
     5.00    25.00    29.47    23.79     2.46     6.33    -8.11    21.49     7.98     5.68     2.30    71.15    38.55     7.60     5.15
     5.00    30.00    37.49    28.40     3.30     6.32   -11.90    25.76    11.73     9.08     2.64    77.48    31.43     6.45     4.05
     5.00     0.00     0.00     0.00    -0.21     6.37     0.64     0.00     0.00     0.00     0.00     0.00    65.66 ******** ********
     5.00    -5.00    -4.96    -5.16    -0.57     6.37     0.29    -4.82    -0.34    -0.19    -0.15    56.79    70.40    35.37    33.03
     5.00   -10.00    -9.79   -10.57    -0.88     6.38    -0.77    -9.26    -1.31    -0.78    -0.53    59.30    75.07    18.01    15.62
     5.00   -15.00   -14.51   -16.32    -1.15     6.39    -2.52   -13.42    -2.90    -1.81    -1.09    62.44    79.69    12.23     9.79
     5.00   -20.00   -19.17   -22.55    -1.39     6.40    -4.98   -17.45    -5.10    -3.38    -1.72    66.31    84.30     9.33     6.88
     5.00   -25.00   -23.79   -29.47    -1.58     6.41    -8.11   -21.49    -7.98    -5.68    -2.30    71.15    88.93     7.60     5.15
     5.00   -30.00   -28.40   -37.49    -1.75     6.42   -11.90   -25.76   -11.73    -9.08    -2.64    77.48    93.61     6.45     4.05
    10.00     0.00     0.00     0.00    -0.42     6.37     1.18     0.00     0.00     0.00     0.00     0.00    65.62 ******** ********
    10.00     5.00     5.15     4.96    -0.01     6.36     0.81     4.82     0.34     0.19     0.15    56.73    60.75    35.40    33.06
    10.00    10.00    10.56     9.78     0.46     6.35    -0.29     9.25     1.31     0.78     0.53    59.28    55.70    18.02    15.63
    10.00    15.00    16.31    14.50     1.00     6.34    -2.12    13.41     2.89     1.81     1.09    62.43    50.40    12.23     9.80
    10.00    20.00    22.53    19.15     1.61     6.33    -4.67    17.44     5.09     3.38     1.72    66.30    44.73     9.34     6.88
    10.00    25.00    29.44    23.77     2.33     6.32    -7.95    21.47     7.97     5.67     2.30    71.15    38.51     7.60     5.16
    10.00    30.00    37.46    28.38     3.19     6.31   -11.91    25.75    11.71     9.08     2.64    77.50    31.40     6.45     4.05
    10.00     0.00     0.00     0.00    -0.42     6.37     1.18     0.00     0.00     0.00     0.00     0.00    65.62 ******** ********
    10.00    -5.00    -4.96    -5.15    -0.79     6.37     0.81    -4.82    -0.34    -0.19    -0.15    56.73    70.36    35.40    33.06
    10.00   -10.00    -9.78   -10.56    -1.11     6.38    -0.29    -9.25    -1.31    -0.78    -0.53    59.28    75.03    18.02    15.63
    10.00   -15.00   -14.50   -16.31    -1.38     6.39    -2.12   -13.41    -2.89    -1.81    -1.09    62.43    79.65    12.23     9.80
    10.00   -20.00   -19.15   -22.53    -1.62     6.40    -4.67   -17.44    -5.09    -3.38    -1.72    66.30    84.25     9.34     6.88
    10.00   -25.00   -23.77   -29.44    -1.82     6.41    -7.95   -21.47    -7.97    -5.67    -2.30    71.15    88.88     7.60     5.16
    10.00   -30.00   -28.38   -37.46    -1.99     6.43   -11.91   -25.75   -11.71    -9.08    -2.64    77.50    93.55     6.45     4.05
    15.00     0.00     0.00     0.00    -0.64     6.37     1.62     0.00     0.00     0.00     0.00     0.00    65.58 ******** ********
    15.00     5.00     5.15     4.96    -0.21     6.36     1.24     4.81     0.33     0.19     0.15    56.60    60.71    35.42    33.08
    15.00    10.00    10.55     9.77     0.27     6.35     0.09     9.24     1.31     0.77     0.53    59.24    55.66    18.04    15.64
    15.00    15.00    16.29    14.49     0.82     6.34    -1.81    13.40     2.89     1.80     1.09    62.40    50.37    12.24     9.81
    15.00    20.00    22.51    19.14     1.45     6.33    -4.48    17.43     5.09     3.37     1.71    66.29    44.70     9.35     6.89
    15.00    25.00    29.42    23.75     2.19     6.32    -7.89    21.46     7.96     5.66     2.30    71.15    38.49     7.61     5.16
    15.00    30.00    37.43    28.36     3.09     6.31   -12.02    25.73    11.69     9.07     2.63    77.52    31.38     6.45     4.05
    15.00     0.00     0.00     0.00    -0.64     6.37     1.62     0.00     0.00     0.00     0.00     0.00    65.58 ******** ********
    15.00    -5.00    -4.96    -5.15    -1.01     6.37     1.24    -4.81    -0.33    -0.19    -0.15    56.60    70.32    35.42    33.08
    15.00   -10.00    -9.77   -10.55    -1.34     6.38     0.09    -9.24    -1.31    -0.77    -0.53    59.24    74.98    18.04    15.64
    15.00   -15.00   -14.49   -16.29    -1.62     6.39    -1.81   -13.40    -2.89    -1.80    -1.09    62.40    79.60    12.24     9.81
    15.00   -20.00   -19.14   -22.51    -1.86     6.40    -4.48   -17.43    -5.09    -3.37    -1.71    66.29    84.20     9.35     6.89
    15.00   -25.00   -23.75   -29.42    -2.07     6.42    -7.89   -21.46    -7.96    -5.66    -2.30    71.15    88.82     7.61     5.16
    15.00   -30.00   -28.36   -37.43    -2.23     6.43   -12.02   -25.73   -11.69    -9.07    -2.63    77.52    93.49     6.45     4.05
    20.00     0.00     0.00     0.00    -0.86     6.37     1.96     0.00     0.00     0.00     0.00     0.00    65.54 ******** ********
    20.00     5.00     5.14     4.95    -0.42     6.36     1.56     4.81     0.33     0.19     0.15    56.41    60.67    35.45    33.11
    20.00    10.00    10.54     9.77     0.07     6.35     0.37     9.23     1.31     0.77     0.53    59.18    55.63    18.05    15.66
    20.00    15.00    16.28    14.48     0.64     6.34    -1.61    13.39     2.88     1.80     1.09    62.38    50.34    12.25     9.82
    20.00    20.00    22.49    19.12     1.29     6.33    -4.38    17.41     5.08     3.37     1.71    66.28    44.68     9.35     6.90
    20.00    25.00    29.39    23.74     2.05     6.31    -7.93    21.44     7.95     5.66     2.29    71.16    38.47     7.62     5.17
    20.00    30.00    37.39    28.34     2.98     6.30   -12.24    25.72    11.68     9.05     2.62    77.53    31.36     6.46     4.06
    20.00     0.00     0.00     0.00    -0.86     6.37     1.96     0.00     0.00     0.00     0.00     0.00    65.54 ******** ********
    20.00    -5.00    -4.95    -5.14    -1.24     6.38     1.56    -4.81    -0.33    -0.19    -0.15    56.41    70.27    35.45    33.11
    20.00   -10.00    -9.77   -10.54    -1.57     6.39     0.37    -9.23    -1.31    -0.77    -0.53    59.18    74.93    18.05    15.66
    20.00   -15.00   -14.48   -16.28    -1.86     6.40    -1.61   -13.39    -2.88    -1.80    -1.09    62.38    79.55    12.25     9.82
    20.00   -20.00   -19.12   -22.49    -2.11     6.41    -4.38   -17.41    -5.08    -3.37    -1.71    66.28    84.15     9.35     6.90
    20.00   -25.00   -23.74   -29.39    -2.31     6.42    -7.93   -21.44    -7.95    -5.66    -2.29    71.16    88.76     7.62     5.17
    20.00   -30.00   -28.34   -37.39    -2.48     6.44   -12.24   -25.72   -11.68    -9.05    -2.62    77.53    93.43     6.46     4.06
    25.00     0.00     0.00     0.00    -1.08     6.37     2.20     0.00     0.00     0.00     0.00     0.00    65.49 ******** ********
    25.00     5.00     5.14     4.95    -0.64     6.36     1.79     4.80     0.33     0.19     0.15    56.14    60.64    35.47    33.14
    25.00    10.00    10.53     9.76    -0.13     6.35     0.55     9.23     1.30     0.77     0.53    59.11    55.60    18.07    15.67
    25.00    15.00    16.26    14.47     0.45     6.34    -1.51    13.38     2.88     1.80     1.08    62.34    50.31    12.26     9.83
    25.00    20.00    22.47    19.11     1.12     6.33    -4.39    17.40     5.07     3.36     1.71    66.26    44.65     9.36     6.90
    25.00    25.00    29.36    23.72     1.91     6.31    -8.08    21.43     7.93     5.65     2.29    71.16    38.45     7.62     5.17
    25.00    30.00    37.35    28.32     2.86     6.29   -12.57    25.70    11.65     9.04     2.62    77.55    31.36     6.46     4.06
    25.00     0.00     0.00     0.00    -1.08     6.37     2.20     0.00     0.00     0.00     0.00     0.00    65.49 ******** ********
    25.00    -5.00    -4.95    -5.14    -1.47     6.38     1.79    -4.80    -0.33    -0.19    -0.15    56.14    70.23    35.47    33.14
    25.00   -10.00    -9.76   -10.53    -1.81     6.39     0.55    -9.23    -1.30    -0.77    -0.53    59.11    74.88    18.07    15.67
    25.00   -15.00   -14.47   -16.26    -2.11     6.40    -1.51   -13.38    -2.88    -1.80    -1.08    62.34    79.49    12.26     9.83
    25.00   -20.00   -19.11   -22.47    -2.36     6.41    -4.39   -17.40    -5.07    -3.36    -1.71    66.26    84.09     9.36     6.90
    25.00   -25.00   -23.72   -29.36    -2.56     6.42    -8.08   -21.43    -7.93    -5.65    -2.29    71.16    88.70     7.62     5.17
    25.00   -30.00   -28.32   -37.35    -2.73     6.44   -12.57   -25.70   -11.65    -9.04    -2.62    77.55    93.36     6.46     4.06
    30.00     0.00     0.00     0.00    -1.31     6.37     2.34     0.00     0.00     0.00     0.00     0.00    65.45 ******** ********
    30.00     5.00     5.13     4.95    -0.86     6.36     1.92     4.80     0.33     0.19     0.15    55.82    60.60    35.50    33.17
    30.00    10.00    10.52     9.75    -0.34     6.35     0.63     9.22     1.30     0.77     0.53    59.02    55.57    18.08    15.69
    30.00    15.00    16.25    14.45     0.26     6.34    -1.51    13.37     2.87     1.79     1.08    62.30    50.29    12.27     9.84
    30.00    20.00    22.44    19.09     0.95     6.33    -4.50    17.38     5.06     3.35     1.71    66.25    44.64     9.37     6.91
    30.00    25.00    29.33    23.69     1.76     6.31    -8.33    21.41     7.92     5.63     2.28    71.15    38.44     7.63     5.18
    30.00    30.00    37.31    28.29     2.74     6.29   -13.00    25.68    11.63     9.02     2.61    77.56    31.36     6.47     4.07
    30.00     0.00     0.00     0.00    -1.31     6.37     2.34     0.00     0.00     0.00     0.00     0.00    65.45 ******** ********
    30.00    -5.00    -4.95    -5.13    -1.71     6.38     1.92    -4.80    -0.33    -0.19    -0.15    55.82    70.18    35.50    33.17
    30.00   -10.00    -9.75   -10.52    -2.06     6.39     0.63    -9.22    -1.30    -0.77    -0.53    59.02    74.83    18.08    15.69
    30.00   -15.00   -14.45   -16.25    -2.36     6.40    -1.51   -13.37    -2.87    -1.79    -1.08    62.30    79.44    12.27     9.84
    30.00   -20.00   -19.09   -22.44    -2.61     6.41    -4.50   -17.38    -5.06    -3.35    -1.71    66.25    84.03     9.37     6.91
    30.00   -25.00   -23.69   -29.33    -2.82     6.43    -8.33   -21.41    -7.92    -5.63    -2.28    71.15    88.63     7.63     5.18
    30.00   -30.00   -28.29   -37.31    -2.98     6.45   -13.00   -25.68   -11.63    -9.02    -2.61    77.56    93.29     6.47     4.07
     0.00     0.00     0.00     0.00     0.00     6.37     0.00     0.00     0.00     0.00     0.00     0.00    65.70 ******** ********
     0.00     5.00     5.16     4.97     0.39     6.36    -0.34     4.82     0.34     0.19     0.15    56.78    60.83    35.35    33.01
     0.00    10.00    10.57     9.79     0.84     6.35    -1.35     9.26     1.31     0.78     0.53    59.31    55.77    18.00    15.61
     0.00    15.00    16.33    14.52     1.34     6.34    -3.03    13.43     2.90     1.81     1.09    62.45    50.47    12.22     9.78
     0.00    20.00    22.56    19.18     1.92     6.34    -5.38    17.46     5.10     3.38     1.72    66.31    44.80     9.33     6.87
     0.00    25.00    29.49    23.80     2.59     6.33    -8.38    21.50     7.99     5.68     2.31    71.14    38.58     7.59     5.15
     0.00    30.00    37.51    28.42     3.39     6.32   -12.00    25.78    11.74     9.09     2.65    77.46    31.47     6.44     4.04
     0.00     0.00     0.00     0.00     0.00     6.37     0.00     0.00     0.00     0.00     0.00     0.00    65.70 ******** ********
     0.00    -5.00    -4.97    -5.16    -0.35     6.37    -0.34    -4.82    -0.34    -0.19    -0.15    56.78    70.45    35.35    33.01
     0.00   -10.00    -9.79   -10.57    -0.65     6.38    -1.35    -9.26    -1.31    -0.78    -0.53    59.31    75.12    18.00    15.61
     0.00   -15.00   -14.52   -16.33    -0.92     6.39    -3.03   -13.43    -2.90    -1.81    -1.09    62.45    79.74    12.22     9.78
     0.00   -20.00   -19.18   -22.56    -1.15     6.40    -5.38   -17.46    -5.10    -3.38    -1.72    66.31    84.35     9.33     6.87
     0.00   -25.00   -23.80   -29.49    -1.35     6.41    -8.38   -21.50    -7.99    -5.68    -2.31    71.14    88.98     7.59     5.15
     0.00   -30.00   -28.42   -37.51    -1.51     6.42   -12.00   -25.78   -11.74    -9.09    -2.65    77.46    93.66     6.44     4.04
    -5.00     0.00     0.00     0.00     0.21     6.36    -0.74     0.00     0.00     0.00     0.00     0.00    65.74 ******** ********
    -5.00     5.00     5.16     4.97     0.59     6.36    -1.06     4.83     0.34     0.19     0.15    56.70    60.87    35.32    32.99
    -5.00    10.00    10.58     9.80     1.02     6.35    -2.03     9.27     1.31     0.78     0.53    59.31    55.81    17.99    15.60
    -5.00    15.00    16.34    14.53     1.51     6.35    -3.64    13.44     2.90     1.81     1.09    62.46    50.51    12.21     9.78
    -5.00    20.00    22.58    19.19     2.07     6.34    -5.88    17.47     5.11     3.39     1.72    66.32    44.84     9.32     6.87
    -5.00    25.00    29.51    23.82     2.71     6.33    -8.75    21.51     8.00     5.69     2.31    71.14    38.63     7.59     5.15
    -5.00    30.00    37.54    28.44     3.49     6.33   -12.21    25.79    11.75     9.10     2.65    77.44    31.52     6.44     4.04
    -5.00     0.00     0.00     0.00     0.21     6.36    -0.74     0.00     0.00     0.00     0.00     0.00    65.74 ******** ********
    -5.00    -5.00    -4.97    -5.16    -0.13     6.37    -1.06    -4.83    -0.34    -0.19    -0.15    56.70    70.49    35.32    32.99
    -5.00   -10.00    -9.80   -10.58    -0.43     6.38    -2.03    -9.27    -1.31    -0.78    -0.53    59.31    75.16    17.99    15.60
    -5.00   -15.00   -14.53   -16.34    -0.69     6.39    -3.64   -13.44    -2.90    -1.81    -1.09    62.46    79.78    12.21     9.78
    -5.00   -20.00   -19.19   -22.58    -0.92     6.39    -5.88   -17.47    -5.11    -3.39    -1.72    66.32    84.40     9.32     6.87
    -5.00   -25.00   -23.82   -29.51    -1.12     6.40    -8.75   -21.51    -8.00    -5.69    -2.31    71.14    89.03     7.59     5.15
    -5.00   -30.00   -28.44   -37.54    -1.28     6.41   -12.21   -25.79   -11.75    -9.10    -2.65    77.44    93.71     6.44     4.04
   -10.00     0.00     0.00     0.00     0.41     6.36    -1.58     0.00     0.00     0.00     0.00     0.00    65.78 ******** ********
   -10.00     5.00     5.16     4.97     0.78     6.36    -1.89     4.83     0.34     0.19     0.15    56.54    60.91    35.30    32.97
   -10.00    10.00    10.59     9.81     1.20     6.35    -2.81     9.27     1.31     0.78     0.53    59.29    55.86    17.98    15.59
   -10.00    15.00    16.35    14.54     1.67     6.35    -4.35    13.45     2.90     1.81     1.09    62.46    50.55    12.20     9.77
   -10.00    20.00    22.59    19.20     2.21     6.34    -6.50    17.48     5.11     3.39     1.72    66.32    44.89     9.32     6.86
   -10.00    25.00    29.52    23.83     2.83     6.34    -9.23    21.52     8.00     5.69     2.31    71.13    38.68     7.59     5.14
   -10.00    30.00    37.56    28.46     3.58     6.33   -12.53    25.80    11.75     9.10     2.65    77.43    31.58     6.43     4.04
   -10.00     0.00     0.00     0.00     0.41     6.36    -1.58     0.00     0.00     0.00     0.00     0.00    65.78 ******** ********
   -10.00    -5.00    -4.97    -5.16     0.08     6.37    -1.89    -4.83    -0.34    -0.19    -0.15    56.54    70.53    35.30    32.97
   -10.00   -10.00    -9.81   -10.59    -0.21     6.38    -2.81    -9.27    -1.31    -0.78    -0.53    59.29    75.20    17.98    15.59
   -10.00   -15.00   -14.54   -16.35    -0.47     6.38    -4.35   -13.45    -2.90    -1.81    -1.09    62.46    79.83    12.20     9.77
   -10.00   -20.00   -19.20   -22.59    -0.69     6.39    -6.50   -17.48    -5.11    -3.39    -1.72    66.32    84.44     9.32     6.86
   -10.00   -25.00   -23.83   -29.52    -0.89     6.40    -9.23   -21.52    -8.00    -5.69    -2.31    71.13    89.07     7.59     5.14
   -10.00   -30.00   -28.46   -37.56    -1.05     6.41   -12.53   -25.80   -11.75    -9.10    -2.65    77.43    93.75     6.43     4.04
   -15.00     0.00     0.00     0.00     0.61     6.36    -2.52     0.00     0.00     0.00     0.00     0.00    65.82 ******** ********
   -15.00     5.00     5.17     4.98     0.97     6.36    -2.82     4.83     0.34     0.19     0.15    56.32    60.95    35.28    32.95
   -15.00    10.00    10.59     9.81     1.37     6.35    -3.70     9.28     1.31     0.78     0.54    59.25    55.90    17.97    15.58
   -15.00    15.00    16.36    14.55     1.83     6.35    -5.17    13.46     2.90     1.81     1.09    62.45    50.60    12.20     9.77
   -15.00    20.00    22.60    19.21     2.35     6.34    -7.21    17.49     5.11     3.39     1.72    66.32    44.94     9.31     6.86
   -15.00    25.00    29.54    23.84     2.95     6.34    -9.82    21.53     8.00     5.69     2.31    71.13    38.73     7.58     5.14
   -15.00    30.00    37.57    28.47     3.67     6.33   -12.96    25.81    11.76     9.10     2.66    77.41    31.64     6.43     4.03
   -15.00     0.00     0.00     0.00     0.61     6.36    -2.52     0.00     0.00     0.00     0.00     0.00    65.82 ******** ********
   -15.00    -5.00    -4.98    -5.17     0.28     6.37    -2.82    -4.83    -0.34    -0.19    -0.15    56.32    70.57    35.28    32.95
   -15.00   -10.00    -9.81   -10.59     0.00     6.38    -3.70    -9.28    -1.31    -0.78    -0.54    59.25    75.24    17.97    15.58
   -15.00   -15.00   -14.55   -16.36    -0.25     6.38    -5.17   -13.46    -2.90    -1.81    -1.09    62.45    79.87    12.20     9.77
   -15.00   -20.00   -19.21   -22.60    -0.47     6.39    -7.21   -17.49    -5.11    -3.39    -1.72    66.32    84.48     9.31     6.86
   -15.00   -25.00   -23.84   -29.54    -0.66     6.40    -9.82   -21.53    -8.00    -5.69    -2.31    71.13    89.11     7.58     5.14
   -15.00   -30.00   -28.47   -37.57    -0.82     6.41   -12.96   -25.81   -11.76    -9.10    -2.66    77.41    93.80     6.43     4.03
   -20.00     0.00     0.00     0.00     0.80     6.36    -3.57     0.00     0.00     0.00     0.00     0.00    65.86 ******** ********
   -20.00     5.00     5.17     4.98     1.15     6.36    -3.85     4.83     0.34     0.19     0.15    56.03    60.99    35.26    32.93
   -20.00    10.00    10.59     9.82     1.54     6.35    -4.69     9.28     1.31     0.78     0.54    59.20    55.95    17.96    15.57
   -20.00    15.00    16.36    14.55     1.98     6.35    -6.08    13.46     2.90     1.81     1.09    62.44    50.65    12.19     9.76
   -20.00    20.00    22.61    19.22     2.49     6.35    -8.03    17.50     5.11     3.39     1.72    66.31    44.99     9.31     6.86
   -20.00    25.00    29.55    23.86     3.07     6.34   -10.51    21.54     8.01     5.69     2.31    71.12    38.79     7.58     5.14
   -20.00    30.00    37.59    28.49     3.76     6.34   -13.49    25.83    11.76     9.10     2.66    77.39    31.71     6.43     4.03
   -20.00     0.00     0.00     0.00     0.80     6.36    -3.57     0.00     0.00     0.00     0.00     0.00    65.86 ******** ********
   -20.00    -5.00    -4.98    -5.17     0.49     6.37    -3.85    -4.83    -0.34    -0.19    -0.15    56.03    70.61    35.26    32.93
   -20.00   -10.00    -9.82   -10.59     0.21     6.38    -4.69    -9.28    -1.31    -0.78    -0.54    59.20    75.28    17.96    15.57
   -20.00   -15.00   -14.55   -16.36    -0.04     6.38    -6.08   -13.46    -2.90    -1.81    -1.09    62.44    79.91    12.19     9.76
   -20.00   -20.00   -19.22   -22.61    -0.25     6.39    -8.03   -17.50    -5.11    -3.39    -1.72    66.31    84.52     9.31     6.86
   -20.00   -25.00   -23.86   -29.55    -0.44     6.39   -10.51   -21.54    -8.01    -5.69    -2.31    71.12    89.15     7.58     5.14
   -20.00   -30.00   -28.49   -37.59    -0.59     6.40   -13.49   -25.83   -11.76    -9.10    -2.66    77.39    93.83     6.43     4.03
   -25.00     0.00     0.00     0.00     0.99     6.36    -4.71     0.00     0.00     0.00     0.00     0.00    65.90 ******** ********
   -25.00     5.00     5.17     4.98     1.33     6.36    -4.98     4.83     0.34     0.19     0.15    55.68    61.04    35.24    32.91
   -25.00    10.00    10.60     9.82     1.71     6.36    -5.78     9.29     1.31     0.78     0.54    59.14    55.99    17.95    15.56
   -25.00    15.00    16.37    14.56     2.14     6.35    -7.11    13.47     2.90     1.81     1.09    62.43    50.70    12.19     9.76
   -25.00    20.00    22.62    19.23     2.62     6.35    -8.95    17.51     5.11     3.39     1.72    66.31    45.05     9.30     6.85
   -25.00    25.00    29.56    23.87     3.18     6.34   -11.31    21.55     8.01     5.69     2.31    71.12    38.85     7.58     5.14
   -25.00    30.00    37.60    28.50     3.84     6.34   -14.14    25.84    11.76     9.10     2.66    77.38    31.79     6.43     4.03
   -25.00     0.00     0.00     0.00     0.99     6.36    -4.71     0.00     0.00     0.00     0.00     0.00    65.90 ******** ********
   -25.00    -5.00    -4.98    -5.17     0.69     6.37    -4.98    -4.83    -0.34    -0.19    -0.15    55.68    70.65    35.24    32.91
   -25.00   -10.00    -9.82   -10.60     0.42     6.37    -5.78    -9.29    -1.31    -0.78    -0.54    59.14    75.32    17.95    15.56
   -25.00   -15.00   -14.56   -16.37     0.18     6.38    -7.11   -13.47    -2.90    -1.81    -1.09    62.43    79.94    12.19     9.76
   -25.00   -20.00   -19.23   -22.62    -0.03     6.39    -8.95   -17.51    -5.11    -3.39    -1.72    66.31    84.56     9.30     6.85
   -25.00   -25.00   -23.87   -29.56    -0.22     6.39   -11.31   -21.55    -8.01    -5.69    -2.31    71.12    89.19     7.58     5.14
   -25.00   -30.00   -28.50   -37.60    -0.37     6.40   -14.14   -25.84   -11.76    -9.10    -2.66    77.38    93.87     6.43     4.03
   -30.00     0.00     0.00     0.00     1.18     6.36    -5.96     0.00     0.00     0.01    -0.01     0.00    65.95 ******** ********
   -30.00     5.00     5.17     4.99     1.51     6.36    -6.21     4.84     0.34     0.19     0.15    55.25    61.08    35.22    32.89
   -30.00    10.00    10.60     9.83     1.87     6.36    -6.97     9.29     1.31     0.78     0.54    59.06    56.04    17.94    15.56
   -30.00    15.00    16.38    14.57     2.28     6.35    -8.23    13.47     2.90     1.81     1.09    62.41    50.75    12.18     9.75
   -30.00    20.00    22.63    19.24     2.75     6.35    -9.98    17.52     5.11     3.39     1.72    66.31    45.11     9.30     6.85
   -30.00    25.00    29.57    23.88     3.28     6.35   -12.21    21.56     8.01     5.69     2.31    71.12    38.92     7.57     5.13
   -30.00    30.00    37.61    28.51     3.92     6.35   -14.89    25.85    11.76     9.10     2.66    77.37    31.87     6.42     4.03
   -30.00     0.00     0.00     0.00     1.18     6.36    -5.96     0.00     0.00     0.01    -0.01     0.00    65.95 ******** ********
   -30.00    -5.00    -4.99    -5.17     0.88     6.37    -6.21    -4.84    -0.34    -0.19    -0.15    55.25    70.69    35.22    32.89
   -30.00   -10.00    -9.83   -10.60     0.62     6.37    -6.97    -9.29    -1.31    -0.78    -0.54    59.06    75.35    17.94    15.56
   -30.00   -15.00   -14.57   -16.38     0.39     6.38    -8.23   -13.47    -2.90    -1.81    -1.09    62.41    79.98    12.18     9.75
   -30.00   -20.00   -19.24   -22.63     0.18     6.38    -9.98   -17.52    -5.11    -3.39    -1.72    66.31    84.59     9.30     6.85
   -30.00   -25.00   -23.88   -29.57     0.00     6.39   -12.21   -21.56    -8.01    -5.69    -2.31    71.12    89.22     7.57     5.13
   -30.00   -30.00   -28.51   -37.61    -0.15     6.39   -14.89   -25.85   -11.76    -9.10    -2.66    77.37    93.90     6.42     4.03
