
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           Suspension Kinematics 2017                          

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    30.00   100.00     0.00     1.13     1.22    -5.37     5.40    29.94    29.93     1.72    -1.73     0.51     0.50     0.10     0.00    -0.95     0.00
    30.00  -100.00     0.00     1.30     1.22    -5.43     5.40    29.92    29.93     1.73    -1.73     0.50     0.50    -0.10     0.00     0.76     0.00
    30.00     0.00   100.00     1.22     1.30    -5.40     5.43    29.93    29.92     1.73    -1.73     0.50     0.50     0.00     0.10     0.00     0.76
    30.00     0.00  -100.00     1.22     1.13    -5.40     5.37    29.93    29.94     1.73    -1.72     0.50     0.51     0.00    -0.10     0.00    -0.95
    -5.00   100.00     0.00    -0.25    -0.17     0.67    -0.64    -5.00    -5.00    -0.27     0.27    -0.08    -0.09     0.10     0.00     0.17     0.00
    -5.00  -100.00     0.00    -0.09    -0.17     0.61    -0.64    -5.00    -5.00    -0.27     0.27    -0.09    -0.09    -0.10     0.00    -0.25     0.00
    -5.00     0.00   100.00    -0.17    -0.09     0.64    -0.61    -5.00    -5.00    -0.27     0.27    -0.09    -0.09     0.00     0.10     0.00    -0.25
    -5.00     0.00  -100.00    -0.17    -0.25     0.64    -0.67    -5.00    -5.00    -0.27     0.27    -0.09    -0.08     0.00    -0.10     0.00     0.17
   -10.00   100.00     0.00    -0.41    -0.33     1.23    -1.20   -10.01   -10.01    -0.54     0.53    -0.17    -0.17     0.10     0.00     0.38     0.00
   -10.00  -100.00     0.00    -0.26    -0.33     1.17    -1.20   -10.00   -10.01    -0.53     0.53    -0.17    -0.17    -0.10     0.00    -0.45     0.00
   -10.00     0.00   100.00    -0.33    -0.26     1.20    -1.17   -10.01   -10.00    -0.53     0.53    -0.17    -0.17     0.00     0.10     0.00    -0.45
   -10.00     0.00  -100.00    -0.33    -0.41     1.20    -1.23   -10.01   -10.01    -0.53     0.54    -0.17    -0.17     0.00    -0.10     0.00     0.38
   -15.00   100.00     0.00    -0.57    -0.49     1.72    -1.69   -15.02   -15.01    -0.79     0.79    -0.26    -0.26     0.10     0.00     0.60     0.00
   -15.00  -100.00     0.00    -0.41    -0.49     1.66    -1.69   -15.01   -15.01    -0.79     0.79    -0.26    -0.26    -0.09     0.00    -0.65     0.00
   -15.00     0.00   100.00    -0.49    -0.41     1.69    -1.66   -15.01   -15.01    -0.79     0.79    -0.26    -0.26     0.00     0.09     0.00    -0.65
   -15.00     0.00  -100.00    -0.49    -0.57     1.69    -1.72   -15.01   -15.02    -0.79     0.79    -0.26    -0.26     0.00    -0.10     0.00     0.60
   -20.00   100.00     0.00    -0.71    -0.63     2.13    -2.10   -20.04   -20.03    -1.05     1.05    -0.35    -0.35     0.10     0.00     0.84     0.00
   -20.00  -100.00     0.00    -0.56    -0.63     2.07    -2.10   -20.02   -20.03    -1.04     1.05    -0.35    -0.35    -0.09     0.00    -0.87     0.00
   -20.00     0.00   100.00    -0.63    -0.56     2.10    -2.07   -20.03   -20.02    -1.05     1.04    -0.35    -0.35     0.00     0.09     0.00    -0.87
   -20.00     0.00  -100.00    -0.63    -0.71     2.10    -2.13   -20.03   -20.04    -1.05     1.05    -0.35    -0.35     0.00    -0.10     0.00     0.84
   -25.00   100.00     0.00    -0.85    -0.77     2.47    -2.44   -25.05   -25.04    -1.30     1.30    -0.44    -0.44     0.10     0.00     1.09     0.00
   -25.00  -100.00     0.00    -0.69    -0.77     2.41    -2.44   -25.03   -25.04    -1.29     1.30    -0.43    -0.44    -0.09     0.00    -1.10     0.00
   -25.00     0.00   100.00    -0.77    -0.69     2.44    -2.41   -25.04   -25.03    -1.30     1.29    -0.44    -0.43     0.00     0.09     0.00    -1.10
   -25.00     0.00  -100.00    -0.77    -0.85     2.44    -2.47   -25.04   -25.05    -1.30     1.30    -0.44    -0.44     0.00    -0.10     0.00     1.09
   -30.00   100.00     0.00    -0.98    -0.90     2.74    -2.71   -30.07   -30.06    -1.54     1.54    -0.53    -0.52     0.10     0.00     1.34     0.00
   -30.00  -100.00     0.00    -0.82    -0.90     2.68    -2.71   -30.04   -30.06    -1.54     1.54    -0.52    -0.52    -0.09     0.00    -1.34     0.00
   -30.00     0.00   100.00    -0.90    -0.82     2.71    -2.68   -30.06   -30.04    -1.54     1.54    -0.52    -0.52     0.00     0.09     0.00    -1.34
   -30.00     0.00  -100.00    -0.90    -0.98     2.71    -2.74   -30.06   -30.07    -1.54     1.54    -0.52    -0.53     0.00    -0.10     0.00     1.34
