
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque X at Wheel Center                           Suspension Kinematics 2018                          

   WhTra  TorquX_L TorquX_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    15.00     0.00  -100.00    -0.54    -0.56    -1.81     1.93    14.99    15.84     0.64    -0.69    -0.34    -0.36     0.00     0.04     0.00   -76.53
    20.00   100.00     0.00    -0.74    -0.72    -2.68     2.55    20.84    19.98     0.92    -0.86    -0.48    -0.46    -0.04     0.00   -77.92     0.00
    20.00  -100.00     0.00    -0.71    -0.72    -2.41     2.55    19.12    19.98     0.80    -0.86    -0.43    -0.46     0.04     0.00    77.44     0.00
    20.00     0.00   100.00    -0.72    -0.71    -2.55     2.41    19.98    19.12     0.86    -0.80    -0.46    -0.43     0.00    -0.04     0.00    77.44
    20.00     0.00  -100.00    -0.72    -0.74    -2.55     2.68    19.98    20.84     0.86    -0.92    -0.46    -0.48     0.00     0.04     0.00   -77.92
    25.00   100.00     0.00    -0.92    -0.90    -3.50     3.35    25.85    24.97     1.14    -1.08    -0.59    -0.57    -0.04     0.00   -79.34     0.00
    25.00  -100.00     0.00    -0.89    -0.90    -3.20     3.35    24.09    24.97     1.03    -1.08    -0.55    -0.57     0.04     0.00    78.85     0.00
    25.00     0.00   100.00    -0.90    -0.89    -3.35     3.20    24.97    24.09     1.08    -1.03    -0.57    -0.55     0.00    -0.04     0.00    78.85
    25.00     0.00  -100.00    -0.90    -0.92    -3.35     3.50    24.97    25.85     1.08    -1.14    -0.57    -0.59     0.00     0.04     0.00   -79.34
    30.00   100.00     0.00    -1.10    -1.08    -4.38     4.22    30.85    29.95     1.37    -1.31    -0.70    -0.68    -0.04     0.00   -80.80     0.00
    30.00  -100.00     0.00    -1.07    -1.08    -4.05     4.22    29.06    29.95     1.25    -1.31    -0.66    -0.68     0.04     0.00    80.28     0.00
    30.00     0.00   100.00    -1.08    -1.07    -4.22     4.05    29.95    29.06     1.31    -1.25    -0.68    -0.66     0.00    -0.04     0.00    80.28
    30.00     0.00  -100.00    -1.08    -1.10    -4.22     4.38    29.95    30.85     1.31    -1.37    -0.68    -0.70     0.00     0.04     0.00   -80.80
    -5.00   100.00     0.00     0.17     0.18     0.40    -0.47    -4.21    -5.00    -0.16     0.21     0.09     0.11    -0.04     0.00   -71.25     0.00
    -5.00  -100.00     0.00     0.20     0.18     0.54    -0.47    -5.79    -5.00    -0.26     0.21     0.13     0.11     0.04     0.00    70.86     0.00
    -5.00     0.00   100.00     0.18     0.20     0.47    -0.54    -5.00    -5.79    -0.21     0.26     0.11     0.13     0.00    -0.04     0.00    70.86
    -5.00     0.00  -100.00     0.18     0.17     0.47    -0.40    -5.00    -4.21    -0.21     0.16     0.11     0.09     0.00     0.04     0.00   -71.25
   -10.00   100.00     0.00     0.35     0.36     0.82    -0.88    -9.23   -10.00    -0.36     0.41     0.21     0.23    -0.04     0.00   -70.00     0.00
   -10.00  -100.00     0.00     0.38     0.36     0.94    -0.88   -10.78   -10.00    -0.46     0.41     0.25     0.23     0.03     0.00    69.63     0.00
   -10.00     0.00   100.00     0.36     0.38     0.88    -0.94   -10.00   -10.78    -0.41     0.46     0.23     0.25     0.00    -0.03     0.00    69.63
   -10.00     0.00  -100.00     0.36     0.35     0.88    -0.82   -10.00    -9.23    -0.41     0.36     0.23     0.21     0.00     0.04     0.00   -70.00
   -15.00   100.00     0.00     0.53     0.55     1.17    -1.22   -14.24   -15.01    -0.56     0.61     0.32     0.34    -0.04     0.00   -68.77     0.00
   -15.00  -100.00     0.00     0.56     0.55     1.27    -1.22   -15.77   -15.01    -0.65     0.61     0.36     0.34     0.03     0.00    68.41     0.00
   -15.00     0.00   100.00     0.55     0.56     1.22    -1.27   -15.01   -15.77    -0.61     0.65     0.34     0.36     0.00    -0.03     0.00    68.41
   -15.00     0.00  -100.00     0.55     0.53     1.22    -1.17   -15.01   -14.24    -0.61     0.56     0.34     0.32     0.00     0.04     0.00   -68.77
   -20.00   100.00     0.00     0.71     0.73     1.46    -1.50   -19.27   -20.02    -0.75     0.80     0.44     0.46    -0.04     0.00   -67.57     0.00
   -20.00  -100.00     0.00     0.74     0.73     1.54    -1.50   -20.77   -20.02    -0.85     0.80     0.48     0.46     0.03     0.00    67.23     0.00
   -20.00     0.00   100.00     0.73     0.74     1.50    -1.54   -20.02   -20.77    -0.80     0.85     0.46     0.48     0.00    -0.03     0.00    67.23
   -20.00     0.00  -100.00     0.73     0.71     1.50    -1.46   -20.02   -19.27    -0.80     0.75     0.46     0.44     0.00     0.04     0.00   -67.57
   -25.00   100.00     0.00     0.90     0.91     1.68    -1.71   -24.29   -25.03    -0.95     0.99     0.55     0.57    -0.04     0.00   -66.39     0.00
   -25.00  -100.00     0.00     0.92     0.91     1.74    -1.71   -25.76   -25.03    -1.04     0.99     0.59     0.57     0.03     0.00    66.06     0.00
   -25.00     0.00   100.00     0.91     0.92     1.71    -1.74   -25.03   -25.76    -0.99     1.04     0.57     0.59     0.00    -0.03     0.00    66.06
   -25.00     0.00  -100.00     0.91     0.90     1.71    -1.68   -25.03   -24.29    -0.99     0.95     0.57     0.55     0.00     0.04     0.00   -66.39
   -30.00   100.00     0.00     1.08     1.09     1.83    -1.85   -29.31   -30.04    -1.13     1.18     0.67     0.69    -0.04     0.00   -65.23     0.00
   -30.00  -100.00     0.00     1.11     1.09     1.87    -1.85   -30.76   -30.04    -1.22     1.18     0.71     0.69     0.03     0.00    64.91     0.00
   -30.00     0.00   100.00     1.09     1.11     1.85    -1.87   -30.04   -30.76    -1.18     1.22     0.69     0.71     0.00    -0.03     0.00    64.91
   -30.00     0.00  -100.00     1.09     1.08     1.85    -1.83   -30.04   -29.31    -1.18     1.13     0.69     0.67     0.00     0.04     0.00   -65.23
