
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Z at Wheel Center                           Suspension Kinematics 2018                          

   WhTra  TorquZ_L TorquZ_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
    30.00   100.00     0.00    -1.22    -1.08    -4.23     4.22    29.94    29.95     1.27    -1.31    -0.68    -0.68     0.25     0.00     0.98     0.00
    30.00  -100.00     0.00    -0.95    -1.08    -4.21     4.22    29.96    29.95     1.35    -1.31    -0.68    -0.68    -0.25     0.00    -1.25     0.00
    30.00     0.00   100.00    -1.08    -0.95    -4.22     4.21    29.95    29.96     1.31    -1.35    -0.68    -0.68     0.00     0.25     0.00    -1.25
    30.00     0.00  -100.00    -1.08    -1.22    -4.22     4.23    29.95    29.94     1.31    -1.27    -0.68    -0.68     0.00    -0.25     0.00     0.98
    -5.00   100.00     0.00     0.05     0.18     0.46    -0.47    -5.00    -5.00    -0.24     0.21     0.11     0.11     0.25     0.00    -0.29     0.00
    -5.00  -100.00     0.00     0.31     0.18     0.48    -0.47    -5.00    -5.00    -0.17     0.21     0.11     0.11    -0.25     0.00     0.17     0.00
    -5.00     0.00   100.00     0.18     0.31     0.47    -0.48    -5.00    -5.00    -0.21     0.17     0.11     0.11     0.00     0.25     0.00     0.17
    -5.00     0.00  -100.00     0.18     0.05     0.47    -0.46    -5.00    -5.00    -0.21     0.24     0.11     0.11     0.00    -0.25     0.00    -0.29
   -10.00   100.00     0.00     0.23     0.36     0.87    -0.88   -10.00   -10.00    -0.44     0.41     0.23     0.23     0.25     0.00    -0.47     0.00
   -10.00  -100.00     0.00     0.49     0.36     0.89    -0.88   -10.01   -10.00    -0.37     0.41     0.23     0.23    -0.25     0.00     0.36     0.00
   -10.00     0.00   100.00     0.36     0.49     0.88    -0.89   -10.00   -10.01    -0.41     0.37     0.23     0.23     0.00     0.25     0.00     0.36
   -10.00     0.00  -100.00     0.36     0.23     0.88    -0.87   -10.00   -10.00    -0.41     0.44     0.23     0.23     0.00    -0.25     0.00    -0.47
   -15.00   100.00     0.00     0.42     0.55     1.21    -1.22   -15.00   -15.01    -0.64     0.61     0.34     0.34     0.25     0.00    -0.64     0.00
   -15.00  -100.00     0.00     0.67     0.55     1.23    -1.22   -15.02   -15.01    -0.57     0.61     0.34     0.34    -0.25     0.00     0.56     0.00
   -15.00     0.00   100.00     0.55     0.67     1.22    -1.23   -15.01   -15.02    -0.61     0.57     0.34     0.34     0.00     0.25     0.00     0.56
   -15.00     0.00  -100.00     0.55     0.42     1.22    -1.21   -15.01   -15.00    -0.61     0.64     0.34     0.34     0.00    -0.25     0.00    -0.64
   -20.00   100.00     0.00     0.60     0.73     1.49    -1.50   -20.01   -20.02    -0.83     0.80     0.46     0.46     0.25     0.00    -0.81     0.00
   -20.00  -100.00     0.00     0.86     0.73     1.51    -1.50   -20.03   -20.02    -0.77     0.80     0.46     0.46    -0.25     0.00     0.75     0.00
   -20.00     0.00   100.00     0.73     0.86     1.50    -1.51   -20.02   -20.03    -0.80     0.77     0.46     0.46     0.00     0.25     0.00     0.75
   -20.00     0.00  -100.00     0.73     0.60     1.50    -1.49   -20.02   -20.01    -0.80     0.83     0.46     0.46     0.00    -0.25     0.00    -0.81
   -25.00   100.00     0.00     0.78     0.91     1.70    -1.71   -25.02   -25.03    -1.02     0.99     0.57     0.57     0.25     0.00    -0.97     0.00
   -25.00  -100.00     0.00     1.04     0.91     1.72    -1.71   -25.04   -25.03    -0.96     0.99     0.57     0.57    -0.25     0.00     0.93     0.00
   -25.00     0.00   100.00     0.91     1.04     1.71    -1.72   -25.03   -25.04    -0.99     0.96     0.57     0.57     0.00     0.25     0.00     0.93
   -25.00     0.00  -100.00     0.91     0.78     1.71    -1.70   -25.03   -25.02    -0.99     1.02     0.57     0.57     0.00    -0.25     0.00    -0.97
   -30.00   100.00     0.00     0.96     1.09     1.84    -1.85   -30.03   -30.04    -1.21     1.18     0.68     0.69     0.25     0.00    -1.14     0.00
   -30.00  -100.00     0.00     1.22     1.09     1.86    -1.85   -30.05   -30.04    -1.15     1.18     0.69     0.69    -0.25     0.00     1.12     0.00
   -30.00     0.00   100.00     1.09     1.22     1.85    -1.86   -30.04   -30.05    -1.18     1.15     0.69     0.69     0.00     0.25     0.00     1.12
   -30.00     0.00  -100.00     1.09     0.96     1.85    -1.84   -30.04   -30.03    -1.18     1.21     0.69     0.68     0.00    -0.25     0.00    -1.14
