
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Compliance - Torque Y at Wheel Center                           Suspension Kinematics 2017                          

   WhTra  TorquY_L TorquY_R   TraX_L   TraX_R   TraY_L   TraY_R   TraZ_L   TraZ_R   RotX_L   RotX_R   RotY_L   RotY_R   RotZ_L   RotZ_R WhlLoadL WhlLoadR
     [mm]     [Nm]     [Nm]     [mm]     [mm]     [mm]     [mm]     [mm]     [mm]    [deg]    [deg]    [deg]    [deg]    [deg]    [deg]      [N]      [N]
   -20.00  -100.00     0.00    -0.62    -0.63     2.13    -2.10   -20.37   -20.03    -1.05     1.05    -0.46    -0.35     0.00     0.00    30.87     0.00
   -20.00     0.00   100.00    -0.63    -0.65     2.10    -2.08   -20.03   -19.68    -1.05     1.04    -0.35    -0.24     0.00     0.00     0.00   -30.71
   -20.00     0.00  -100.00    -0.63    -0.62     2.10    -2.13   -20.03   -20.37    -1.05     1.05    -0.35    -0.46     0.00     0.00     0.00    30.87
   -25.00   100.00     0.00    -0.79    -0.77     2.42    -2.44   -24.69   -25.04    -1.29     1.30    -0.33    -0.44     0.00     0.00   -30.94     0.00
   -25.00  -100.00     0.00    -0.76    -0.77     2.46    -2.44   -25.39   -25.04    -1.30     1.30    -0.55    -0.44     0.00     0.00    31.09     0.00
   -25.00     0.00   100.00    -0.77    -0.79     2.44    -2.42   -25.04   -24.69    -1.30     1.29    -0.44    -0.33     0.00     0.00     0.00   -30.94
   -25.00     0.00  -100.00    -0.77    -0.76     2.44    -2.46   -25.04   -25.39    -1.30     1.30    -0.44    -0.55     0.00     0.00     0.00    31.09
   -30.00   100.00     0.00    -0.91    -0.90     2.69    -2.71   -29.71   -30.06    -1.54     1.54    -0.41    -0.52     0.00     0.00   -31.17     0.00
   -30.00  -100.00     0.00    -0.89    -0.90     2.73    -2.71   -30.41   -30.06    -1.54     1.54    -0.64    -0.52     0.01     0.00    31.32     0.00
   -30.00     0.00   100.00    -0.90    -0.91     2.71    -2.69   -30.06   -29.71    -1.54     1.54    -0.52    -0.41     0.00     0.00     0.00   -31.17
   -30.00     0.00  -100.00    -0.90    -0.89     2.71    -2.73   -30.06   -30.41    -1.54     1.54    -0.52    -0.64     0.00    -0.01     0.00    31.32
