
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Suspension Kinematics 2018                          

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
     5.00   -15.00   -24.90    42.30    47.29     0.00     0.06    -0.21     0.61     0.96     5.00   -15.01     0.00     0.00
     5.00   -20.00   -29.48    42.57    50.07     0.00     0.09    -0.21     0.80     1.19     5.00   -20.02     0.00     0.00
     5.00   -25.00   -33.62    42.82    52.81     0.00     0.13    -0.21     0.99     1.43     5.00   -25.03     0.00     0.00
     5.00   -30.00   -37.38    43.04    55.53     0.00     0.18    -0.21     1.18     1.67     5.00   -30.04     0.00     0.00
    10.00     0.00   -16.14    40.66    35.66     0.00     0.00    -0.42     0.00     0.48    10.00     0.00     0.00     0.00
    10.00     5.00    -8.74    40.29    32.79     0.00     0.00    -0.42    -0.21     0.24    10.00     5.00     0.00     0.00
    10.00    10.00     0.00    39.86    29.85     0.00     0.00    -0.42    -0.42     0.00    10.00    10.00     0.00     0.00
    10.00    15.00    10.50    39.34    26.83     0.00     0.01    -0.42    -0.64    -0.24    10.00    14.99     0.00     0.00
    10.00    20.00    23.42    38.69    23.68     0.00     0.03    -0.42    -0.86    -0.48    10.00    19.98     0.00     0.00
    10.00    25.00    39.76    37.88    20.37     0.00     0.06    -0.42    -1.08    -0.72    10.00    24.97     0.00     0.00
    10.00    30.00    61.18    36.82    16.80     0.00     0.09    -0.42    -1.31    -0.95    10.00    29.95     0.00     0.00
    10.00     0.00   -16.14    40.66    35.66     0.00     0.00    -0.42     0.00     0.48    10.00     0.00     0.00     0.00
    10.00    -5.00   -22.50    40.98    38.47     0.00     0.01    -0.42     0.21     0.72    10.00    -5.00     0.00     0.00
    10.00   -10.00   -28.05    41.25    41.25     0.00     0.03    -0.42     0.41     0.95    10.00   -10.00     0.00     0.00
    10.00   -15.00   -32.95    41.50    43.99     0.00     0.06    -0.42     0.61     1.19    10.00   -15.01     0.00     0.00
    10.00   -20.00   -37.30    41.71    46.70     0.00     0.09    -0.42     0.80     1.43    10.00   -20.02     0.00     0.00
    10.00   -25.00   -41.21    41.91    49.40     0.00     0.13    -0.42     0.99     1.67    10.00   -25.03     0.00     0.00
    10.00   -30.00   -44.75    42.08    52.07     0.00     0.18    -0.42     1.18     1.91    10.00   -30.04     0.00     0.00
    15.00     0.00   -26.19    39.96    32.46     0.01     0.00    -0.64     0.00     0.72    14.99     0.00     0.00     0.00
    15.00     5.00   -19.06    39.68    29.67     0.01     0.00    -0.64    -0.21     0.48    14.99     5.00     0.00     0.00
    15.00    10.00   -10.50    39.34    26.83     0.01     0.00    -0.64    -0.42     0.24    14.99    10.00     0.00     0.00
    15.00    15.00     0.00    38.92    23.91     0.01     0.01    -0.64    -0.64     0.00    14.99    14.99     0.00     0.00
    15.00    20.00    13.27    38.39    20.88     0.01     0.03    -0.64    -0.86    -0.24    14.99    19.98     0.00     0.00
    15.00    25.00    30.64    37.70    17.68     0.01     0.06    -0.64    -1.08    -0.48    14.99    24.97     0.00     0.00
    15.00    30.00    54.51    36.75    14.23     0.01     0.09    -0.64    -1.31    -0.72    14.99    29.95     0.00     0.00
    15.00     0.00   -26.19    39.96    32.46     0.01     0.00    -0.64     0.00     0.72    14.99     0.00     0.00     0.00
    15.00    -5.00   -32.24    40.20    35.20     0.01     0.01    -0.64     0.21     0.95    14.99    -5.00     0.00     0.00
    15.00   -10.00   -37.46    40.41    37.90     0.01     0.03    -0.64     0.41     1.19    14.99   -10.00     0.00     0.00
    15.00   -15.00   -42.02    40.59    40.58     0.01     0.06    -0.64     0.61     1.43    14.99   -15.01     0.00     0.00
    15.00   -20.00   -46.05    40.75    43.24     0.01     0.09    -0.64     0.80     1.67    14.99   -20.02     0.00     0.00
    15.00   -25.00   -49.64    40.89    45.88     0.01     0.13    -0.64     0.99     1.91    14.99   -25.03     0.00     0.00
    15.00   -30.00   -52.88    41.02    48.50     0.01     0.18    -0.64     1.18     2.15    14.99   -30.04     0.00     0.00
    20.00     0.00   -38.08    39.13    29.12     0.03     0.00    -0.86     0.00     0.95    19.98     0.00     0.00     0.00
    20.00     5.00   -31.49    38.93    26.43     0.03     0.00    -0.86    -0.21     0.72    19.98     5.00     0.00     0.00
    20.00    10.00   -23.42    38.69    23.68     0.03     0.00    -0.86    -0.42     0.48    19.98    10.00     0.00     0.00
    20.00    15.00   -13.27    38.39    20.88     0.03     0.01    -0.86    -0.64     0.24    19.98    14.99     0.00     0.00
    20.00    20.00     0.00    37.99    17.98     0.03     0.03    -0.86    -0.86     0.00    19.98    19.98     0.00     0.00
    20.00    25.00    18.19    37.45    14.93     0.03     0.06    -0.86    -1.08    -0.24    19.98    24.97     0.00     0.00
    20.00    30.00    44.89    36.65    11.63     0.03     0.09    -0.86    -1.31    -0.48    19.98    29.95     0.00     0.00
    20.00     0.00   -38.08    39.13    29.12     0.03     0.00    -0.86     0.00     0.95    19.98     0.00     0.00     0.00
    20.00    -5.00   -43.59    39.30    31.79     0.03     0.01    -0.86     0.21     1.19    19.98    -5.00     0.00     0.00
    20.00   -10.00   -48.28    39.44    34.43     0.03     0.03    -0.86     0.41     1.43    19.98   -10.00     0.00     0.00
    20.00   -15.00   -52.34    39.56    37.05     0.03     0.06    -0.86     0.61     1.67    19.98   -15.01     0.00     0.00
    20.00   -20.00   -55.91    39.67    39.65     0.03     0.09    -0.86     0.80     1.91    19.98   -20.02     0.00     0.00
    20.00   -25.00   -59.07    39.76    42.24     0.03     0.13    -0.86     0.99     2.15    19.98   -25.03     0.00     0.00
    20.00   -30.00   -61.90    39.84    44.82     0.03     0.18    -0.86     1.18     2.39    19.98   -30.04     0.00     0.00
    25.00     0.00   -52.39    38.13    25.62     0.06     0.00    -1.08     0.00     1.19    24.97     0.00     0.00     0.00
    25.00     5.00   -46.78    38.02    23.01     0.06     0.00    -1.08    -0.21     0.95    24.97     5.00     0.00     0.00
    25.00    10.00   -39.76    37.88    20.37     0.06     0.00    -1.08    -0.42     0.72    24.97    10.00     0.00     0.00
    25.00    15.00   -30.64    37.70    17.68     0.06     0.01    -1.08    -0.64     0.48    24.97    14.99     0.00     0.00
    25.00    20.00   -18.19    37.45    14.93     0.06     0.03    -1.08    -0.86     0.24    24.97    19.98     0.00     0.00
    25.00    25.00     0.00    37.08    12.06     0.06     0.06    -1.08    -1.08     0.00    24.97    24.97     0.00     0.00
    25.00    30.00    29.48    36.49     8.97     0.06     0.09    -1.08    -1.31    -0.24    24.97    29.95     0.00     0.00
    25.00     0.00   -52.39    38.13    25.62     0.06     0.00    -1.08     0.00     1.19    24.97     0.00     0.00     0.00
    25.00    -5.00   -57.01    38.23    28.22     0.06     0.01    -1.08     0.21     1.43    24.97    -5.00     0.00     0.00
    25.00   -10.00   -60.89    38.31    30.79     0.06     0.03    -1.08     0.41     1.67    24.97   -10.00     0.00     0.00
    25.00   -15.00   -64.23    38.37    33.36     0.06     0.06    -1.08     0.61     1.91    24.97   -15.01     0.00     0.00
    25.00   -20.00   -67.13    38.43    35.91     0.06     0.09    -1.08     0.80     2.15    24.97   -20.02     0.00     0.00
    25.00   -25.00   -69.70    38.48    38.46     0.06     0.13    -1.08     0.99     2.39    24.97   -25.03     0.00     0.00
    25.00   -30.00   -71.99    38.53    41.00     0.06     0.18    -1.08     1.18     2.63    24.97   -30.04     0.00     0.00
    30.00     0.00   -70.02    36.91    21.89     0.09     0.00    -1.31     0.00     1.43    29.95     0.00     0.00     0.00
    30.00     5.00   -66.14    36.87    19.35     0.09     0.00    -1.31    -0.21     1.19    29.95     5.00     0.00     0.00
    30.00    10.00   -61.18    36.82    16.80     0.09     0.00    -1.31    -0.42     0.95    29.95    10.00     0.00     0.00
    30.00    15.00   -54.51    36.75    14.23     0.09     0.01    -1.31    -0.64     0.72    29.95    14.99     0.00     0.00
    30.00    20.00   -44.89    36.65    11.63     0.09     0.03    -1.31    -0.86     0.48    29.95    19.98     0.00     0.00
    30.00    25.00   -29.48    36.49     8.97     0.09     0.06    -1.31    -1.08     0.24    29.95    24.97     0.00     0.00
    30.00    30.00     0.00    36.19     6.16     0.09     0.09    -1.31    -1.31     0.00    29.95    29.95     0.00     0.00
    30.00     0.00   -70.02    36.91    21.89     0.09     0.00    -1.31     0.00     1.43    29.95     0.00     0.00     0.00
    30.00    -5.00   -73.18    36.94    24.42     0.09     0.01    -1.31     0.21     1.67    29.95    -5.00     0.00     0.00
    30.00   -10.00   -75.81    36.97    26.95     0.09     0.03    -1.31     0.41     1.91    29.95   -10.00     0.00     0.00
    30.00   -15.00   -78.08    36.99    29.47     0.09     0.06    -1.31     0.61     2.15    29.95   -15.01     0.00     0.00
    30.00   -20.00   -80.05    37.01    31.99     0.09     0.09    -1.31     0.80     2.39    29.95   -20.02     0.00     0.00
    30.00   -25.00   -81.80    37.03    34.50     0.09     0.13    -1.31     0.99     2.63    29.95   -25.03     0.00     0.00
    30.00   -30.00   -83.37    37.04    37.01     0.09     0.18    -1.31     1.18     2.87    29.95   -30.04     0.00     0.00
     0.00     0.00     0.00    41.78    41.78     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
     0.00     5.00     7.51    41.26    38.76     0.00     0.00     0.00    -0.21    -0.24     0.00     5.00     0.00     0.00
     0.00    10.00    16.14    40.66    35.66     0.00     0.00     0.00    -0.42    -0.48     0.00    10.00     0.00     0.00
     0.00    15.00    26.19    39.96    32.46     0.00     0.01     0.00    -0.64    -0.72     0.00    14.99     0.00     0.00
     0.00    20.00    38.08    39.13    29.12     0.00     0.03     0.00    -0.86    -0.95     0.00    19.98     0.00     0.00
     0.00    25.00    52.39    38.13    25.62     0.00     0.06     0.00    -1.08    -1.19     0.00    24.97     0.00     0.00
     0.00    30.00    70.02    36.91    21.89     0.00     0.09     0.00    -1.31    -1.43     0.00    29.95     0.00     0.00
     0.00     0.00     0.00    41.78    41.78     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
     0.00    -5.00    -6.60    42.24    44.74     0.00     0.01     0.00     0.21     0.24     0.00    -5.00     0.00     0.00
     0.00   -10.00   -12.46    42.65    47.65     0.00     0.03     0.00     0.41     0.48     0.00   -10.00     0.00     0.00
     0.00   -15.00   -17.71    43.02    50.51     0.00     0.06     0.00     0.61     0.72     0.00   -15.01     0.00     0.00
     0.00   -20.00   -22.44    43.35    53.34     0.00     0.09     0.00     0.80     0.96     0.00   -20.02     0.00     0.00
     0.00   -25.00   -26.74    43.65    56.14     0.00     0.13     0.00     0.99     1.19     0.00   -25.03     0.00     0.00
     0.00   -30.00   -30.67    43.92    58.91     0.00     0.18     0.00     1.18     1.43     0.00   -30.04     0.00     0.00
    -5.00     0.00     6.60    42.24    44.74     0.01     0.00     0.21     0.00    -0.24    -5.00     0.00     0.00     0.00
    -5.00     5.00    14.04    41.65    41.65     0.01     0.00     0.21    -0.21    -0.48    -5.00     5.00     0.00     0.00
    -5.00    10.00    22.50    40.98    38.47     0.01     0.00     0.21    -0.42    -0.72    -5.00    10.00     0.00     0.00
    -5.00    15.00    32.24    40.20    35.20     0.01     0.01     0.21    -0.64    -0.95    -5.00    14.99     0.00     0.00
    -5.00    20.00    43.59    39.30    31.79     0.01     0.03     0.21    -0.86    -1.19    -5.00    19.98     0.00     0.00
    -5.00    25.00    57.01    38.23    28.22     0.01     0.06     0.21    -1.08    -1.43    -5.00    24.97     0.00     0.00
    -5.00    30.00    73.18    36.94    24.42     0.01     0.09     0.21    -1.31    -1.67    -5.00    29.95     0.00     0.00
    -5.00     0.00     6.60    42.24    44.74     0.01     0.00     0.21     0.00    -0.24    -5.00     0.00     0.00     0.00
    -5.00    -5.00     0.00    42.77    47.77     0.01     0.01     0.21     0.21     0.00    -5.00    -5.00     0.00     0.00
    -5.00   -10.00    -5.91    43.24    50.74     0.01     0.03     0.21     0.41     0.24    -5.00   -10.00     0.00     0.00
    -5.00   -15.00   -11.23    43.66    53.66     0.01     0.06     0.21     0.61     0.48    -5.00   -15.01     0.00     0.00
    -5.00   -20.00   -16.06    44.05    56.54     0.01     0.09     0.21     0.80     0.72    -5.00   -20.02     0.00     0.00
    -5.00   -25.00   -20.47    44.40    59.39     0.01     0.13     0.21     0.99     0.96    -5.00   -25.03     0.00     0.00
    -5.00   -30.00   -24.52    44.72    62.21     0.01     0.18     0.21     1.18     1.20    -5.00   -30.04     0.00     0.00
   -10.00     0.00    12.46    42.65    47.65     0.03     0.00     0.41     0.00    -0.48   -10.00     0.00     0.00     0.00
   -10.00     5.00    19.79    41.99    44.49     0.03     0.00     0.41    -0.21    -0.72   -10.00     5.00     0.00     0.00
   -10.00    10.00    28.05    41.25    41.25     0.03     0.00     0.41    -0.42    -0.95   -10.00    10.00     0.00     0.00
   -10.00    15.00    37.46    40.41    37.90     0.03     0.01     0.41    -0.64    -1.19   -10.00    14.99     0.00     0.00
   -10.00    20.00    48.28    39.44    34.43     0.03     0.03     0.41    -0.86    -1.43   -10.00    19.98     0.00     0.00
   -10.00    25.00    60.89    38.31    30.79     0.03     0.06     0.41    -1.08    -1.67   -10.00    24.97     0.00     0.00
   -10.00    30.00    75.81    36.97    26.95     0.03     0.09     0.41    -1.31    -1.91   -10.00    29.95     0.00     0.00
   -10.00     0.00    12.46    42.65    47.65     0.03     0.00     0.41     0.00    -0.48   -10.00     0.00     0.00     0.00
   -10.00    -5.00     5.91    43.24    50.74     0.03     0.01     0.41     0.21    -0.24   -10.00    -5.00     0.00     0.00
   -10.00   -10.00     0.00    43.77    53.77     0.03     0.03     0.41     0.41     0.00   -10.00   -10.00     0.00     0.00
   -10.00   -15.00    -5.36    44.25    56.74     0.03     0.06     0.41     0.61     0.24   -10.00   -15.01     0.00     0.00
   -10.00   -20.00   -10.24    44.69    59.68     0.03     0.09     0.41     0.80     0.48   -10.00   -20.02     0.00     0.00
   -10.00   -25.00   -14.72    45.09    62.58     0.03     0.13     0.41     0.99     0.72   -10.00   -25.03     0.00     0.00
   -10.00   -30.00   -18.85    45.46    65.45     0.03     0.18     0.41     1.18     0.96   -10.00   -30.04     0.00     0.00
   -15.00     0.00    17.71    43.02    50.51     0.06     0.00     0.61     0.00    -0.72   -15.01     0.00     0.00     0.00
   -15.00     5.00    24.90    42.30    47.29     0.06     0.00     0.61    -0.21    -0.96   -15.01     5.00     0.00     0.00
   -15.00    10.00    32.95    41.50    43.99     0.06     0.00     0.61    -0.42    -1.19   -15.01    10.00     0.00     0.00
   -15.00    15.00    42.02    40.59    40.58     0.06     0.01     0.61    -0.64    -1.43   -15.01    14.99     0.00     0.00
   -15.00    20.00    52.34    39.56    37.05     0.06     0.03     0.61    -0.86    -1.67   -15.01    19.98     0.00     0.00
   -15.00    25.00    64.23    38.37    33.36     0.06     0.06     0.61    -1.08    -1.91   -15.01    24.97     0.00     0.00
   -15.00    30.00    78.08    36.99    29.47     0.06     0.09     0.61    -1.31    -2.15   -15.01    29.95     0.00     0.00
   -15.00     0.00    17.71    43.02    50.51     0.06     0.00     0.61     0.00    -0.72   -15.01     0.00     0.00     0.00
   -15.00    -5.00    11.23    43.66    53.66     0.06     0.01     0.61     0.21    -0.48   -15.01    -5.00     0.00     0.00
   -15.00   -10.00     5.36    44.25    56.74     0.06     0.03     0.61     0.41    -0.24   -15.01   -10.00     0.00     0.00
   -15.00   -15.00     0.00    44.78    59.78     0.06     0.06     0.61     0.61     0.00   -15.01   -15.01     0.00     0.00
   -15.00   -20.00    -4.91    45.27    62.77     0.06     0.09     0.61     0.80     0.24   -15.01   -20.02     0.00     0.00
   -15.00   -25.00    -9.43    45.73    65.71     0.06     0.13     0.61     0.99     0.48   -15.01   -25.03     0.00     0.00
   -15.00   -30.00   -13.62    46.14    68.63     0.06     0.18     0.61     1.18     0.72   -15.01   -30.04     0.00     0.00
   -20.00     0.00    22.44    43.35    53.34     0.09     0.00     0.80     0.00    -0.96   -20.02     0.00     0.00     0.00
   -20.00     5.00    29.48    42.57    50.07     0.09     0.00     0.80    -0.21    -1.19   -20.02     5.00     0.00     0.00
   -20.00    10.00    37.30    41.71    46.70     0.09     0.00     0.80    -0.42    -1.43   -20.02    10.00     0.00     0.00
   -20.00    15.00    46.05    40.75    43.24     0.09     0.01     0.80    -0.64    -1.67   -20.02    14.99     0.00     0.00
   -20.00    20.00    55.91    39.67    39.65     0.09     0.03     0.80    -0.86    -1.91   -20.02    19.98     0.00     0.00
   -20.00    25.00    67.13    38.43    35.91     0.09     0.06     0.80    -1.08    -2.15   -20.02    24.97     0.00     0.00
   -20.00    30.00    80.05    37.01    31.99     0.09     0.09     0.80    -1.31    -2.39   -20.02    29.95     0.00     0.00
   -20.00     0.00    22.44    43.35    53.34     0.09     0.00     0.80     0.00    -0.96   -20.02     0.00     0.00     0.00
   -20.00    -5.00    16.06    44.05    56.54     0.09     0.01     0.80     0.21    -0.72   -20.02    -5.00     0.00     0.00
   -20.00   -10.00    10.24    44.69    59.68     0.09     0.03     0.80     0.41    -0.48   -20.02   -10.00     0.00     0.00
   -20.00   -15.00     4.91    45.27    62.77     0.09     0.06     0.80     0.61    -0.24   -20.02   -15.01     0.00     0.00
   -20.00   -20.00     0.00    45.81    65.80     0.09     0.09     0.80     0.80     0.00   -20.02   -20.02     0.00     0.00
   -20.00   -25.00    -4.54    46.31    68.80     0.09     0.13     0.80     0.99     0.24   -20.02   -25.03     0.00     0.00
   -20.00   -30.00    -8.76    46.78    71.76     0.09     0.18     0.80     1.18     0.48   -20.02   -30.04     0.00     0.00
   -25.00     0.00    26.74    43.65    56.14     0.13     0.00     0.99     0.00    -1.19   -25.03     0.00     0.00     0.00
   -25.00     5.00    33.62    42.82    52.81     0.13     0.00     0.99    -0.21    -1.43   -25.03     5.00     0.00     0.00
   -25.00    10.00    41.21    41.91    49.40     0.13     0.00     0.99    -0.42    -1.67   -25.03    10.00     0.00     0.00
   -25.00    15.00    49.64    40.89    45.88     0.13     0.01     0.99    -0.64    -1.91   -25.03    14.99     0.00     0.00
   -25.00    20.00    59.07    39.76    42.24     0.13     0.03     0.99    -0.86    -2.15   -25.03    19.98     0.00     0.00
   -25.00    25.00    69.70    38.48    38.46     0.13     0.06     0.99    -1.08    -2.39   -25.03    24.97     0.00     0.00
   -25.00    30.00    81.80    37.03    34.50     0.13     0.09     0.99    -1.31    -2.63   -25.03    29.95     0.00     0.00
   -25.00     0.00    26.74    43.65    56.14     0.13     0.00     0.99     0.00    -1.19   -25.03     0.00     0.00     0.00
   -25.00    -5.00    20.47    44.40    59.39     0.13     0.01     0.99     0.21    -0.96   -25.03    -5.00     0.00     0.00
   -25.00   -10.00    14.72    45.09    62.58     0.13     0.03     0.99     0.41    -0.72   -25.03   -10.00     0.00     0.00
   -25.00   -15.00     9.43    45.73    65.71     0.13     0.06     0.99     0.61    -0.48   -25.03   -15.01     0.00     0.00
   -25.00   -20.00     4.54    46.31    68.80     0.13     0.09     0.99     0.80    -0.24   -25.03   -20.02     0.00     0.00
   -25.00   -25.00     0.00    46.86    71.84     0.13     0.13     0.99     0.99     0.00   -25.03   -25.03     0.00     0.00
   -25.00   -30.00    -4.23    47.37    74.85     0.13     0.18     0.99     1.18     0.24   -25.03   -30.04     0.00     0.00
   -30.00     0.00    30.67    43.92    58.91     0.18     0.00     1.18     0.00    -1.43   -30.04     0.00     0.00     0.00
   -30.00     5.00    37.38    43.04    55.53     0.18     0.00     1.18    -0.21    -1.67   -30.04     5.00     0.00     0.00
   -30.00    10.00    44.75    42.08    52.07     0.18     0.00     1.18    -0.42    -1.91   -30.04    10.00     0.00     0.00
   -30.00    15.00    52.88    41.02    48.50     0.18     0.01     1.18    -0.64    -2.15   -30.04    14.99     0.00     0.00
   -30.00    20.00    61.90    39.84    44.82     0.18     0.03     1.18    -0.86    -2.39   -30.04    19.98     0.00     0.00
   -30.00    25.00    71.99    38.53    41.00     0.18     0.06     1.18    -1.08    -2.63   -30.04    24.97     0.00     0.00
   -30.00    30.00    83.37    37.04    37.01     0.18     0.09     1.18    -1.31    -2.87   -30.04    29.95     0.00     0.00
   -30.00     0.00    30.67    43.92    58.91     0.18     0.00     1.18     0.00    -1.43   -30.04     0.00     0.00     0.00
   -30.00    -5.00    24.52    44.72    62.21     0.18     0.01     1.18     0.21    -1.20   -30.04    -5.00     0.00     0.00
   -30.00   -10.00    18.85    45.46    65.45     0.18     0.03     1.18     0.41    -0.96   -30.04   -10.00     0.00     0.00
   -30.00   -15.00    13.62    46.14    68.63     0.18     0.06     1.18     0.61    -0.72   -30.04   -15.01     0.00     0.00
   -30.00   -20.00     8.76    46.78    71.76     0.18     0.09     1.18     0.80    -0.48   -30.04   -20.02     0.00     0.00
   -30.00   -25.00     4.23    47.37    74.85     0.18     0.13     1.18     0.99    -0.24   -30.04   -25.03     0.00     0.00
   -30.00   -30.00     0.00    47.92    77.89     0.18     0.18     1.18     1.18     0.00   -30.04   -30.04     0.00     0.00
