
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Suspension Kinematics 2017                          

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
     5.00    15.00    18.55    49.07    39.07     0.09     0.26    -1.27    -1.84    -0.49     5.00    14.98     0.00     0.00
     5.00    20.00    29.87    48.20    35.69     0.09     0.34    -1.27    -2.13    -0.73     5.00    19.97     0.00     0.00
     5.00    25.00    43.02    47.19    32.17     0.09     0.42    -1.27    -2.42    -0.97     5.00    24.95     0.00     0.00
     5.00    30.00    58.56    45.99    28.47     0.09     0.50    -1.27    -2.73    -1.21     5.00    29.93     0.00     0.00
     5.00     0.00    -7.74    51.10    48.60     0.09     0.00    -1.27    -1.00     0.24     5.00     0.00     0.00     0.00
     5.00    -5.00   -14.69    51.64    51.64     0.09    -0.10    -1.27    -0.73     0.49     5.00    -5.00     0.00     0.00
     5.00   -10.00   -20.98    52.12    54.62     0.09    -0.21    -1.27    -0.47     0.73     5.00   -10.01     0.00     0.00
     5.00   -15.00   -26.72    52.56    57.56     0.09    -0.33    -1.27    -0.21     0.97     5.00   -15.01     0.00     0.00
     5.00   -20.00   -31.97    52.97    60.46     0.09    -0.46    -1.27     0.05     1.21     5.00   -20.03     0.00     0.00
     5.00   -25.00   -36.82    53.34    63.33     0.09    -0.61    -1.27     0.30     1.46     5.00   -25.04     0.00     0.00
     5.00   -30.00   -41.30    53.69    66.17     0.09    -0.78    -1.27     0.54     1.70     5.00   -30.06     0.00     0.00
    10.00     0.00   -16.36    50.34    45.34     0.17     0.00    -1.55    -1.00     0.49     9.99     0.00     0.00     0.00
    10.00     5.00    -8.69    49.83    42.33     0.17     0.09    -1.55    -1.27     0.24     9.99     5.00     0.00     0.00
    10.00    10.00     0.00    49.26    39.25     0.17     0.17    -1.55    -1.55     0.00     9.99     9.99     0.00     0.00
    10.00    15.00     9.97    48.59    36.09     0.17     0.26    -1.55    -1.84    -0.24     9.99    14.98     0.00     0.00
    10.00    20.00    21.55    47.82    32.81     0.17     0.34    -1.55    -2.13    -0.49     9.99    19.97     0.00     0.00
    10.00    25.00    35.22    46.92    29.40     0.17     0.42    -1.55    -2.42    -0.73     9.99    24.95     0.00     0.00
    10.00    30.00    51.69    45.82    25.80     0.17     0.50    -1.55    -2.73    -0.97     9.99    29.93     0.00     0.00
    10.00     0.00   -16.36    50.34    45.34     0.17     0.00    -1.55    -1.00     0.49     9.99     0.00     0.00     0.00
    10.00    -5.00   -23.20    50.80    48.29     0.17    -0.10    -1.55    -0.73     0.73     9.99    -5.00     0.00     0.00
    10.00   -10.00   -29.35    51.21    51.20     0.17    -0.21    -1.55    -0.47     0.97     9.99   -10.01     0.00     0.00
    10.00   -15.00   -34.92    51.58    54.07     0.17    -0.33    -1.55    -0.21     1.21     9.99   -15.01     0.00     0.00
    10.00   -20.00   -40.00    51.91    56.90     0.17    -0.46    -1.55     0.05     1.46     9.99   -20.03     0.00     0.00
    10.00   -25.00   -44.67    52.22    59.71     0.17    -0.61    -1.55     0.30     1.70     9.99   -25.04     0.00     0.00
    10.00   -30.00   -48.97    52.51    62.49     0.17    -0.78    -1.55     0.54     1.94     9.99   -30.06     0.00     0.00
    15.00     0.00   -26.05    49.49    41.99     0.26     0.00    -1.84    -1.00     0.73    14.98     0.00     0.00     0.00
    15.00     5.00   -18.55    49.07    39.07     0.26     0.09    -1.84    -1.27     0.49    14.98     5.00     0.00     0.00
    15.00    10.00    -9.97    48.59    36.09     0.26     0.17    -1.84    -1.55     0.24    14.98     9.99     0.00     0.00
    15.00    15.00     0.00    48.04    33.03     0.26     0.26    -1.84    -1.84     0.00    14.98    14.98     0.00     0.00
    15.00    20.00    11.76    47.38    29.86     0.26     0.34    -1.84    -2.13    -0.24    14.98    19.97     0.00     0.00
    15.00    25.00    25.90    46.59    26.57     0.26     0.42    -1.84    -2.42    -0.49    14.98    24.95     0.00     0.00
    15.00    30.00    43.32    45.62    23.09     0.26     0.50    -1.84    -2.73    -0.73    14.98    29.93     0.00     0.00
    15.00     0.00   -26.05    49.49    41.99     0.26     0.00    -1.84    -1.00     0.73    14.98     0.00     0.00     0.00
    15.00    -5.00   -32.68    49.86    44.86     0.26    -0.10    -1.84    -0.73     0.97    14.98    -5.00     0.00     0.00
    15.00   -10.00   -38.60    50.19    47.69     0.26    -0.21    -1.84    -0.47     1.21    14.98   -10.01     0.00     0.00
    15.00   -15.00   -43.94    50.49    50.48     0.26    -0.33    -1.84    -0.21     1.46    14.98   -15.01     0.00     0.00
    15.00   -20.00   -48.78    50.76    53.25     0.26    -0.46    -1.84     0.05     1.70    14.98   -20.03     0.00     0.00
    15.00   -25.00   -53.20    51.01    55.99     0.26    -0.61    -1.84     0.30     1.94    14.98   -25.04     0.00     0.00
    15.00   -30.00   -57.27    51.24    58.71     0.26    -0.78    -1.84     0.54     2.19    14.98   -30.06     0.00     0.00
    20.00     0.00   -37.05    48.53    38.52     0.34     0.00    -2.13    -1.00     0.97    19.97     0.00     0.00     0.00
    20.00     5.00   -29.87    48.20    35.69     0.34     0.09    -2.13    -1.27     0.73    19.97     5.00     0.00     0.00
    20.00    10.00   -21.55    47.82    32.81     0.34     0.17    -2.13    -1.55     0.49    19.97     9.99     0.00     0.00
    20.00    15.00   -11.76    47.38    29.86     0.34     0.26    -2.13    -1.84     0.24    19.97    14.98     0.00     0.00
    20.00    20.00     0.00    46.85    26.83     0.34     0.34    -2.13    -2.13     0.00    19.97    19.97     0.00     0.00
    20.00    25.00    14.46    46.19    23.67     0.34     0.42    -2.13    -2.42    -0.24    19.97    24.95     0.00     0.00
    20.00    30.00    32.80    45.36    20.33     0.34     0.50    -2.13    -2.73    -0.49    19.97    29.93     0.00     0.00
    20.00     0.00   -37.05    48.53    38.52     0.34     0.00    -2.13    -1.00     0.97    19.97     0.00     0.00     0.00
    20.00    -5.00   -43.34    48.81    41.30     0.34    -0.10    -2.13    -0.73     1.21    19.97    -5.00     0.00     0.00
    20.00   -10.00   -48.92    49.07    44.05     0.34    -0.21    -2.13    -0.47     1.46    19.97   -10.01     0.00     0.00
    20.00   -15.00   -53.91    49.29    46.78     0.34    -0.33    -2.13    -0.21     1.70    19.97   -15.01     0.00     0.00
    20.00   -20.00   -58.42    49.50    49.48     0.34    -0.46    -2.13     0.05     1.94    19.97   -20.03     0.00     0.00
    20.00   -25.00   -62.52    49.68    52.16     0.34    -0.61    -2.13     0.30     2.19    19.97   -25.04     0.00     0.00
    20.00   -30.00   -66.28    49.85    54.83     0.34    -0.78    -2.13     0.54     2.43    19.97   -30.06     0.00     0.00
    25.00     0.00   -49.67    47.42    34.90     0.42     0.00    -2.42    -1.00     1.21    24.95     0.00     0.00     0.00
    25.00     5.00   -43.02    47.19    32.17     0.42     0.09    -2.42    -1.27     0.97    24.95     5.00     0.00     0.00
    25.00    10.00   -35.22    46.92    29.40     0.42     0.17    -2.42    -1.55     0.73    24.95     9.99     0.00     0.00
    25.00    15.00   -25.90    46.59    26.57     0.42     0.26    -2.42    -1.84     0.49    24.95    14.98     0.00     0.00
    25.00    20.00   -14.46    46.19    23.67     0.42     0.34    -2.42    -2.13     0.24    24.95    19.97     0.00     0.00
    25.00    25.00     0.00    45.69    20.65     0.42     0.42    -2.42    -2.42     0.00    24.95    24.95     0.00     0.00
    25.00    30.00    19.04    45.02    17.48     0.42     0.50    -2.42    -2.73    -0.24    24.95    29.93     0.00     0.00
    25.00     0.00   -49.67    47.42    34.90     0.42     0.00    -2.42    -1.00     1.21    24.95     0.00     0.00     0.00
    25.00    -5.00   -55.44    47.62    37.61     0.42    -0.10    -2.42    -0.73     1.46    24.95    -5.00     0.00     0.00
    25.00   -10.00   -60.51    47.80    40.28     0.42    -0.21    -2.42    -0.47     1.70    24.95   -10.01     0.00     0.00
    25.00   -15.00   -65.02    47.96    42.94     0.42    -0.33    -2.42    -0.21     1.94    24.95   -15.01     0.00     0.00
    25.00   -20.00   -69.08    48.10    45.57     0.42    -0.46    -2.42     0.05     2.19    24.95   -20.03     0.00     0.00
    25.00   -25.00   -72.76    48.23    48.20     0.42    -0.61    -2.42     0.30     2.43    24.95   -25.04     0.00     0.00
    25.00   -30.00   -76.12    48.34    50.81     0.42    -0.78    -2.42     0.54     2.67    24.95   -30.06     0.00     0.00
    30.00     0.00   -64.35    46.13    31.11     0.50     0.00    -2.73    -1.00     1.46    29.93     0.00     0.00     0.00
    30.00     5.00   -58.56    45.99    28.47     0.50     0.09    -2.73    -1.27     1.21    29.93     5.00     0.00     0.00
    30.00    10.00   -51.69    45.82    25.80     0.50     0.17    -2.73    -1.55     0.97    29.93     9.99     0.00     0.00
    30.00    15.00   -43.32    45.62    23.09     0.50     0.26    -2.73    -1.84     0.73    29.93    14.98     0.00     0.00
    30.00    20.00   -32.80    45.36    20.33     0.50     0.34    -2.73    -2.13     0.49    29.93    19.97     0.00     0.00
    30.00    25.00   -19.04    45.02    17.48     0.50     0.42    -2.73    -2.42     0.24    29.93    24.95     0.00     0.00
    30.00    30.00     0.00    44.55    14.51     0.50     0.50    -2.73    -2.73     0.00    29.93    29.93     0.00     0.00
    30.00     0.00   -64.35    46.13    31.11     0.50     0.00    -2.73    -1.00     1.46    29.93     0.00     0.00     0.00
    30.00    -5.00   -69.32    46.25    33.73     0.50    -0.10    -2.73    -0.73     1.70    29.93    -5.00     0.00     0.00
    30.00   -10.00   -73.66    46.36    36.34     0.50    -0.21    -2.73    -0.47     1.94    29.93   -10.01     0.00     0.00
    30.00   -15.00   -77.51    46.45    38.93     0.50    -0.33    -2.73    -0.21     2.18    29.93   -15.01     0.00     0.00
    30.00   -20.00   -80.96    46.54    41.51     0.50    -0.46    -2.73     0.05     2.43    29.93   -20.03     0.00     0.00
    30.00   -25.00   -84.08    46.62    44.08     0.50    -0.61    -2.73     0.30     2.67    29.93   -25.04     0.00     0.00
    30.00   -30.00   -86.93    46.69    46.64     0.50    -0.78    -2.73     0.54     2.91    29.93   -30.06     0.00     0.00
     0.00     0.00     0.00    51.78    51.78     0.00     0.00    -1.00    -1.00     0.00     0.00     0.00     0.00     0.00
     0.00     5.00     7.74    51.10    48.60     0.00     0.09    -1.00    -1.27    -0.24     0.00     5.00     0.00     0.00
     0.00    10.00    16.36    50.34    45.34     0.00     0.17    -1.00    -1.55    -0.49     0.00     9.99     0.00     0.00
     0.00    15.00    26.05    49.49    41.99     0.00     0.26    -1.00    -1.84    -0.73     0.00    14.98     0.00     0.00
     0.00    20.00    37.05    48.53    38.52     0.00     0.34    -1.00    -2.13    -0.97     0.00    19.97     0.00     0.00
     0.00    25.00    49.67    47.42    34.90     0.00     0.42    -1.00    -2.42    -1.21     0.00    24.95     0.00     0.00
     0.00    30.00    64.35    46.13    31.11     0.00     0.50    -1.00    -2.73    -1.46     0.00    29.93     0.00     0.00
     0.00     0.00     0.00    51.78    51.78     0.00     0.00    -1.00    -1.00     0.00     0.00     0.00     0.00     0.00
     0.00    -5.00    -7.00    52.39    54.89     0.00    -0.10    -1.00    -0.73     0.24     0.00    -5.00     0.00     0.00
     0.00   -10.00   -13.37    52.95    57.95     0.00    -0.21    -1.00    -0.47     0.49     0.00   -10.01     0.00     0.00
     0.00   -15.00   -19.21    53.47    60.96     0.00    -0.33    -1.00    -0.21     0.73     0.00   -15.01     0.00     0.00
     0.00   -20.00   -24.59    53.94    63.93     0.00    -0.46    -1.00     0.05     0.97     0.00   -20.03     0.00     0.00
     0.00   -25.00   -29.56    54.37    66.86     0.00    -0.61    -1.00     0.30     1.22     0.00   -25.04     0.00     0.00
     0.00   -30.00   -34.18    54.78    69.76     0.00    -0.78    -1.00     0.54     1.46     0.00   -30.06     0.00     0.00
    -5.00     0.00     7.00    52.39    54.89    -0.10     0.00    -0.73    -1.00    -0.24    -5.00     0.00     0.00     0.00
    -5.00     5.00    14.69    51.64    51.64    -0.10     0.09    -0.73    -1.27    -0.49    -5.00     5.00     0.00     0.00
    -5.00    10.00    23.20    50.80    48.29    -0.10     0.17    -0.73    -1.55    -0.73    -5.00     9.99     0.00     0.00
    -5.00    15.00    32.68    49.86    44.86    -0.10     0.26    -0.73    -1.84    -0.97    -5.00    14.98     0.00     0.00
    -5.00    20.00    43.34    48.81    41.30    -0.10     0.34    -0.73    -2.13    -1.21    -5.00    19.97     0.00     0.00
    -5.00    25.00    55.44    47.62    37.61    -0.10     0.42    -0.73    -2.42    -1.46    -5.00    24.95     0.00     0.00
    -5.00    30.00    69.32    46.25    33.73    -0.10     0.50    -0.73    -2.73    -1.70    -5.00    29.93     0.00     0.00
    -5.00     0.00     7.00    52.39    54.89    -0.10     0.00    -0.73    -1.00    -0.24    -5.00     0.00     0.00     0.00
    -5.00    -5.00     0.00    53.08    58.08    -0.10    -0.10    -0.73    -0.73     0.00    -5.00    -5.00     0.00     0.00
    -5.00   -10.00    -6.41    53.72    61.21    -0.10    -0.21    -0.73    -0.47     0.24    -5.00   -10.01     0.00     0.00
    -5.00   -15.00   -12.31    54.30    64.29    -0.10    -0.33    -0.73    -0.21     0.49    -5.00   -15.01     0.00     0.00
    -5.00   -20.00   -17.76    54.83    67.32    -0.10    -0.46    -0.73     0.05     0.73    -5.00   -20.03     0.00     0.00
    -5.00   -25.00   -22.83    55.33    70.32    -0.10    -0.61    -0.73     0.30     0.97    -5.00   -25.04     0.00     0.00
    -5.00   -30.00   -27.55    55.80    73.28    -0.10    -0.78    -0.73     0.54     1.22    -5.00   -30.06     0.00     0.00
   -10.00     0.00    13.37    52.95    57.95    -0.21     0.00    -0.47    -1.00    -0.49   -10.01     0.00     0.00     0.00
   -10.00     5.00    20.98    52.12    54.62    -0.21     0.09    -0.47    -1.27    -0.73   -10.01     5.00     0.00     0.00
   -10.00    10.00    29.35    51.21    51.20    -0.21     0.17    -0.47    -1.55    -0.97   -10.01     9.99     0.00     0.00
   -10.00    15.00    38.60    50.19    47.69    -0.21     0.26    -0.47    -1.84    -1.21   -10.01    14.98     0.00     0.00
   -10.00    20.00    48.92    49.07    44.05    -0.21     0.34    -0.47    -2.13    -1.46   -10.01    19.97     0.00     0.00
   -10.00    25.00    60.51    47.80    40.28    -0.21     0.42    -0.47    -2.42    -1.70   -10.01    24.95     0.00     0.00
   -10.00    30.00    73.66    46.36    36.34    -0.21     0.50    -0.47    -2.73    -1.94   -10.01    29.93     0.00     0.00
   -10.00     0.00    13.37    52.95    57.95    -0.21     0.00    -0.47    -1.00    -0.49   -10.01     0.00     0.00     0.00
   -10.00    -5.00     6.41    53.72    61.21    -0.21    -0.10    -0.47    -0.73    -0.24   -10.01    -5.00     0.00     0.00
   -10.00   -10.00     0.00    54.42    64.41    -0.21    -0.21    -0.47    -0.47     0.00   -10.01   -10.01     0.00     0.00
   -10.00   -15.00    -5.92    55.06    67.56    -0.21    -0.33    -0.47    -0.21     0.24   -10.01   -15.01     0.00     0.00
   -10.00   -20.00   -11.42    55.67    70.65    -0.21    -0.46    -0.47     0.05     0.49   -10.01   -20.03     0.00     0.00
   -10.00   -25.00   -16.55    56.23    73.71    -0.21    -0.61    -0.47     0.30     0.73   -10.01   -25.04     0.00     0.00
   -10.00   -30.00   -21.34    56.75    76.73    -0.21    -0.78    -0.47     0.54     0.97   -10.01   -30.06     0.00     0.00
   -15.00     0.00    19.21    53.47    60.96    -0.33     0.00    -0.21    -1.00    -0.73   -15.01     0.00     0.00     0.00
   -15.00     5.00    26.72    52.56    57.56    -0.33     0.09    -0.21    -1.27    -0.97   -15.01     5.00     0.00     0.00
   -15.00    10.00    34.92    51.58    54.07    -0.33     0.17    -0.21    -1.55    -1.21   -15.01     9.99     0.00     0.00
   -15.00    15.00    43.94    50.49    50.48    -0.33     0.26    -0.21    -1.84    -1.46   -15.01    14.98     0.00     0.00
   -15.00    20.00    53.91    49.29    46.78    -0.33     0.34    -0.21    -2.13    -1.70   -15.01    19.97     0.00     0.00
   -15.00    25.00    65.02    47.96    42.94    -0.33     0.42    -0.21    -2.42    -1.94   -15.01    24.95     0.00     0.00
   -15.00    30.00    77.51    46.45    38.93    -0.33     0.50    -0.21    -2.73    -2.18   -15.01    29.93     0.00     0.00
   -15.00     0.00    19.21    53.47    60.96    -0.33     0.00    -0.21    -1.00    -0.73   -15.01     0.00     0.00     0.00
   -15.00    -5.00    12.31    54.30    64.29    -0.33    -0.10    -0.21    -0.73    -0.49   -15.01    -5.00     0.00     0.00
   -15.00   -10.00     5.92    55.06    67.56    -0.33    -0.21    -0.21    -0.47    -0.24   -15.01   -10.01     0.00     0.00
   -15.00   -15.00     0.00    55.78    70.77    -0.33    -0.33    -0.21    -0.21     0.00   -15.01   -15.01     0.00     0.00
   -15.00   -20.00    -5.52    56.44    73.93    -0.33    -0.46    -0.21     0.05     0.24   -15.01   -20.03     0.00     0.00
   -15.00   -25.00   -10.68    57.06    77.04    -0.33    -0.61    -0.21     0.30     0.49   -15.01   -25.04     0.00     0.00
   -15.00   -30.00   -15.53    57.64    80.12    -0.33    -0.78    -0.21     0.54     0.73   -15.01   -30.06     0.00     0.00
   -20.00     0.00    24.59    53.94    63.93    -0.46     0.00     0.05    -1.00    -0.97   -20.03     0.00     0.00     0.00
   -20.00     5.00    31.97    52.97    60.46    -0.46     0.09     0.05    -1.27    -1.21   -20.03     5.00     0.00     0.00
   -20.00    10.00    40.00    51.91    56.90    -0.46     0.17     0.05    -1.55    -1.46   -20.03     9.99     0.00     0.00
   -20.00    15.00    48.78    50.76    53.25    -0.46     0.26     0.05    -1.84    -1.70   -20.03    14.98     0.00     0.00
   -20.00    20.00    58.42    49.50    49.48    -0.46     0.34     0.05    -2.13    -1.94   -20.03    19.97     0.00     0.00
   -20.00    25.00    69.08    48.10    45.57    -0.46     0.42     0.05    -2.42    -2.19   -20.03    24.95     0.00     0.00
   -20.00    30.00    80.96    46.54    41.51    -0.46     0.50     0.05    -2.73    -2.43   -20.03    29.93     0.00     0.00
   -20.00     0.00    24.59    53.94    63.93    -0.46     0.00     0.05    -1.00    -0.97   -20.03     0.00     0.00     0.00
   -20.00    -5.00    17.76    54.83    67.32    -0.46    -0.10     0.05    -0.73    -0.73   -20.03    -5.00     0.00     0.00
   -20.00   -10.00    11.42    55.67    70.65    -0.46    -0.21     0.05    -0.47    -0.49   -20.03   -10.01     0.00     0.00
   -20.00   -15.00     5.52    56.44    73.93    -0.46    -0.33     0.05    -0.21    -0.24   -20.03   -15.01     0.00     0.00
   -20.00   -20.00     0.00    57.16    77.15    -0.46    -0.46     0.05     0.05     0.00   -20.03   -20.03     0.00     0.00
   -20.00   -25.00    -5.18    57.84    80.32    -0.46    -0.61     0.05     0.30     0.24   -20.03   -25.04     0.00     0.00
   -20.00   -30.00   -10.05    58.48    83.46    -0.46    -0.78     0.05     0.54     0.49   -20.03   -30.06     0.00     0.00
   -25.00     0.00    29.56    54.37    66.86    -0.61     0.00     0.30    -1.00    -1.22   -25.04     0.00     0.00     0.00
   -25.00     5.00    36.82    53.34    63.33    -0.61     0.09     0.30    -1.27    -1.46   -25.04     5.00     0.00     0.00
   -25.00    10.00    44.67    52.22    59.71    -0.61     0.17     0.30    -1.55    -1.70   -25.04     9.99     0.00     0.00
   -25.00    15.00    53.20    51.01    55.99    -0.61     0.26     0.30    -1.84    -1.94   -25.04    14.98     0.00     0.00
   -25.00    20.00    62.52    49.68    52.16    -0.61     0.34     0.30    -2.13    -2.19   -25.04    19.97     0.00     0.00
   -25.00    25.00    72.76    48.23    48.20    -0.61     0.42     0.30    -2.42    -2.43   -25.04    24.95     0.00     0.00
   -25.00    30.00    84.08    46.62    44.08    -0.61     0.50     0.30    -2.73    -2.67   -25.04    29.93     0.00     0.00
   -25.00     0.00    29.56    54.37    66.86    -0.61     0.00     0.30    -1.00    -1.22   -25.04     0.00     0.00     0.00
   -25.00    -5.00    22.83    55.33    70.32    -0.61    -0.10     0.30    -0.73    -0.97   -25.04    -5.00     0.00     0.00
   -25.00   -10.00    16.55    56.23    73.71    -0.61    -0.21     0.30    -0.47    -0.73   -25.04   -10.01     0.00     0.00
   -25.00   -15.00    10.68    57.06    77.04    -0.61    -0.33     0.30    -0.21    -0.49   -25.04   -15.01     0.00     0.00
   -25.00   -20.00     5.18    57.84    80.32    -0.61    -0.46     0.30     0.05    -0.24   -25.04   -20.03     0.00     0.00
   -25.00   -25.00     0.00    58.58    83.55    -0.61    -0.61     0.30     0.30     0.00   -25.04   -25.04     0.00     0.00
   -25.00   -30.00    -4.88    59.28    86.74    -0.61    -0.78     0.30     0.54     0.24   -25.04   -30.06     0.00     0.00
   -30.00     0.00    34.18    54.78    69.76    -0.78     0.00     0.54    -1.00    -1.46   -30.06     0.00     0.00     0.00
   -30.00     5.00    41.30    53.69    66.17    -0.78     0.09     0.54    -1.27    -1.70   -30.06     5.00     0.00     0.00
   -30.00    10.00    48.97    52.51    62.49    -0.78     0.17     0.54    -1.55    -1.94   -30.06     9.99     0.00     0.00
   -30.00    15.00    57.27    51.24    58.71    -0.78     0.26     0.54    -1.84    -2.19   -30.06    14.98     0.00     0.00
   -30.00    20.00    66.28    49.85    54.83    -0.78     0.34     0.54    -2.13    -2.43   -30.06    19.97     0.00     0.00
   -30.00    25.00    76.12    48.34    50.81    -0.78     0.42     0.54    -2.42    -2.67   -30.06    24.95     0.00     0.00
   -30.00    30.00    86.93    46.69    46.64    -0.78     0.50     0.54    -2.73    -2.91   -30.06    29.93     0.00     0.00
   -30.00     0.00    34.18    54.78    69.76    -0.78     0.00     0.54    -1.00    -1.46   -30.06     0.00     0.00     0.00
   -30.00    -5.00    27.55    55.80    73.28    -0.78    -0.10     0.54    -0.73    -1.22   -30.06    -5.00     0.00     0.00
   -30.00   -10.00    21.34    56.75    76.73    -0.78    -0.21     0.54    -0.47    -0.97   -30.06   -10.01     0.00     0.00
   -30.00   -15.00    15.53    57.64    80.12    -0.78    -0.33     0.54    -0.21    -0.73   -30.06   -15.01     0.00     0.00
   -30.00   -20.00    10.05    58.48    83.46    -0.78    -0.46     0.54     0.05    -0.49   -30.06   -20.03     0.00     0.00
   -30.00   -25.00     4.88    59.28    86.74    -0.78    -0.61     0.54     0.30    -0.24   -30.06   -25.04     0.00     0.00
   -30.00   -30.00     0.00    60.03    89.99    -0.78    -0.78     0.54     0.54     0.00   -30.06   -30.06     0.00     0.00
